t	1	2	3	jV0100	jO0300	
0	0	0	0	-0	0	
0.001	0.00628314	0	-0.00628314	-0.00628314	0.0125663	
0.002	0.012566	0	-0.012566	-0.012566	0.0251321	
0.003	0.0188484	1.73472e-18	-0.0188484	-0.0188484	0.0376969	
0.004	0.0251301	0	-0.0251301	-0.0251301	0.0502602	
0.005	0.0314108	3.46945e-18	-0.0314108	-0.0314108	0.0628215	
0.006	0.0376902	3.46945e-18	-0.0376902	-0.0376902	0.0753804	
0.007	0.0439681	-3.46945e-18	-0.0439681	-0.0439681	0.0879362	
0.008	0.0502443	0	-0.0502443	-0.0502443	0.100489	
0.009	0.0565185	0	-0.0565185	-0.0565185	0.113037	
0.01	0.0627905	6.93889e-18	-0.0627905	-0.0627905	0.125581	
0.011	0.06906	6.93889e-18	-0.06906	-0.06906	0.13812	
0.012	0.0753268	0	-0.0753268	-0.0753268	0.150654	
0.013	0.0815906	0	-0.0815906	-0.0815906	0.163181	
0.014	0.0878512	-6.93889e-18	-0.0878512	-0.0878512	0.175702	
0.015	0.0941083	0	-0.0941083	-0.0941083	0.188217	
0.016	0.100362	0	-0.100362	-0.100362	0.200723	
0.017	0.106611	0	-0.106611	-0.106611	0.213222	
0.018	0.112856	0	-0.112856	-0.112856	0.225713	
0.019	0.119097	0	-0.119097	-0.119097	0.238194	
0.02	0.125333	0	-0.125333	-0.125333	0.250666	
0.021	0.131564	0	-0.131564	-0.131564	0.263129	
0.022	0.13779	0	-0.13779	-0.13779	0.275581	
0.023	0.144011	0	-0.144011	-0.144011	0.288022	
0.024	0.150226	0	-0.150226	-0.150226	0.300451	
0.025	0.156434	0	-0.156434	-0.156434	0.312869	
0.026	0.162637	0	-0.162637	-0.162637	0.325274	
0.027	0.168833	0	-0.168833	-0.168833	0.337667	
0.028	0.175023	-1.38778e-17	-0.175023	-0.175023	0.350046	
0.029	0.181206	-1.38778e-17	-0.181206	-0.181206	0.362412	
0.03	0.187381	0	-0.187381	-0.187381	0.374763	
0.031	0.193549	0	-0.193549	-0.193549	0.387099	
0.032	0.19971	0	-0.19971	-0.19971	0.39942	
0.033	0.205863	0	-0.205863	-0.205863	0.411725	
0.034	0.212007	0	-0.212007	-0.212007	0.424014	
0.035	0.218143	0	-0.218143	-0.218143	0.436286	
0.036	0.224271	0	-0.224271	-0.224271	0.448542	
0.037	0.230389	0	-0.230389	-0.230389	0.460779	
0.038	0.236499	0	-0.236499	-0.236499	0.472998	
0.039	0.242599	0	-0.242599	-0.242599	0.485198	
0.04	0.24869	0	-0.24869	-0.24869	0.49738	
0.041	0.254771	0	-0.254771	-0.254771	0.509541	
0.042	0.260842	0	-0.260842	-0.260842	0.521683	
0.043	0.266902	0	-0.266902	-0.266902	0.533804	
0.044	0.272952	0	-0.272952	-0.272952	0.545904	
0.045	0.278991	0	-0.278991	-0.278991	0.557982	
0.046	0.285019	2.77556e-17	-0.285019	-0.285019	0.570039	
0.047	0.291036	0	-0.291036	-0.291036	0.582072	
0.048	0.297042	0	-0.297042	-0.297042	0.594083	
0.049	0.303035	0	-0.303035	-0.303035	0.606071	
0.05	0.309017	0	-0.309017	-0.309017	0.618034	
0.051	0.314987	0	-0.314987	-0.314987	0.629973	
0.052	0.320944	0	-0.320944	-0.320944	0.641887	
0.053	0.326888	-2.77556e-17	-0.326888	-0.326888	0.653776	
0.054	0.33282	0	-0.33282	-0.33282	0.665639	
0.055	0.338738	0	-0.338738	-0.338738	0.677476	
0.056	0.344643	0	-0.344643	-0.344643	0.689286	
0.057	0.350534	-2.77556e-17	-0.350534	-0.350534	0.701069	
0.058	0.356412	0	-0.356412	-0.356412	0.712824	
0.059	0.362275	0	-0.362275	-0.362275	0.724551	
0.06	0.368125	-2.77556e-17	-0.368125	-0.368125	0.736249	
0.061	0.373959	0	-0.373959	-0.373959	0.747918	
0.062	0.379779	0	-0.379779	-0.379779	0.759558	
0.063	0.385584	0	-0.385584	-0.385584	0.771168	
0.064	0.391374	0	-0.391374	-0.391374	0.782747	
0.065	0.397148	0	-0.397148	-0.397148	0.794296	
0.066	0.402906	0	-0.402906	-0.402906	0.805813	
0.067	0.408649	0	-0.408649	-0.408649	0.817298	
0.068	0.414376	0	-0.414376	-0.414376	0.828751	
0.069	0.420086	0	-0.420086	-0.420086	0.840171	
0.07	0.425779	0	-0.425779	-0.425779	0.851559	
0.071	0.431456	0	-0.431456	-0.431456	0.862912	
0.072	0.437116	0	-0.437116	-0.437116	0.874232	
0.073	0.442758	0	-0.442758	-0.442758	0.885516	
0.074	0.448383	0	-0.448383	-0.448383	0.896766	
0.075	0.45399	0	-0.45399	-0.45399	0.907981	
0.076	0.45958	0	-0.45958	-0.45958	0.91916	
0.077	0.465151	0	-0.465151	-0.465151	0.930302	
0.078	0.470704	0	-0.470704	-0.470704	0.941408	
0.079	0.476238	0	-0.476238	-0.476238	0.952476	
0.08	0.481754	0	-0.481754	-0.481754	0.963507	
0.081	0.48725	0	-0.48725	-0.48725	0.9745	
0.082	0.492727	0	-0.492727	-0.492727	0.985455	
0.083	0.498185	0	-0.498185	-0.498185	0.99637	
0.084	0.503623	5.55112e-17	-0.503623	-0.503623	1.00725	
0.085	0.509041	0	-0.509041	-0.509041	1.01808	
0.086	0.51444	5.55112e-17	-0.51444	-0.51444	1.02888	
0.087	0.519817	0	-0.519817	-0.519817	1.03963	
0.088	0.525175	0	-0.525175	-0.525175	1.05035	
0.089	0.530511	0	-0.530511	-0.530511	1.06102	
0.09	0.535827	0	-0.535827	-0.535827	1.07165	
0.091	0.541121	0	-0.541121	-0.541121	1.08224	
0.092	0.546394	0	-0.546394	-0.546394	1.09279	
0.093	0.551646	5.55112e-17	-0.551646	-0.551646	1.10329	
0.094	0.556876	0	-0.556876	-0.556876	1.11375	
0.095	0.562083	5.55112e-17	-0.562083	-0.562083	1.12417	
0.096	0.567269	5.55112e-17	-0.567269	-0.567269	1.13454	
0.097	0.572432	0	-0.572432	-0.572432	1.14486	
0.098	0.577573	0	-0.577573	-0.577573	1.15515	
0.099	0.58269	0	-0.58269	-0.58269	1.16538	
0.1	0.587785	0	-0.587785	-0.587785	1.17557	
0.101	0.592857	0	-0.592857	-0.592857	1.18571	
0.102	0.597905	0	-0.597905	-0.597905	1.19581	
0.103	0.60293	0	-0.60293	-0.60293	1.20586	
0.104	0.60793	5.55112e-17	-0.60793	-0.60793	1.21586	
0.105	0.612907	5.55112e-17	-0.612907	-0.612907	1.22581	
0.106	0.61786	0	-0.61786	-0.61786	1.23572	
0.107	0.622788	0	-0.622788	-0.622788	1.24558	
0.108	0.627691	0	-0.627691	-0.627691	1.25538	
0.109	0.63257	0	-0.63257	-0.63257	1.26514	
0.11	0.637424	0	-0.637424	-0.637424	1.27485	
0.111	0.642253	0	-0.642253	-0.642253	1.28451	
0.112	0.647056	-5.55112e-17	-0.647056	-0.647056	1.29411	
0.113	0.651834	0	-0.651834	-0.651834	1.30367	
0.114	0.656586	0	-0.656586	-0.656586	1.31317	
0.115	0.661312	-5.55112e-17	-0.661312	-0.661312	1.32262	
0.116	0.666012	0	-0.666012	-0.666012	1.33202	
0.117	0.670686	0	-0.670686	-0.670686	1.34137	
0.118	0.675333	0	-0.675333	-0.675333	1.35067	
0.119	0.679953	0	-0.679953	-0.679953	1.35991	
0.12	0.684547	0	-0.684547	-0.684547	1.36909	
0.121	0.689114	-5.55112e-17	-0.689114	-0.689114	1.37823	
0.122	0.693653	0	-0.693653	-0.693653	1.38731	
0.123	0.698165	0	-0.698165	-0.698165	1.39633	
0.124	0.70265	0	-0.70265	-0.70265	1.4053	
0.125	0.707107	-5.55112e-17	-0.707107	-0.707107	1.41421	
0.126	0.711536	-5.55112e-17	-0.711536	-0.711536	1.42307	
0.127	0.715936	-5.55112e-17	-0.715936	-0.715936	1.43187	
0.128	0.720309	-5.55112e-17	-0.720309	-0.720309	1.44062	
0.129	0.724653	-5.55112e-17	-0.724653	-0.724653	1.44931	
0.13	0.728969	-5.55112e-17	-0.728969	-0.728969	1.45794	
0.131	0.733255	-5.55112e-17	-0.733255	-0.733255	1.46651	
0.132	0.737513	-5.55112e-17	-0.737513	-0.737513	1.47503	
0.133	0.741742	-5.55112e-17	-0.741742	-0.741742	1.48348	
0.134	0.745941	-5.55112e-17	-0.745941	-0.745941	1.49188	
0.135	0.750111	0	-0.750111	-0.750111	1.50022	
0.136	0.754251	0	-0.754251	-0.754251	1.5085	
0.137	0.758362	0	-0.758362	-0.758362	1.51672	
0.138	0.762443	0	-0.762443	-0.762443	1.52489	
0.139	0.766493	0	-0.766493	-0.766493	1.53299	
0.14	0.770513	0	-0.770513	-0.770513	1.54103	
0.141	0.774503	0	-0.774503	-0.774503	1.54901	
0.142	0.778462	0	-0.778462	-0.778462	1.55692	
0.143	0.782391	0	-0.782391	-0.782391	1.56478	
0.144	0.786288	0	-0.786288	-0.786288	1.57258	
0.145	0.790155	0	-0.790155	-0.790155	1.58031	
0.146	0.79399	0	-0.79399	-0.79399	1.58798	
0.147	0.797794	0	-0.797794	-0.797794	1.59559	
0.148	0.801567	0	-0.801567	-0.801567	1.60313	
0.149	0.805308	0	-0.805308	-0.805308	1.61062	
0.15	0.809017	0	-0.809017	-0.809017	1.61803	
0.151	0.812694	0	-0.812694	-0.812694	1.62539	
0.152	0.816339	0	-0.816339	-0.816339	1.63268	
0.153	0.819952	0	-0.819952	-0.819952	1.6399	
0.154	0.823533	0	-0.823533	-0.823533	1.64707	
0.155	0.827081	0	-0.827081	-0.827081	1.65416	
0.156	0.830596	0	-0.830596	-0.830596	1.66119	
0.157	0.834078	0	-0.834078	-0.834078	1.66816	
0.158	0.837528	0	-0.837528	-0.837528	1.67506	
0.159	0.840945	0	-0.840945	-0.840945	1.68189	
0.16	0.844328	0	-0.844328	-0.844328	1.68866	
0.161	0.847678	0	-0.847678	-0.847678	1.69536	
0.162	0.850994	0	-0.850994	-0.850994	1.70199	
0.163	0.854277	0	-0.854277	-0.854277	1.70855	
0.164	0.857527	0	-0.857527	-0.857527	1.71505	
0.165	0.860742	0	-0.860742	-0.860742	1.72148	
0.166	0.863923	0	-0.863923	-0.863923	1.72785	
0.167	0.867071	0	-0.867071	-0.867071	1.73414	
0.168	0.870184	0	-0.870184	-0.870184	1.74037	
0.169	0.873262	0	-0.873262	-0.873262	1.74652	
0.17	0.876307	0	-0.876307	-0.876307	1.75261	
0.171	0.879316	0	-0.879316	-0.879316	1.75863	
0.172	0.882291	0	-0.882291	-0.882291	1.76458	
0.173	0.885231	0	-0.885231	-0.885231	1.77046	
0.174	0.888136	0	-0.888136	-0.888136	1.77627	
0.175	0.891007	0	-0.891007	-0.891007	1.78201	
0.176	0.893841	0	-0.893841	-0.893841	1.78768	
0.177	0.896641	0	-0.896641	-0.896641	1.79328	
0.178	0.899405	0	-0.899405	-0.899405	1.79881	
0.179	0.902134	0	-0.902134	-0.902134	1.80427	
0.18	0.904827	0	-0.904827	-0.904827	1.80965	
0.181	0.907484	0	-0.907484	-0.907484	1.81497	
0.182	0.910106	0	-0.910106	-0.910106	1.82021	
0.183	0.912692	0	-0.912692	-0.912692	1.82538	
0.184	0.915241	0	-0.915241	-0.915241	1.83048	
0.185	0.917755	0	-0.917755	-0.917755	1.83551	
0.186	0.920232	0	-0.920232	-0.920232	1.84046	
0.187	0.922673	0	-0.922673	-0.922673	1.84535	
0.188	0.925077	0	-0.925077	-0.925077	1.85015	
0.189	0.927445	0	-0.927445	-0.927445	1.85489	
0.19	0.929776	0	-0.929776	-0.929776	1.85955	
0.191	0.932071	0	-0.932071	-0.932071	1.86414	
0.192	0.934329	0	-0.934329	-0.934329	1.86866	
0.193	0.93655	0	-0.93655	-0.93655	1.8731	
0.194	0.938734	0	-0.938734	-0.938734	1.87747	
0.195	0.940881	0	-0.940881	-0.940881	1.88176	
0.196	0.942991	0	-0.942991	-0.942991	1.88598	
0.197	0.945063	0	-0.945063	-0.945063	1.89013	
0.198	0.947098	0	-0.947098	-0.947098	1.8942	
0.199	0.949096	0	-0.949096	-0.949096	1.89819	
0.2	0.951057	0	-0.951057	-0.951057	1.90211	
0.201	0.952979	0	-0.952979	-0.952979	1.90596	
0.202	0.954865	0	-0.954865	-0.954865	1.90973	
0.203	0.956712	0	-0.956712	-0.956712	1.91342	
0.204	0.958522	0	-0.958522	-0.958522	1.91704	
0.205	0.960294	0	-0.960294	-0.960294	1.92059	
0.206	0.962028	0	-0.962028	-0.962028	1.92406	
0.207	0.963724	0	-0.963724	-0.963724	1.92745	
0.208	0.965382	0	-0.965382	-0.965382	1.93076	
0.209	0.967001	0	-0.967001	-0.967001	1.934	
0.21	0.968583	0	-0.968583	-0.968583	1.93717	
0.211	0.970127	0	-0.970127	-0.970127	1.94025	
0.212	0.971632	0	-0.971632	-0.971632	1.94326	
0.213	0.973099	0	-0.973099	-0.973099	1.9462	
0.214	0.974527	0	-0.974527	-0.974527	1.94905	
0.215	0.975917	0	-0.975917	-0.975917	1.95183	
0.216	0.977268	0	-0.977268	-0.977268	1.95454	
0.217	0.978581	0	-0.978581	-0.978581	1.95716	
0.218	0.979855	0	-0.979855	-0.979855	1.95971	
0.219	0.981091	0	-0.981091	-0.981091	1.96218	
0.22	0.982287	0	-0.982287	-0.982287	1.96457	
0.221	0.983445	0	-0.983445	-0.983445	1.96689	
0.222	0.984564	0	-0.984564	-0.984564	1.96913	
0.223	0.985645	0	-0.985645	-0.985645	1.97129	
0.224	0.986686	0	-0.986686	-0.986686	1.97337	
0.225	0.987688	0	-0.987688	-0.987688	1.97538	
0.226	0.988652	0	-0.988652	-0.988652	1.9773	
0.227	0.989576	0	-0.989576	-0.989576	1.97915	
0.228	0.990461	0	-0.990461	-0.990461	1.98092	
0.229	0.991308	0	-0.991308	-0.991308	1.98262	
0.23	0.992115	0	-0.992115	-0.992115	1.98423	
0.231	0.992883	0	-0.992883	-0.992883	1.98577	
0.232	0.993611	0	-0.993611	-0.993611	1.98722	
0.233	0.994301	0	-0.994301	-0.994301	1.9886	
0.234	0.994951	0	-0.994951	-0.994951	1.9899	
0.235	0.995562	0	-0.995562	-0.995562	1.99112	
0.236	0.996134	0	-0.996134	-0.996134	1.99227	
0.237	0.996666	0	-0.996666	-0.996666	1.99333	
0.238	0.997159	0	-0.997159	-0.997159	1.99432	
0.239	0.997613	0	-0.997613	-0.997613	1.99523	
0.24	0.998027	0	-0.998027	-0.998027	1.99605	
0.241	0.998402	0	-0.998402	-0.998402	1.9968	
0.242	0.998737	0	-0.998737	-0.998737	1.99747	
0.243	0.999033	0	-0.999033	-0.999033	1.99807	
0.244	0.999289	0	-0.999289	-0.999289	1.99858	
0.245	0.999507	0	-0.999507	-0.999507	1.99901	
0.246	0.999684	0	-0.999684	-0.999684	1.99937	
0.247	0.999822	0	-0.999822	-0.999822	1.99964	
0.248	0.999921	0	-0.999921	-0.999921	1.99984	
0.249	0.99998	0	-0.99998	-0.99998	1.99996	
0.25	1	0	-1	-1	2	
0.251	0.99998	0	-0.99998	-0.99998	1.99996	
0.252	0.999921	0	-0.999921	-0.999921	1.99984	
0.253	0.999822	0	-0.999822	-0.999822	1.99964	
0.254	0.999684	0	-0.999684	-0.999684	1.99937	
0.255	0.999507	0	-0.999507	-0.999507	1.99901	
0.256	0.999289	0	-0.999289	-0.999289	1.99858	
0.257	0.999033	0	-0.999033	-0.999033	1.99807	
0.258	0.998737	0	-0.998737	-0.998737	1.99747	
0.259	0.998402	0	-0.998402	-0.998402	1.9968	
0.26	0.998027	0	-0.998027	-0.998027	1.99605	
0.261	0.997613	0	-0.997613	-0.997613	1.99523	
0.262	0.997159	0	-0.997159	-0.997159	1.99432	
0.263	0.996666	0	-0.996666	-0.996666	1.99333	
0.264	0.996134	0	-0.996134	-0.996134	1.99227	
0.265	0.995562	0	-0.995562	-0.995562	1.99112	
0.266	0.994951	0	-0.994951	-0.994951	1.9899	
0.267	0.994301	0	-0.994301	-0.994301	1.9886	
0.268	0.993611	0	-0.993611	-0.993611	1.98722	
0.269	0.992883	0	-0.992883	-0.992883	1.98577	
0.27	0.992115	0	-0.992115	-0.992115	1.98423	
0.271	0.991308	0	-0.991308	-0.991308	1.98262	
0.272	0.990461	0	-0.990461	-0.990461	1.98092	
0.273	0.989576	0	-0.989576	-0.989576	1.97915	
0.274	0.988652	0	-0.988652	-0.988652	1.9773	
0.275	0.987688	0	-0.987688	-0.987688	1.97538	
0.276	0.986686	0	-0.986686	-0.986686	1.97337	
0.277	0.985645	0	-0.985645	-0.985645	1.97129	
0.278	0.984564	0	-0.984564	-0.984564	1.96913	
0.279	0.983445	0	-0.983445	-0.983445	1.96689	
0.28	0.982287	0	-0.982287	-0.982287	1.96457	
0.281	0.981091	0	-0.981091	-0.981091	1.96218	
0.282	0.979855	0	-0.979855	-0.979855	1.95971	
0.283	0.978581	0	-0.978581	-0.978581	1.95716	
0.284	0.977268	0	-0.977268	-0.977268	1.95454	
0.285	0.975917	0	-0.975917	-0.975917	1.95183	
0.286	0.974527	0	-0.974527	-0.974527	1.94905	
0.287	0.973099	0	-0.973099	-0.973099	1.9462	
0.288	0.971632	0	-0.971632	-0.971632	1.94326	
0.289	0.970127	0	-0.970127	-0.970127	1.94025	
0.29	0.968583	0	-0.968583	-0.968583	1.93717	
0.291	0.967001	0	-0.967001	-0.967001	1.934	
0.292	0.965382	0	-0.965382	-0.965382	1.93076	
0.293	0.963724	0	-0.963724	-0.963724	1.92745	
0.294	0.962028	0	-0.962028	-0.962028	1.92406	
0.295	0.960294	0	-0.960294	-0.960294	1.92059	
0.296	0.958522	0	-0.958522	-0.958522	1.91704	
0.297	0.956712	0	-0.956712	-0.956712	1.91342	
0.298	0.954865	0	-0.954865	-0.954865	1.90973	
0.299	0.952979	0	-0.952979	-0.952979	1.90596	
0.3	0.951057	0	-0.951057	-0.951057	1.90211	
0.301	0.949096	0	-0.949096	-0.949096	1.89819	
0.302	0.947098	0	-0.947098	-0.947098	1.8942	
0.303	0.945063	0	-0.945063	-0.945063	1.89013	
0.304	0.942991	0	-0.942991	-0.942991	1.88598	
0.305	0.940881	0	-0.940881	-0.940881	1.88176	
0.306	0.938734	0	-0.938734	-0.938734	1.87747	
0.307	0.93655	0	-0.93655	-0.93655	1.8731	
0.308	0.934329	0	-0.934329	-0.934329	1.86866	
0.309	0.932071	0	-0.932071	-0.932071	1.86414	
0.31	0.929776	0	-0.929776	-0.929776	1.85955	
0.311	0.927445	0	-0.927445	-0.927445	1.85489	
0.312	0.925077	0	-0.925077	-0.925077	1.85015	
0.313	0.922673	0	-0.922673	-0.922673	1.84535	
0.314	0.920232	0	-0.920232	-0.920232	1.84046	
0.315	0.917755	0	-0.917755	-0.917755	1.83551	
0.316	0.915241	0	-0.915241	-0.915241	1.83048	
0.317	0.912692	0	-0.912692	-0.912692	1.82538	
0.318	0.910106	0	-0.910106	-0.910106	1.82021	
0.319	0.907484	0	-0.907484	-0.907484	1.81497	
0.32	0.904827	0	-0.904827	-0.904827	1.80965	
0.321	0.902134	0	-0.902134	-0.902134	1.80427	
0.322	0.899405	0	-0.899405	-0.899405	1.79881	
0.323	0.896641	0	-0.896641	-0.896641	1.79328	
0.324	0.893841	0	-0.893841	-0.893841	1.78768	
0.325	0.891007	0	-0.891007	-0.891007	1.78201	
0.326	0.888136	0	-0.888136	-0.888136	1.77627	
0.327	0.885231	0	-0.885231	-0.885231	1.77046	
0.328	0.882291	0	-0.882291	-0.882291	1.76458	
0.329	0.879316	0	-0.879316	-0.879316	1.75863	
0.33	0.876307	0	-0.876307	-0.876307	1.75261	
0.331	0.873262	0	-0.873262	-0.873262	1.74652	
0.332	0.870184	0	-0.870184	-0.870184	1.74037	
0.333	0.867071	0	-0.867071	-0.867071	1.73414	
0.334	0.863923	0	-0.863923	-0.863923	1.72785	
0.335	0.860742	0	-0.860742	-0.860742	1.72148	
0.336	0.857527	0	-0.857527	-0.857527	1.71505	
0.337	0.854277	0	-0.854277	-0.854277	1.70855	
0.338	0.850994	0	-0.850994	-0.850994	1.70199	
0.339	0.847678	0	-0.847678	-0.847678	1.69536	
0.34	0.844328	0	-0.844328	-0.844328	1.68866	
0.341	0.840945	0	-0.840945	-0.840945	1.68189	
0.342	0.837528	0	-0.837528	-0.837528	1.67506	
0.343	0.834078	0	-0.834078	-0.834078	1.66816	
0.344	0.830596	0	-0.830596	-0.830596	1.66119	
0.345	0.827081	0	-0.827081	-0.827081	1.65416	
0.346	0.823533	0	-0.823533	-0.823533	1.64707	
0.347	0.819952	0	-0.819952	-0.819952	1.6399	
0.348	0.816339	0	-0.816339	-0.816339	1.63268	
0.349	0.812694	0	-0.812694	-0.812694	1.62539	
0.35	0.809017	0	-0.809017	-0.809017	1.61803	
0.351	0.805308	0	-0.805308	-0.805308	1.61062	
0.352	0.801567	0	-0.801567	-0.801567	1.60313	
0.353	0.797794	0	-0.797794	-0.797794	1.59559	
0.354	0.79399	0	-0.79399	-0.79399	1.58798	
0.355	0.790155	0	-0.790155	-0.790155	1.58031	
0.356	0.786288	0	-0.786288	-0.786288	1.57258	
0.357	0.782391	0	-0.782391	-0.782391	1.56478	
0.358	0.778462	0	-0.778462	-0.778462	1.55692	
0.359	0.774503	0	-0.774503	-0.774503	1.54901	
0.36	0.770513	0	-0.770513	-0.770513	1.54103	
0.361	0.766493	0	-0.766493	-0.766493	1.53299	
0.362	0.762443	0	-0.762443	-0.762443	1.52489	
0.363	0.758362	0	-0.758362	-0.758362	1.51672	
0.364	0.754251	0	-0.754251	-0.754251	1.5085	
0.365	0.750111	0	-0.750111	-0.750111	1.50022	
0.366	0.745941	-5.55112e-17	-0.745941	-0.745941	1.49188	
0.367	0.741742	0	-0.741742	-0.741742	1.48348	
0.368	0.737513	0	-0.737513	-0.737513	1.47503	
0.369	0.733255	0	-0.733255	-0.733255	1.46651	
0.37	0.728969	-5.55112e-17	-0.728969	-0.728969	1.45794	
0.371	0.724653	0	-0.724653	-0.724653	1.44931	
0.372	0.720309	-5.55112e-17	-0.720309	-0.720309	1.44062	
0.373	0.715936	0	-0.715936	-0.715936	1.43187	
0.374	0.711536	0	-0.711536	-0.711536	1.42307	
0.375	0.707107	0	-0.707107	-0.707107	1.41421	
0.376	0.70265	0	-0.70265	-0.70265	1.4053	
0.377	0.698165	0	-0.698165	-0.698165	1.39633	
0.378	0.693653	-5.55112e-17	-0.693653	-0.693653	1.38731	
0.379	0.689114	0	-0.689114	-0.689114	1.37823	
0.38	0.684547	0	-0.684547	-0.684547	1.36909	
0.381	0.679953	0	-0.679953	-0.679953	1.35991	
0.382	0.675333	0	-0.675333	-0.675333	1.35067	
0.383	0.670686	0	-0.670686	-0.670686	1.34137	
0.384	0.666012	0	-0.666012	-0.666012	1.33202	
0.385	0.661312	0	-0.661312	-0.661312	1.32262	
0.386	0.656586	0	-0.656586	-0.656586	1.31317	
0.387	0.651834	-5.55112e-17	-0.651834	-0.651834	1.30367	
0.388	0.647056	0	-0.647056	-0.647056	1.29411	
0.389	0.642253	-5.55112e-17	-0.642253	-0.642253	1.28451	
0.39	0.637424	-5.55112e-17	-0.637424	-0.637424	1.27485	
0.391	0.63257	-5.55112e-17	-0.63257	-0.63257	1.26514	
0.392	0.627691	-5.55112e-17	-0.627691	-0.627691	1.25538	
0.393	0.622788	0	-0.622788	-0.622788	1.24558	
0.394	0.61786	0	-0.61786	-0.61786	1.23572	
0.395	0.612907	0	-0.612907	-0.612907	1.22581	
0.396	0.60793	5.55112e-17	-0.60793	-0.60793	1.21586	
0.397	0.60293	0	-0.60293	-0.60293	1.20586	
0.398	0.597905	0	-0.597905	-0.597905	1.19581	
0.399	0.592857	5.55112e-17	-0.592857	-0.592857	1.18571	
0.4	0.587785	0	-0.587785	-0.587785	1.17557	
0.401	0.58269	0	-0.58269	-0.58269	1.16538	
0.402	0.577573	0	-0.577573	-0.577573	1.15515	
0.403	0.572432	0	-0.572432	-0.572432	1.14486	
0.404	0.567269	0	-0.567269	-0.567269	1.13454	
0.405	0.562083	0	-0.562083	-0.562083	1.12417	
0.406	0.556876	5.55112e-17	-0.556876	-0.556876	1.11375	
0.407	0.551646	5.55112e-17	-0.551646	-0.551646	1.10329	
0.408	0.546394	0	-0.546394	-0.546394	1.09279	
0.409	0.541121	5.55112e-17	-0.541121	-0.541121	1.08224	
0.41	0.535827	0	-0.535827	-0.535827	1.07165	
0.411	0.530511	0	-0.530511	-0.530511	1.06102	
0.412	0.525175	0	-0.525175	-0.525175	1.05035	
0.413	0.519817	0	-0.519817	-0.519817	1.03963	
0.414	0.51444	5.55112e-17	-0.51444	-0.51444	1.02888	
0.415	0.509041	0	-0.509041	-0.509041	1.01808	
0.416	0.503623	0	-0.503623	-0.503623	1.00725	
0.417	0.498185	0	-0.498185	-0.498185	0.99637	
0.418	0.492727	0	-0.492727	-0.492727	0.985455	
0.419	0.48725	0	-0.48725	-0.48725	0.9745	
0.42	0.481754	0	-0.481754	-0.481754	0.963507	
0.421	0.476238	0	-0.476238	-0.476238	0.952476	
0.422	0.470704	0	-0.470704	-0.470704	0.941408	
0.423	0.465151	0	-0.465151	-0.465151	0.930302	
0.424	0.45958	0	-0.45958	-0.45958	0.91916	
0.425	0.45399	0	-0.45399	-0.45399	0.907981	
0.426	0.448383	0	-0.448383	-0.448383	0.896766	
0.427	0.442758	0	-0.442758	-0.442758	0.885516	
0.428	0.437116	0	-0.437116	-0.437116	0.874232	
0.429	0.431456	0	-0.431456	-0.431456	0.862912	
0.43	0.425779	0	-0.425779	-0.425779	0.851559	
0.431	0.420086	0	-0.420086	-0.420086	0.840171	
0.432	0.414376	0	-0.414376	-0.414376	0.828751	
0.433	0.408649	0	-0.408649	-0.408649	0.817298	
0.434	0.402906	0	-0.402906	-0.402906	0.805813	
0.435	0.397148	0	-0.397148	-0.397148	0.794296	
0.436	0.391374	0	-0.391374	-0.391374	0.782747	
0.437	0.385584	0	-0.385584	-0.385584	0.771168	
0.438	0.379779	0	-0.379779	-0.379779	0.759558	
0.439	0.373959	-2.77556e-17	-0.373959	-0.373959	0.747918	
0.44	0.368125	-2.77556e-17	-0.368125	-0.368125	0.736249	
0.441	0.362275	-2.77556e-17	-0.362275	-0.362275	0.724551	
0.442	0.356412	-2.77556e-17	-0.356412	-0.356412	0.712824	
0.443	0.350534	0	-0.350534	-0.350534	0.701069	
0.444	0.344643	0	-0.344643	-0.344643	0.689286	
0.445	0.338738	0	-0.338738	-0.338738	0.677476	
0.446	0.33282	0	-0.33282	-0.33282	0.665639	
0.447	0.326888	0	-0.326888	-0.326888	0.653776	
0.448	0.320944	0	-0.320944	-0.320944	0.641887	
0.449	0.314987	0	-0.314987	-0.314987	0.629973	
0.45	0.309017	2.77556e-17	-0.309017	-0.309017	0.618034	
0.451	0.303035	0	-0.303035	-0.303035	0.606071	
0.452	0.297042	0	-0.297042	-0.297042	0.594083	
0.453	0.291036	2.77556e-17	-0.291036	-0.291036	0.582072	
0.454	0.285019	2.77556e-17	-0.285019	-0.285019	0.570039	
0.455	0.278991	2.77556e-17	-0.278991	-0.278991	0.557982	
0.456	0.272952	2.77556e-17	-0.272952	-0.272952	0.545904	
0.457	0.266902	0	-0.266902	-0.266902	0.533804	
0.458	0.260842	0	-0.260842	-0.260842	0.521683	
0.459	0.254771	2.77556e-17	-0.254771	-0.254771	0.509541	
0.46	0.24869	0	-0.24869	-0.24869	0.49738	
0.461	0.242599	0	-0.242599	-0.242599	0.485198	
0.462	0.236499	0	-0.236499	-0.236499	0.472998	
0.463	0.230389	0	-0.230389	-0.230389	0.460779	
0.464	0.224271	0	-0.224271	-0.224271	0.448542	
0.465	0.218143	0	-0.218143	-0.218143	0.436286	
0.466	0.212007	0	-0.212007	-0.212007	0.424014	
0.467	0.205863	0	-0.205863	-0.205863	0.411725	
