t	1	2	3	jV0100	jO0300	
0.468	0.19971	0	-0.19971	-0.19971	0.39942	
0.469	0.193549	0	-0.193549	-0.193549	0.387099	
0.47	0.187381	-1.38778e-17	-0.187381	-0.187381	0.374763	
0.471	0.181206	-1.38778e-17	-0.181206	-0.181206	0.362412	
0.472	0.175023	0	-0.175023	-0.175023	0.350046	
0.473	0.168833	0	-0.168833	-0.168833	0.337667	
0.474	0.162637	0	-0.162637	-0.162637	0.325274	
0.475	0.156434	0	-0.156434	-0.156434	0.312869	
0.476	0.150226	0	-0.150226	-0.150226	0.300451	
0.477	0.144011	0	-0.144011	-0.144011	0.288022	
0.478	0.13779	0	-0.13779	-0.13779	0.275581	
0.479	0.131564	1.38778e-17	-0.131564	-0.131564	0.263129	
0.48	0.125333	1.38778e-17	-0.125333	-0.125333	0.250666	
0.481	0.119097	0	-0.119097	-0.119097	0.238194	
0.482	0.112856	0	-0.112856	-0.112856	0.225713	
0.483	0.106611	0	-0.106611	-0.106611	0.213222	
0.484	0.100362	0	-0.100362	-0.100362	0.200723	
0.485	0.0941083	0	-0.0941083	-0.0941083	0.188217	
0.486	0.0878512	0	-0.0878512	-0.0878512	0.175702	
0.487	0.0815906	0	-0.0815906	-0.0815906	0.163181	
0.488	0.0753268	0	-0.0753268	-0.0753268	0.150654	
0.489	0.06906	0	-0.06906	-0.06906	0.13812	
0.49	0.0627905	0	-0.0627905	-0.0627905	0.125581	
0.491	0.0565185	0	-0.0565185	-0.0565185	0.113037	
0.492	0.0502443	0	-0.0502443	-0.0502443	0.100489	
0.493	0.0439681	-3.46945e-18	-0.0439681	-0.0439681	0.0879362	
0.494	0.0376902	0	-0.0376902	-0.0376902	0.0753804	
0.495	0.0314108	3.46945e-18	-0.0314108	-0.0314108	0.0628215	
0.496	0.0251301	0	-0.0251301	-0.0251301	0.0502602	
0.497	0.0188484	1.73472e-18	-0.0188484	-0.0188484	0.0376969	
0.498	0.012566	0	-0.012566	-0.012566	0.0251321	
0.499	0.00628314	0	-0.00628314	-0.00628314	0.0125663	
0.5	-2.09798e-15	0	2.09798e-15	2.09798e-15	-4.19596e-15	
0.501	-0.00628314	0	0.00628314	0.00628314	-0.0125663	
0.502	-0.012566	0	0.012566	0.012566	-0.0251321	
0.503	-0.0188484	0	0.0188484	0.0188484	-0.0376969	
0.504	-0.0251301	0	0.0251301	0.0251301	-0.0502602	
0.505	-0.0314108	-3.46945e-18	0.0314108	0.0314108	-0.0628215	
0.506	-0.0376902	0	0.0376902	0.0376902	-0.0753804	
0.507	-0.0439681	0	0.0439681	0.0439681	-0.0879362	
0.508	-0.0502443	0	0.0502443	0.0502443	-0.100489	
0.509	-0.0565185	0	0.0565185	0.0565185	-0.113037	
0.51	-0.0627905	0	0.0627905	0.0627905	-0.125581	
0.511	-0.06906	0	0.06906	0.06906	-0.13812	
0.512	-0.0753268	-6.93889e-18	0.0753268	0.0753268	-0.150654	
0.513	-0.0815906	0	0.0815906	0.0815906	-0.163181	
0.514	-0.0878512	6.93889e-18	0.0878512	0.0878512	-0.175702	
0.515	-0.0941083	0	0.0941083	0.0941083	-0.188217	
0.516	-0.100362	0	0.100362	0.100362	-0.200723	
0.517	-0.106611	0	0.106611	0.106611	-0.213222	
0.518	-0.112856	0	0.112856	0.112856	-0.225713	
0.519	-0.119097	0	0.119097	0.119097	-0.238194	
0.52	-0.125333	0	0.125333	0.125333	-0.250666	
0.521	-0.131564	-1.38778e-17	0.131564	0.131564	-0.263129	
0.522	-0.13779	0	0.13779	0.13779	-0.275581	
0.523	-0.144011	0	0.144011	0.144011	-0.288022	
0.524	-0.150226	0	0.150226	0.150226	-0.300451	
0.525	-0.156434	0	0.156434	0.156434	-0.312869	
0.526	-0.162637	0	0.162637	0.162637	-0.325274	
0.527	-0.168833	0	0.168833	0.168833	-0.337667	
0.528	-0.175023	0	0.175023	0.175023	-0.350046	
0.529	-0.181206	1.38778e-17	0.181206	0.181206	-0.362412	
0.53	-0.187381	0	0.187381	0.187381	-0.374763	
0.531	-0.193549	0	0.193549	0.193549	-0.387099	
0.532	-0.19971	0	0.19971	0.19971	-0.39942	
0.533	-0.205863	0	0.205863	0.205863	-0.411725	
0.534	-0.212007	0	0.212007	0.212007	-0.424014	
0.535	-0.218143	0	0.218143	0.218143	-0.436286	
0.536	-0.224271	0	0.224271	0.224271	-0.448542	
0.537	-0.230389	0	0.230389	0.230389	-0.460779	
0.538	-0.236499	0	0.236499	0.236499	-0.472998	
0.539	-0.242599	0	0.242599	0.242599	-0.485198	
0.54	-0.24869	0	0.24869	0.24869	-0.49738	
0.541	-0.254771	0	0.254771	0.254771	-0.509541	
0.542	-0.260842	-2.77556e-17	0.260842	0.260842	-0.521683	
0.543	-0.266902	-2.77556e-17	0.266902	0.266902	-0.533804	
0.544	-0.272952	0	0.272952	0.272952	-0.545904	
0.545	-0.278991	0	0.278991	0.278991	-0.557982	
0.546	-0.285019	0	0.285019	0.285019	-0.570039	
0.547	-0.291036	0	0.291036	0.291036	-0.582072	
0.548	-0.297042	0	0.297042	0.297042	-0.594083	
0.549	-0.303035	-2.77556e-17	0.303035	0.303035	-0.606071	
0.55	-0.309017	-2.77556e-17	0.309017	0.309017	-0.618034	
0.551	-0.314987	0	0.314987	0.314987	-0.629973	
0.552	-0.320944	0	0.320944	0.320944	-0.641887	
0.553	-0.326888	0	0.326888	0.326888	-0.653776	
0.554	-0.33282	0	0.33282	0.33282	-0.665639	
0.555	-0.338738	2.77556e-17	0.338738	0.338738	-0.677476	
0.556	-0.344643	2.77556e-17	0.344643	0.344643	-0.689286	
0.557	-0.350534	0	0.350534	0.350534	-0.701069	
0.558	-0.356412	0	0.356412	0.356412	-0.712824	
0.559	-0.362275	0	0.362275	0.362275	-0.724551	
0.56	-0.368125	0	0.368125	0.368125	-0.736249	
0.561	-0.373959	0	0.373959	0.373959	-0.747918	
0.562	-0.379779	0	0.379779	0.379779	-0.759558	
0.563	-0.385584	0	0.385584	0.385584	-0.771168	
0.564	-0.391374	0	0.391374	0.391374	-0.782747	
0.565	-0.397148	0	0.397148	0.397148	-0.794296	
0.566	-0.402906	0	0.402906	0.402906	-0.805813	
0.567	-0.408649	0	0.408649	0.408649	-0.817298	
0.568	-0.414376	0	0.414376	0.414376	-0.828751	
0.569	-0.420086	0	0.420086	0.420086	-0.840171	
0.57	-0.425779	0	0.425779	0.425779	-0.851559	
0.571	-0.431456	0	0.431456	0.431456	-0.862912	
0.572	-0.437116	0	0.437116	0.437116	-0.874232	
0.573	-0.442758	0	0.442758	0.442758	-0.885516	
0.574	-0.448383	0	0.448383	0.448383	-0.896766	
0.575	-0.45399	0	0.45399	0.45399	-0.907981	
0.576	-0.45958	0	0.45958	0.45958	-0.91916	
0.577	-0.465151	0	0.465151	0.465151	-0.930302	
0.578	-0.470704	0	0.470704	0.470704	-0.941408	
0.579	-0.476238	0	0.476238	0.476238	-0.952476	
0.58	-0.481754	0	0.481754	0.481754	-0.963507	
0.581	-0.48725	0	0.48725	0.48725	-0.9745	
0.582	-0.492727	0	0.492727	0.492727	-0.985455	
0.583	-0.498185	0	0.498185	0.498185	-0.99637	
0.584	-0.503623	0	0.503623	0.503623	-1.00725	
0.585	-0.509041	0	0.509041	0.509041	-1.01808	
0.586	-0.51444	-5.55112e-17	0.51444	0.51444	-1.02888	
0.587	-0.519817	0	0.519817	0.519817	-1.03963	
0.588	-0.525175	0	0.525175	0.525175	-1.05035	
0.589	-0.530511	0	0.530511	0.530511	-1.06102	
0.59	-0.535827	0	0.535827	0.535827	-1.07165	
0.591	-0.541121	0	0.541121	0.541121	-1.08224	
0.592	-0.546394	-5.55112e-17	0.546394	0.546394	-1.09279	
0.593	-0.551646	0	0.551646	0.551646	-1.10329	
0.594	-0.556876	0	0.556876	0.556876	-1.11375	
0.595	-0.562083	0	0.562083	0.562083	-1.12417	
0.596	-0.567269	0	0.567269	0.567269	-1.13454	
0.597	-0.572432	-5.55112e-17	0.572432	0.572432	-1.14486	
0.598	-0.577573	-5.55112e-17	0.577573	0.577573	-1.15515	
0.599	-0.58269	0	0.58269	0.58269	-1.16538	
0.6	-0.587785	0	0.587785	0.587785	-1.17557	
0.601	-0.592857	0	0.592857	0.592857	-1.18571	
0.602	-0.597905	0	0.597905	0.597905	-1.19581	
0.603	-0.60293	-5.55112e-17	0.60293	0.60293	-1.20586	
0.604	-0.60793	0	0.60793	0.60793	-1.21586	
0.605	-0.612907	0	0.612907	0.612907	-1.22581	
0.606	-0.61786	0	0.61786	0.61786	-1.23572	
0.607	-0.622788	0	0.622788	0.622788	-1.24558	
0.608	-0.627691	5.55112e-17	0.627691	0.627691	-1.25538	
0.609	-0.63257	0	0.63257	0.63257	-1.26514	
0.61	-0.637424	0	0.637424	0.637424	-1.27485	
0.611	-0.642253	0	0.642253	0.642253	-1.28451	
0.612	-0.647056	0	0.647056	0.647056	-1.29411	
0.613	-0.651834	0	0.651834	0.651834	-1.30367	
0.614	-0.656586	0	0.656586	0.656586	-1.31317	
0.615	-0.661312	0	0.661312	0.661312	-1.32262	
0.616	-0.666012	5.55112e-17	0.666012	0.666012	-1.33202	
0.617	-0.670686	5.55112e-17	0.670686	0.670686	-1.34137	
0.618	-0.675333	5.55112e-17	0.675333	0.675333	-1.35067	
0.619	-0.679953	5.55112e-17	0.679953	0.679953	-1.35991	
0.62	-0.684547	0	0.684547	0.684547	-1.36909	
0.621	-0.689114	5.55112e-17	0.689114	0.689114	-1.37823	
0.622	-0.693653	5.55112e-17	0.693653	0.693653	-1.38731	
0.623	-0.698165	0	0.698165	0.698165	-1.39633	
0.624	-0.70265	0	0.70265	0.70265	-1.4053	
0.625	-0.707107	5.55112e-17	0.707107	0.707107	-1.41421	
0.626	-0.711536	0	0.711536	0.711536	-1.42307	
0.627	-0.715936	5.55112e-17	0.715936	0.715936	-1.43187	
0.628	-0.720309	0	0.720309	0.720309	-1.44062	
0.629	-0.724653	0	0.724653	0.724653	-1.44931	
0.63	-0.728969	0	0.728969	0.728969	-1.45794	
0.631	-0.733255	0	0.733255	0.733255	-1.46651	
0.632	-0.737513	0	0.737513	0.737513	-1.47503	
0.633	-0.741742	0	0.741742	0.741742	-1.48348	
0.634	-0.745941	5.55112e-17	0.745941	0.745941	-1.49188	
0.635	-0.750111	0	0.750111	0.750111	-1.50022	
0.636	-0.754251	0	0.754251	0.754251	-1.5085	
0.637	-0.758362	0	0.758362	0.758362	-1.51672	
0.638	-0.762443	0	0.762443	0.762443	-1.52489	
0.639	-0.766493	0	0.766493	0.766493	-1.53299	
0.64	-0.770513	0	0.770513	0.770513	-1.54103	
0.641	-0.774503	0	0.774503	0.774503	-1.54901	
0.642	-0.778462	0	0.778462	0.778462	-1.55692	
0.643	-0.782391	0	0.782391	0.782391	-1.56478	
0.644	-0.786288	0	0.786288	0.786288	-1.57258	
0.645	-0.790155	0	0.790155	0.790155	-1.58031	
0.646	-0.79399	0	0.79399	0.79399	-1.58798	
0.647	-0.797794	0	0.797794	0.797794	-1.59559	
0.648	-0.801567	0	0.801567	0.801567	-1.60313	
0.649	-0.805308	0	0.805308	0.805308	-1.61062	
0.65	-0.809017	0	0.809017	0.809017	-1.61803	
0.651	-0.812694	0	0.812694	0.812694	-1.62539	
0.652	-0.816339	0	0.816339	0.816339	-1.63268	
0.653	-0.819952	0	0.819952	0.819952	-1.6399	
0.654	-0.823533	0	0.823533	0.823533	-1.64707	
0.655	-0.827081	0	0.827081	0.827081	-1.65416	
0.656	-0.830596	0	0.830596	0.830596	-1.66119	
0.657	-0.834078	0	0.834078	0.834078	-1.66816	
0.658	-0.837528	0	0.837528	0.837528	-1.67506	
0.659	-0.840945	0	0.840945	0.840945	-1.68189	
0.66	-0.844328	0	0.844328	0.844328	-1.68866	
0.661	-0.847678	0	0.847678	0.847678	-1.69536	
0.662	-0.850994	0	0.850994	0.850994	-1.70199	
0.663	-0.854277	0	0.854277	0.854277	-1.70855	
0.664	-0.857527	0	0.857527	0.857527	-1.71505	
0.665	-0.860742	0	0.860742	0.860742	-1.72148	
0.666	-0.863923	0	0.863923	0.863923	-1.72785	
0.667	-0.867071	0	0.867071	0.867071	-1.73414	
0.668	-0.870184	0	0.870184	0.870184	-1.74037	
0.669	-0.873262	0	0.873262	0.873262	-1.74652	
0.67	-0.876307	0	0.876307	0.876307	-1.75261	
0.671	-0.879316	0	0.879316	0.879316	-1.75863	
0.672	-0.882291	0	0.882291	0.882291	-1.76458	
0.673	-0.885231	0	0.885231	0.885231	-1.77046	
0.674	-0.888136	0	0.888136	0.888136	-1.77627	
0.675	-0.891007	0	0.891007	0.891007	-1.78201	
0.676	-0.893841	0	0.893841	0.893841	-1.78768	
0.677	-0.896641	0	0.896641	0.896641	-1.79328	
0.678	-0.899405	0	0.899405	0.899405	-1.79881	
0.679	-0.902134	0	0.902134	0.902134	-1.80427	
0.68	-0.904827	0	0.904827	0.904827	-1.80965	
0.681	-0.907484	0	0.907484	0.907484	-1.81497	
0.682	-0.910106	0	0.910106	0.910106	-1.82021	
0.683	-0.912692	0	0.912692	0.912692	-1.82538	
0.684	-0.915241	0	0.915241	0.915241	-1.83048	
0.685	-0.917755	0	0.917755	0.917755	-1.83551	
0.686	-0.920232	0	0.920232	0.920232	-1.84046	
0.687	-0.922673	0	0.922673	0.922673	-1.84535	
0.688	-0.925077	0	0.925077	0.925077	-1.85015	
0.689	-0.927445	0	0.927445	0.927445	-1.85489	
0.69	-0.929776	0	0.929776	0.929776	-1.85955	
0.691	-0.932071	0	0.932071	0.932071	-1.86414	
0.692	-0.934329	0	0.934329	0.934329	-1.86866	
0.693	-0.93655	0	0.93655	0.93655	-1.8731	
0.694	-0.938734	0	0.938734	0.938734	-1.87747	
0.695	-0.940881	0	0.940881	0.940881	-1.88176	
0.696	-0.942991	0	0.942991	0.942991	-1.88598	
0.697	-0.945063	0	0.945063	0.945063	-1.89013	
0.698	-0.947098	0	0.947098	0.947098	-1.8942	
0.699	-0.949096	0	0.949096	0.949096	-1.89819	
0.7	-0.951057	0	0.951057	0.951057	-1.90211	
0.701	-0.952979	0	0.952979	0.952979	-1.90596	
0.702	-0.954865	0	0.954865	0.954865	-1.90973	
0.703	-0.956712	0	0.956712	0.956712	-1.91342	
0.704	-0.958522	0	0.958522	0.958522	-1.91704	
0.705	-0.960294	0	0.960294	0.960294	-1.92059	
0.706	-0.962028	0	0.962028	0.962028	-1.92406	
0.707	-0.963724	0	0.963724	0.963724	-1.92745	
0.708	-0.965382	0	0.965382	0.965382	-1.93076	
0.709	-0.967001	0	0.967001	0.967001	-1.934	
0.71	-0.968583	0	0.968583	0.968583	-1.93717	
0.711	-0.970127	0	0.970127	0.970127	-1.94025	
0.712	-0.971632	0	0.971632	0.971632	-1.94326	
0.713	-0.973099	0	0.973099	0.973099	-1.9462	
0.714	-0.974527	0	0.974527	0.974527	-1.94905	
0.715	-0.975917	0	0.975917	0.975917	-1.95183	
0.716	-0.977268	0	0.977268	0.977268	-1.95454	
0.717	-0.978581	0	0.978581	0.978581	-1.95716	
0.718	-0.979855	0	0.979855	0.979855	-1.95971	
0.719	-0.981091	0	0.981091	0.981091	-1.96218	
0.72	-0.982287	0	0.982287	0.982287	-1.96457	
0.721	-0.983445	0	0.983445	0.983445	-1.96689	
0.722	-0.984564	0	0.984564	0.984564	-1.96913	
0.723	-0.985645	0	0.985645	0.985645	-1.97129	
0.724	-0.986686	0	0.986686	0.986686	-1.97337	
0.725	-0.987688	0	0.987688	0.987688	-1.97538	
0.726	-0.988652	0	0.988652	0.988652	-1.9773	
0.727	-0.989576	0	0.989576	0.989576	-1.97915	
0.728	-0.990461	0	0.990461	0.990461	-1.98092	
0.729	-0.991308	0	0.991308	0.991308	-1.98262	
0.73	-0.992115	0	0.992115	0.992115	-1.98423	
0.731	-0.992883	0	0.992883	0.992883	-1.98577	
0.732	-0.993611	0	0.993611	0.993611	-1.98722	
0.733	-0.994301	0	0.994301	0.994301	-1.9886	
0.734	-0.994951	0	0.994951	0.994951	-1.9899	
0.735	-0.995562	0	0.995562	0.995562	-1.99112	
0.736	-0.996134	0	0.996134	0.996134	-1.99227	
0.737	-0.996666	0	0.996666	0.996666	-1.99333	
0.738	-0.997159	0	0.997159	0.997159	-1.99432	
0.739	-0.997613	0	0.997613	0.997613	-1.99523	
0.74	-0.998027	0	0.998027	0.998027	-1.99605	
0.741	-0.998402	0	0.998402	0.998402	-1.9968	
0.742	-0.998737	0	0.998737	0.998737	-1.99747	
0.743	-0.999033	0	0.999033	0.999033	-1.99807	
0.744	-0.999289	0	0.999289	0.999289	-1.99858	
0.745	-0.999507	0	0.999507	0.999507	-1.99901	
0.746	-0.999684	0	0.999684	0.999684	-1.99937	
0.747	-0.999822	0	0.999822	0.999822	-1.99964	
0.748	-0.999921	0	0.999921	0.999921	-1.99984	
0.749	-0.99998	0	0.99998	0.99998	-1.99996	
0.75	-1	0	1	1	-2	
0.751	-0.99998	0	0.99998	0.99998	-1.99996	
0.752	-0.999921	0	0.999921	0.999921	-1.99984	
0.753	-0.999822	0	0.999822	0.999822	-1.99964	
0.754	-0.999684	0	0.999684	0.999684	-1.99937	
0.755	-0.999507	0	0.999507	0.999507	-1.99901	
0.756	-0.999289	0	0.999289	0.999289	-1.99858	
0.757	-0.999033	0	0.999033	0.999033	-1.99807	
0.758	-0.998737	0	0.998737	0.998737	-1.99747	
0.759	-0.998402	0	0.998402	0.998402	-1.9968	
0.76	-0.998027	0	0.998027	0.998027	-1.99605	
0.761	-0.997613	0	0.997613	0.997613	-1.99523	
0.762	-0.997159	0	0.997159	0.997159	-1.99432	
0.763	-0.996666	0	0.996666	0.996666	-1.99333	
0.764	-0.996134	0	0.996134	0.996134	-1.99227	
0.765	-0.995562	0	0.995562	0.995562	-1.99112	
0.766	-0.994951	0	0.994951	0.994951	-1.9899	
0.767	-0.994301	0	0.994301	0.994301	-1.9886	
0.768	-0.993611	0	0.993611	0.993611	-1.98722	
0.769	-0.992883	0	0.992883	0.992883	-1.98577	
0.77	-0.992115	0	0.992115	0.992115	-1.98423	
0.771	-0.991308	0	0.991308	0.991308	-1.98262	
0.772	-0.990461	0	0.990461	0.990461	-1.98092	
0.773	-0.989576	0	0.989576	0.989576	-1.97915	
0.774	-0.988652	0	0.988652	0.988652	-1.9773	
0.775	-0.987688	0	0.987688	0.987688	-1.97538	
0.776	-0.986686	0	0.986686	0.986686	-1.97337	
0.777	-0.985645	0	0.985645	0.985645	-1.97129	
0.778	-0.984564	0	0.984564	0.984564	-1.96913	
0.779	-0.983445	0	0.983445	0.983445	-1.96689	
0.78	-0.982287	0	0.982287	0.982287	-1.96457	
0.781	-0.981091	0	0.981091	0.981091	-1.96218	
0.782	-0.979855	0	0.979855	0.979855	-1.95971	
0.783	-0.978581	0	0.978581	0.978581	-1.95716	
0.784	-0.977268	0	0.977268	0.977268	-1.95454	
0.785	-0.975917	0	0.975917	0.975917	-1.95183	
0.786	-0.974527	0	0.974527	0.974527	-1.94905	
0.787	-0.973099	0	0.973099	0.973099	-1.9462	
0.788	-0.971632	0	0.971632	0.971632	-1.94326	
0.789	-0.970127	0	0.970127	0.970127	-1.94025	
0.79	-0.968583	0	0.968583	0.968583	-1.93717	
0.791	-0.967001	0	0.967001	0.967001	-1.934	
0.792	-0.965382	0	0.965382	0.965382	-1.93076	
0.793	-0.963724	0	0.963724	0.963724	-1.92745	
0.794	-0.962028	0	0.962028	0.962028	-1.92406	
0.795	-0.960294	0	0.960294	0.960294	-1.92059	
0.796	-0.958522	0	0.958522	0.958522	-1.91704	
0.797	-0.956712	0	0.956712	0.956712	-1.91342	
0.798	-0.954865	0	0.954865	0.954865	-1.90973	
0.799	-0.952979	0	0.952979	0.952979	-1.90596	
0.8	-0.951057	0	0.951057	0.951057	-1.90211	
0.801	-0.949096	0	0.949096	0.949096	-1.89819	
0.802	-0.947098	0	0.947098	0.947098	-1.8942	
0.803	-0.945063	0	0.945063	0.945063	-1.89013	
0.804	-0.942991	0	0.942991	0.942991	-1.88598	
0.805	-0.940881	0	0.940881	0.940881	-1.88176	
0.806	-0.938734	0	0.938734	0.938734	-1.87747	
0.807	-0.93655	0	0.93655	0.93655	-1.8731	
0.808	-0.934329	0	0.934329	0.934329	-1.86866	
0.809	-0.932071	0	0.932071	0.932071	-1.86414	
0.81	-0.929776	0	0.929776	0.929776	-1.85955	
0.811	-0.927445	0	0.927445	0.927445	-1.85489	
0.812	-0.925077	0	0.925077	0.925077	-1.85015	
0.813	-0.922673	0	0.922673	0.922673	-1.84535	
0.814	-0.920232	0	0.920232	0.920232	-1.84046	
0.815	-0.917755	0	0.917755	0.917755	-1.83551	
0.816	-0.915241	0	0.915241	0.915241	-1.83048	
0.817	-0.912692	0	0.912692	0.912692	-1.82538	
0.818	-0.910106	0	0.910106	0.910106	-1.82021	
0.819	-0.907484	0	0.907484	0.907484	-1.81497	
0.82	-0.904827	0	0.904827	0.904827	-1.80965	
0.821	-0.902134	0	0.902134	0.902134	-1.80427	
0.822	-0.899405	0	0.899405	0.899405	-1.79881	
0.823	-0.896641	0	0.896641	0.896641	-1.79328	
0.824	-0.893841	0	0.893841	0.893841	-1.78768	
0.825	-0.891007	0	0.891007	0.891007	-1.78201	
0.826	-0.888136	0	0.888136	0.888136	-1.77627	
0.827	-0.885231	0	0.885231	0.885231	-1.77046	
0.828	-0.882291	0	0.882291	0.882291	-1.76458	
0.829	-0.879316	0	0.879316	0.879316	-1.75863	
0.83	-0.876307	0	0.876307	0.876307	-1.75261	
0.831	-0.873262	0	0.873262	0.873262	-1.74652	
0.832	-0.870184	0	0.870184	0.870184	-1.74037	
0.833	-0.867071	0	0.867071	0.867071	-1.73414	
0.834	-0.863923	0	0.863923	0.863923	-1.72785	
0.835	-0.860742	0	0.860742	0.860742	-1.72148	
0.836	-0.857527	0	0.857527	0.857527	-1.71505	
0.837	-0.854277	0	0.854277	0.854277	-1.70855	
0.838	-0.850994	0	0.850994	0.850994	-1.70199	
0.839	-0.847678	0	0.847678	0.847678	-1.69536	
0.84	-0.844328	0	0.844328	0.844328	-1.68866	
0.841	-0.840945	0	0.840945	0.840945	-1.68189	
0.842	-0.837528	0	0.837528	0.837528	-1.67506	
0.843	-0.834078	0	0.834078	0.834078	-1.66816	
0.844	-0.830596	0	0.830596	0.830596	-1.66119	
0.845	-0.827081	0	0.827081	0.827081	-1.65416	
0.846	-0.823533	0	0.823533	0.823533	-1.64707	
0.847	-0.819952	0	0.819952	0.819952	-1.6399	
0.848	-0.816339	0	0.816339	0.816339	-1.63268	
0.849	-0.812694	0	0.812694	0.812694	-1.62539	
0.85	-0.809017	0	0.809017	0.809017	-1.61803	
0.851	-0.805308	0	0.805308	0.805308	-1.61062	
0.852	-0.801567	0	0.801567	0.801567	-1.60313	
0.853	-0.797794	0	0.797794	0.797794	-1.59559	
0.854	-0.79399	0	0.79399	0.79399	-1.58798	
0.855	-0.790155	0	0.790155	0.790155	-1.58031	
0.856	-0.786288	0	0.786288	0.786288	-1.57258	
0.857	-0.782391	0	0.782391	0.782391	-1.56478	
0.858	-0.778462	0	0.778462	0.778462	-1.55692	
0.859	-0.774503	0	0.774503	0.774503	-1.54901	
0.86	-0.770513	0	0.770513	0.770513	-1.54103	
0.861	-0.766493	0	0.766493	0.766493	-1.53299	
0.862	-0.762443	0	0.762443	0.762443	-1.52489	
0.863	-0.758362	0	0.758362	0.758362	-1.51672	
0.864	-0.754251	0	0.754251	0.754251	-1.5085	
0.865	-0.750111	0	0.750111	0.750111	-1.50022	
0.866	-0.745941	0	0.745941	0.745941	-1.49188	
0.867	-0.741742	0	0.741742	0.741742	-1.48348	
0.868	-0.737513	0	0.737513	0.737513	-1.47503	
0.869	-0.733255	5.55112e-17	0.733255	0.733255	-1.46651	
0.87	-0.728969	0	0.728969	0.728969	-1.45794	
0.871	-0.724653	5.55112e-17	0.724653	0.724653	-1.44931	
0.872	-0.720309	5.55112e-17	0.720309	0.720309	-1.44062	
0.873	-0.715936	5.55112e-17	0.715936	0.715936	-1.43187	
0.874	-0.711536	5.55112e-17	0.711536	0.711536	-1.42307	
0.875	-0.707107	5.55112e-17	0.707107	0.707107	-1.41421	
0.876	-0.70265	0	0.70265	0.70265	-1.4053	
0.877	-0.698165	5.55112e-17	0.698165	0.698165	-1.39633	
0.878	-0.693653	0	0.693653	0.693653	-1.38731	
0.879	-0.689114	5.55112e-17	0.689114	0.689114	-1.37823	
0.88	-0.684547	0	0.684547	0.684547	-1.36909	
0.881	-0.679953	0	0.679953	0.679953	-1.35991	
0.882	-0.675333	5.55112e-17	0.675333	0.675333	-1.35067	
0.883	-0.670686	5.55112e-17	0.670686	0.670686	-1.34137	
0.884	-0.666012	5.55112e-17	0.666012	0.666012	-1.33202	
0.885	-0.661312	5.55112e-17	0.661312	0.661312	-1.32262	
0.886	-0.656586	0	0.656586	0.656586	-1.31317	
0.887	-0.651834	5.55112e-17	0.651834	0.651834	-1.30367	
0.888	-0.647056	0	0.647056	0.647056	-1.29411	
0.889	-0.642253	5.55112e-17	0.642253	0.642253	-1.28451	
0.89	-0.637424	5.55112e-17	0.637424	0.637424	-1.27485	
0.891	-0.63257	5.55112e-17	0.63257	0.63257	-1.26514	
0.892	-0.627691	5.55112e-17	0.627691	0.627691	-1.25538	
0.893	-0.622788	0	0.622788	0.622788	-1.24558	
0.894	-0.61786	0	0.61786	0.61786	-1.23572	
0.895	-0.612907	0	0.612907	0.612907	-1.22581	
0.896	-0.60793	-5.55112e-17	0.60793	0.60793	-1.21586	
0.897	-0.60293	0	0.60293	0.60293	-1.20586	
0.898	-0.597905	0	0.597905	0.597905	-1.19581	
0.899	-0.592857	-5.55112e-17	0.592857	0.592857	-1.18571	
0.9	-0.587785	-5.55112e-17	0.587785	0.587785	-1.17557	
0.901	-0.58269	-5.55112e-17	0.58269	0.58269	-1.16538	
0.902	-0.577573	0	0.577573	0.577573	-1.15515	
0.903	-0.572432	0	0.572432	0.572432	-1.14486	
0.904	-0.567269	-5.55112e-17	0.567269	0.567269	-1.13454	
0.905	-0.562083	-5.55112e-17	0.562083	0.562083	-1.12417	
0.906	-0.556876	0	0.556876	0.556876	-1.11375	
0.907	-0.551646	0	0.551646	0.551646	-1.10329	
0.908	-0.546394	-5.55112e-17	0.546394	0.546394	-1.09279	
0.909	-0.541121	0	0.541121	0.541121	-1.08224	
0.91	-0.535827	0	0.535827	0.535827	-1.07165	
0.911	-0.530511	0	0.530511	0.530511	-1.06102	
0.912	-0.525175	-5.55112e-17	0.525175	0.525175	-1.05035	
0.913	-0.519817	0	0.519817	0.519817	-1.03963	
0.914	-0.51444	0	0.51444	0.51444	-1.02888	
0.915	-0.509041	0	0.509041	0.509041	-1.01808	
0.916	-0.503623	0	0.503623	0.503623	-1.00725	
0.917	-0.498185	0	0.498185	0.498185	-0.99637	
0.918	-0.492727	0	0.492727	0.492727	-0.985455	
0.919	-0.48725	0	0.48725	0.48725	-0.9745	
0.92	-0.481754	0	0.481754	0.481754	-0.963507	
0.921	-0.476238	0	0.476238	0.476238	-0.952476	
0.922	-0.470704	0	0.470704	0.470704	-0.941408	
0.923	-0.465151	0	0.465151	0.465151	-0.930302	
0.924	-0.45958	0	0.45958	0.45958	-0.91916	
0.925	-0.45399	0	0.45399	0.45399	-0.907981	
0.926	-0.448383	0	0.448383	0.448383	-0.896766	
0.927	-0.442758	0	0.442758	0.442758	-0.885516	
0.928	-0.437116	0	0.437116	0.437116	-0.874232	
0.929	-0.431456	0	0.431456	0.431456	-0.862912	
0.93	-0.425779	0	0.425779	0.425779	-0.851559	
0.931	-0.420086	0	0.420086	0.420086	-0.840171	
0.932	-0.414376	0	0.414376	0.414376	-0.828751	
0.933	-0.408649	0	0.408649	0.408649	-0.817298	
