t	1	2	3	jL0300	jC0103	jV0200	
4.74	10	10	10	1e-10	1e-10	-1e-10	
4.75	10	10	10	1e-10	1e-10	-1e-10	
4.76	10	10	10	1e-10	1e-10	-1e-10	
4.77	10	10	10	1e-10	1e-10	-1e-10	
4.78	10	10	10	1e-10	1e-10	-1e-10	
4.79	10	10	10	1e-10	1e-10	-1e-10	
4.8	10	10	10	1e-10	1e-10	-1e-10	
4.81	10	10	10	1e-10	1e-10	-1e-10	
4.82	10	10	10	1e-10	1e-10	-1e-10	
4.83	10	10	10	1e-10	1e-10	-1e-10	
4.84	10	10	10	1e-10	1e-10	-1e-10	
4.85	10	10	10	1e-10	1e-10	-1e-10	
4.86	10	10	10	1e-10	1e-10	-1e-10	
4.87	10	10	10	1e-10	1e-10	-1e-10	
4.88	10	10	10	1e-10	1e-10	-1e-10	
4.89	10	10	10	1e-10	1e-10	-1e-10	
4.9	10	10	10	1e-10	1e-10	-1e-10	
4.91	10	10	10	1e-10	1e-10	-1e-10	
4.92	10	10	10	1e-10	1e-10	-1e-10	
4.93	10	10	10	1e-10	1e-10	-1e-10	
4.94	10	10	10	1e-10	1e-10	-1e-10	
4.95	10	10	10	1e-10	1e-10	-1e-10	
4.96	10	10	10	1e-10	1e-10	-1e-10	
4.97	10	10	10	1e-10	1e-10	-1e-10	
4.98	10	10	10	1e-10	1e-10	-1e-10	
4.99	10	10	10	1e-10	1e-10	-1e-10	
5	10	10	10	1e-10	1e-10	-1e-10	
5.01	10	10	10	1e-10	1e-10	-1e-10	
5.02	10	10	10	1e-10	1e-10	-1e-10	
5.03	10	10	10	1e-10	1e-10	-1e-10	
5.04	10	10	10	1e-10	1e-10	-1e-10	
5.05	10	10	10	1e-10	1e-10	-1e-10	
5.06	10	10	10	1e-10	1e-10	-1e-10	
5.07	10	10	10	1e-10	1e-10	-1e-10	
5.08	10	10	10	1e-10	1e-10	-1e-10	
5.09	10	10	10	1e-10	1e-10	-1e-10	
5.1	10	10	10	1e-10	1e-10	-1e-10	
5.11	10	10	10	1e-10	1e-10	-1e-10	
5.12	10	10	10	1e-10	1e-10	-1e-10	
5.13	10	10	10	1e-10	1e-10	-1e-10	
5.14	10	10	10	1e-10	1e-10	-1e-10	
5.15	10	10	10	1e-10	1e-10	-1e-10	
5.16	10	10	10	1e-10	1e-10	-1e-10	
5.17	10	10	10	1e-10	1e-10	-1e-10	
5.18	10	10	10	1e-10	1e-10	-1e-10	
5.19	10	10	10	1e-10	1e-10	-1e-10	
5.2	10	10	10	1e-10	1e-10	-1e-10	
5.21	10	10	10	1e-10	1e-10	-1e-10	
5.22	10	10	10	1e-10	1e-10	-1e-10	
5.23	10	10	10	1e-10	1e-10	-1e-10	
5.24	10	10	10	1e-10	1e-10	-1e-10	
5.25	10	10	10	1e-10	1e-10	-1e-10	
5.26	10	10	10	1e-10	1e-10	-1e-10	
5.27	10	10	10	1e-10	1e-10	-1e-10	
5.28	10	10	10	1e-10	1e-10	-1e-10	
5.29	10	10	10	1e-10	1e-10	-1e-10	
5.3	10	10	10	1e-10	1e-10	-1e-10	
5.31	10	10	10	1e-10	1e-10	-1e-10	
5.32	10	10	10	1e-10	1e-10	-1e-10	
5.33	10	10	10	1e-10	1e-10	-1e-10	
5.34	10	10	10	1e-10	1e-10	-1e-10	
5.35	10	10	10	1e-10	1e-10	-1e-10	
5.36	10	10	10	1e-10	1e-10	-1e-10	
5.37	10	10	10	1e-10	1e-10	-1e-10	
5.38	10	10	10	1e-10	1e-10	-1e-10	
5.39	10	10	10	1e-10	1e-10	-1e-10	
5.4	10	10	10	1e-10	1e-10	-1e-10	
5.41	10	10	10	1e-10	1e-10	-1e-10	
5.42	10	10	10	1e-10	1e-10	-1e-10	
5.43	10	10	10	1e-10	1e-10	-1e-10	
5.44	10	10	10	1e-10	1e-10	-1e-10	
5.45	10	10	10	1e-10	1e-10	-1e-10	
5.46	10	10	10	1e-10	1e-10	-1e-10	
5.47	10	10	10	1e-10	1e-10	-1e-10	
5.48	10	10	10	1e-10	1e-10	-1e-10	
5.49	10	10	10	1e-10	1e-10	-1e-10	
5.5	10	10	10	1e-10	1e-10	-1e-10	
5.51	10	10	10	1e-10	1e-10	-1e-10	
5.52	10	10	10	1e-10	1e-10	-1e-10	
5.53	10	10	10	1e-10	1e-10	-1e-10	
5.54	10	10	10	1e-10	1e-10	-1e-10	
5.55	10	10	10	1e-10	1e-10	-1e-10	
5.56	10	10	10	1e-10	1e-10	-1e-10	
5.57	10	10	10	1e-10	1e-10	-1e-10	
5.58	10	10	10	1e-10	1e-10	-1e-10	
5.59	10	10	10	1e-10	1e-10	-1e-10	
5.6	10	10	10	1e-10	1e-10	-1e-10	
5.61	10	10	10	1e-10	1e-10	-1e-10	
5.62	10	10	10	1e-10	1e-10	-1e-10	
5.63	10	10	10	1e-10	1e-10	-1e-10	
5.64	10	10	10	1e-10	1e-10	-1e-10	
5.65	10	10	10	1e-10	1e-10	-1e-10	
5.66	10	10	10	1e-10	1e-10	-1e-10	
5.67	10	10	10	1e-10	1e-10	-1e-10	
5.68	10	10	10	1e-10	1e-10	-1e-10	
5.69	10	10	10	1e-10	1e-10	-1e-10	
5.7	10	10	10	1e-10	1e-10	-1e-10	
5.71	10	10	10	1e-10	1e-10	-1e-10	
5.72	10	10	10	1e-10	1e-10	-1e-10	
5.73	10	10	10	1e-10	1e-10	-1e-10	
5.74	10	10	10	1e-10	1e-10	-1e-10	
5.75	10	10	10	1e-10	1e-10	-1e-10	
5.76	10	10	10	1e-10	1e-10	-1e-10	
5.77	10	10	10	1e-10	1e-10	-1e-10	
5.78	10	10	10	1e-10	1e-10	-1e-10	
5.79	10	10	10	1e-10	1e-10	-1e-10	
5.8	10	10	10	1e-10	1e-10	-1e-10	
5.81	10	10	10	1e-10	1e-10	-1e-10	
5.82	10	10	10	1e-10	1e-10	-1e-10	
5.83	10	10	10	1e-10	1e-10	-1e-10	
5.84	10	10	10	1e-10	1e-10	-1e-10	
5.85	10	10	10	1e-10	1e-10	-1e-10	
5.86	10	10	10	1e-10	1e-10	-1e-10	
5.87	10	10	10	1e-10	1e-10	-1e-10	
5.88	10	10	10	1e-10	1e-10	-1e-10	
5.89	10	10	10	1e-10	1e-10	-1e-10	
5.9	10	10	10	1e-10	1e-10	-1e-10	
5.91	10	10	10	1e-10	1e-10	-1e-10	
5.92	10	10	10	1e-10	1e-10	-1e-10	
5.93	10	10	10	1e-10	1e-10	-1e-10	
5.94	10	10	10	1e-10	1e-10	-1e-10	
5.95	10	10	10	1e-10	1e-10	-1e-10	
5.96	10	10	10	1e-10	1e-10	-1e-10	
5.97	10	10	10	1e-10	1e-10	-1e-10	
5.98	10	10	10	1e-10	1e-10	-1e-10	
5.99	10	10	10	1e-10	1e-10	-1e-10	
6	10	10	10	1e-10	1e-10	-1e-10	
6.01	10	10	10	1e-10	1e-10	-1e-10	
6.02	10	10	10	1e-10	1e-10	-1e-10	
6.03	10	10	10	1e-10	1e-10	-1e-10	
6.04	10	10	10	1e-10	1e-10	-1e-10	
6.05	10	10	10	1e-10	1e-10	-1e-10	
6.06	10	10	10	1e-10	1e-10	-1e-10	
6.07	10	10	10	1e-10	1e-10	-1e-10	
6.08	10	10	10	1e-10	1e-10	-1e-10	
6.09	10	10	10	1e-10	1e-10	-1e-10	
6.1	10	10	10	1e-10	1e-10	-1e-10	
6.11	10	10	10	1e-10	1e-10	-1e-10	
6.12	10	10	10	1e-10	1e-10	-1e-10	
6.13	10	10	10	1e-10	1e-10	-1e-10	
6.14	10	10	10	1e-10	1e-10	-1e-10	
6.15	10	10	10	1e-10	1e-10	-1e-10	
6.16	10	10	10	1e-10	1e-10	-1e-10	
6.17	10	10	10	1e-10	1e-10	-1e-10	
6.18	10	10	10	1e-10	1e-10	-1e-10	
6.19	10	10	10	1e-10	1e-10	-1e-10	
6.2	10	10	10	1e-10	1e-10	-1e-10	
6.21	10	10	10	1e-10	1e-10	-1e-10	
6.22	10	10	10	1e-10	1e-10	-1e-10	
6.23	10	10	10	1e-10	1e-10	-1e-10	
6.24	10	10	10	1e-10	1e-10	-1e-10	
6.25	10	10	10	1e-10	1e-10	-1e-10	
6.26	10	10	10	1e-10	1e-10	-1e-10	
6.27	10	10	10	1e-10	1e-10	-1e-10	
6.28	10	10	10	1e-10	1e-10	-1e-10	
6.29	10	10	10	1e-10	1e-10	-1e-10	
6.3	10	10	10	1e-10	1e-10	-1e-10	
6.31	10	10	10	1e-10	1e-10	-1e-10	
6.32	10	10	10	1e-10	1e-10	-1e-10	
6.33	10	10	10	1e-10	1e-10	-1e-10	
6.34	10	10	10	1e-10	1e-10	-1e-10	
6.35	10	10	10	1e-10	1e-10	-1e-10	
6.36	10	10	10	1e-10	1e-10	-1e-10	
6.37	10	10	10	1e-10	1e-10	-1e-10	
6.38	10	10	10	1e-10	1e-10	-1e-10	
6.39	10	10	10	1e-10	1e-10	-1e-10	
6.4	10	10	10	1e-10	1e-10	-1e-10	
6.41	10	10	10	1e-10	1e-10	-1e-10	
6.42	10	10	10	1e-10	1e-10	-1e-10	
6.43	10	10	10	1e-10	1e-10	-1e-10	
6.44	10	10	10	1e-10	1e-10	-1e-10	
6.45	10	10	10	1e-10	1e-10	-1e-10	
6.46	10	10	10	1e-10	1e-10	-1e-10	
6.47	10	10	10	1e-10	1e-10	-1e-10	
6.48	10	10	10	1e-10	1e-10	-1e-10	
6.49	10	10	10	1e-10	1e-10	-1e-10	
6.5	10	10	10	1e-10	1e-10	-1e-10	
6.51	10	10	10	1e-10	1e-10	-1e-10	
6.52	10	10	10	1e-10	1e-10	-1e-10	
6.53	10	10	10	1e-10	1e-10	-1e-10	
6.54	10	10	10	1e-10	1e-10	-1e-10	
6.55	10	10	10	1e-10	1e-10	-1e-10	
6.56	10	10	10	1e-10	1e-10	-1e-10	
6.57	10	10	10	1e-10	1e-10	-1e-10	
6.58	10	10	10	1e-10	1e-10	-1e-10	
6.59	10	10	10	1e-10	1e-10	-1e-10	
6.6	10	10	10	1e-10	1e-10	-1e-10	
6.61	10	10	10	1e-10	1e-10	-1e-10	
6.62	10	10	10	1e-10	1e-10	-1e-10	
6.63	10	10	10	1e-10	1e-10	-1e-10	
6.64	10	10	10	1e-10	1e-10	-1e-10	
6.65	10	10	10	1e-10	1e-10	-1e-10	
6.66	10	10	10	1e-10	1e-10	-1e-10	
6.67	10	10	10	1e-10	1e-10	-1e-10	
6.68	10	10	10	1e-10	1e-10	-1e-10	
6.69	10	10	10	1e-10	1e-10	-1e-10	
6.7	10	10	10	1e-10	1e-10	-1e-10	
6.71	10	10	10	1e-10	1e-10	-1e-10	
6.72	10	10	10	1e-10	1e-10	-1e-10	
6.73	10	10	10	1e-10	1e-10	-1e-10	
6.74	10	10	10	1e-10	1e-10	-1e-10	
6.75	10	10	10	1e-10	1e-10	-1e-10	
6.76	10	10	10	1e-10	1e-10	-1e-10	
6.77	10	10	10	1e-10	1e-10	-1e-10	
6.78	10	10	10	1e-10	1e-10	-1e-10	
6.79	10	10	10	1e-10	1e-10	-1e-10	
6.8	10	10	10	1e-10	1e-10	-1e-10	
6.81	10	10	10	1e-10	1e-10	-1e-10	
6.82	10	10	10	1e-10	1e-10	-1e-10	
6.83	10	10	10	1e-10	1e-10	-1e-10	
6.84	10	10	10	1e-10	1e-10	-1e-10	
6.85	10	10	10	1e-10	1e-10	-1e-10	
6.86	10	10	10	1e-10	1e-10	-1e-10	
6.87	10	10	10	1e-10	1e-10	-1e-10	
6.88	10	10	10	1e-10	1e-10	-1e-10	
6.89	10	10	10	1e-10	1e-10	-1e-10	
6.9	10	10	10	1e-10	1e-10	-1e-10	
6.91	10	10	10	1e-10	1e-10	-1e-10	
6.92	10	10	10	1e-10	1e-10	-1e-10	
6.93	10	10	10	1e-10	1e-10	-1e-10	
6.94	10	10	10	1e-10	1e-10	-1e-10	
6.95	10	10	10	1e-10	1e-10	-1e-10	
6.96	10	10	10	1e-10	1e-10	-1e-10	
6.97	10	10	10	1e-10	1e-10	-1e-10	
6.98	10	10	10	1e-10	1e-10	-1e-10	
6.99	10	10	10	1e-10	1e-10	-1e-10	
7	10	10	10	1e-10	1e-10	-1e-10	
7.01	10	10	10	1e-10	1e-10	-1e-10	
7.02	10	10	10	1e-10	1e-10	-1e-10	
7.03	10	10	10	1e-10	1e-10	-1e-10	
7.04	10	10	10	1e-10	1e-10	-1e-10	
7.05	10	10	10	1e-10	1e-10	-1e-10	
7.06	10	10	10	1e-10	1e-10	-1e-10	
7.07	10	10	10	1e-10	1e-10	-1e-10	
7.08	10	10	10	1e-10	1e-10	-1e-10	
7.09	10	10	10	1e-10	1e-10	-1e-10	
7.1	10	10	10	1e-10	1e-10	-1e-10	
7.11	10	10	10	1e-10	1e-10	-1e-10	
7.12	10	10	10	1e-10	1e-10	-1e-10	
7.13	10	10	10	1e-10	1e-10	-1e-10	
7.14	10	10	10	1e-10	1e-10	-1e-10	
7.15	10	10	10	1e-10	1e-10	-1e-10	
7.16	10	10	10	1e-10	1e-10	-1e-10	
7.17	10	10	10	1e-10	1e-10	-1e-10	
7.18	10	10	10	1e-10	1e-10	-1e-10	
7.19	10	10	10	1e-10	1e-10	-1e-10	
7.2	10	10	10	1e-10	1e-10	-1e-10	
7.21	10	10	10	1e-10	1e-10	-1e-10	
7.22	10	10	10	1e-10	1e-10	-1e-10	
7.23	10	10	10	1e-10	1e-10	-1e-10	
7.24	10	10	10	1e-10	1e-10	-1e-10	
7.25	10	10	10	1e-10	1e-10	-1e-10	
7.26	10	10	10	1e-10	1e-10	-1e-10	
7.27	10	10	10	1e-10	1e-10	-1e-10	
7.28	10	10	10	1e-10	1e-10	-1e-10	
7.29	10	10	10	1e-10	1e-10	-1e-10	
7.3	10	10	10	1e-10	1e-10	-1e-10	
7.31	10	10	10	1e-10	1e-10	-1e-10	
7.32	10	10	10	1e-10	1e-10	-1e-10	
7.33	10	10	10	1e-10	1e-10	-1e-10	
7.34	10	10	10	1e-10	1e-10	-1e-10	
7.35	10	10	10	1e-10	1e-10	-1e-10	
7.36	10	10	10	1e-10	1e-10	-1e-10	
7.37	10	10	10	1e-10	1e-10	-1e-10	
7.38	10	10	10	1e-10	1e-10	-1e-10	
7.39	10	10	10	1e-10	1e-10	-1e-10	
7.4	10	10	10	1e-10	1e-10	-1e-10	
7.41	10	10	10	1e-10	1e-10	-1e-10	
7.42	10	10	10	1e-10	1e-10	-1e-10	
7.43	10	10	10	1e-10	1e-10	-1e-10	
7.44	10	10	10	1e-10	1e-10	-1e-10	
7.45	10	10	10	1e-10	1e-10	-1e-10	
7.46	10	10	10	1e-10	1e-10	-1e-10	
7.47	10	10	10	1e-10	1e-10	-1e-10	
7.48	10	10	10	1e-10	1e-10	-1e-10	
7.49	10	10	10	1e-10	1e-10	-1e-10	
7.5	10	10	10	1e-10	1e-10	-1e-10	
7.51	10	10	10	1e-10	1e-10	-1e-10	
7.52	10	10	10	1e-10	1e-10	-1e-10	
7.53	10	10	10	1e-10	1e-10	-1e-10	
7.54	10	10	10	1e-10	1e-10	-1e-10	
7.55	10	10	10	1e-10	1e-10	-1e-10	
7.56	10	10	10	1e-10	1e-10	-1e-10	
7.57	10	10	10	1e-10	1e-10	-1e-10	
7.58	10	10	10	1e-10	1e-10	-1e-10	
7.59	10	10	10	1e-10	1e-10	-1e-10	
7.6	10	10	10	1e-10	1e-10	-1e-10	
7.61	10	10	10	1e-10	1e-10	-1e-10	
7.62	10	10	10	1e-10	1e-10	-1e-10	
7.63	10	10	10	1e-10	1e-10	-1e-10	
7.64	10	10	10	1e-10	1e-10	-1e-10	
7.65	10	10	10	1e-10	1e-10	-1e-10	
7.66	10	10	10	1e-10	1e-10	-1e-10	
7.67	10	10	10	1e-10	1e-10	-1e-10	
7.68	10	10	10	1e-10	1e-10	-1e-10	
7.69	10	10	10	1e-10	1e-10	-1e-10	
7.7	10	10	10	1e-10	1e-10	-1e-10	
7.71	10	10	10	1e-10	1e-10	-1e-10	
7.72	10	10	10	1e-10	1e-10	-1e-10	
7.73	10	10	10	1e-10	1e-10	-1e-10	
7.74	10	10	10	1e-10	1e-10	-1e-10	
7.75	10	10	10	1e-10	1e-10	-1e-10	
7.76	10	10	10	1e-10	1e-10	-1e-10	
7.77	10	10	10	1e-10	1e-10	-1e-10	
7.78	10	10	10	1e-10	1e-10	-1e-10	
7.79	10	10	10	1e-10	1e-10	-1e-10	
7.8	10	10	10	1e-10	1e-10	-1e-10	
7.81	10	10	10	1e-10	1e-10	-1e-10	
7.82	10	10	10	1e-10	1e-10	-1e-10	
7.83	10	10	10	1e-10	1e-10	-1e-10	
7.84	10	10	10	1e-10	1e-10	-1e-10	
7.85	10	10	10	1e-10	1e-10	-1e-10	
7.86	10	10	10	1e-10	1e-10	-1e-10	
7.87	10	10	10	1e-10	1e-10	-1e-10	
7.88	10	10	10	1e-10	1e-10	-1e-10	
7.89	10	10	10	1e-10	1e-10	-1e-10	
7.9	10	10	10	1e-10	1e-10	-1e-10	
7.91	10	10	10	1e-10	1e-10	-1e-10	
7.92	10	10	10	1e-10	1e-10	-1e-10	
7.93	10	10	10	1e-10	1e-10	-1e-10	
7.94	10	10	10	1e-10	1e-10	-1e-10	
7.95	10	10	10	1e-10	1e-10	-1e-10	
7.96	10	10	10	1e-10	1e-10	-1e-10	
7.97	10	10	10	1e-10	1e-10	-1e-10	
7.98	10	10	10	1e-10	1e-10	-1e-10	
7.99	10	10	10	1e-10	1e-10	-1e-10	
8	10	10	10	1e-10	1e-10	-1e-10	
8.01	10	10	10	1e-10	1e-10	-1e-10	
8.02	10	10	10	1e-10	1e-10	-1e-10	
8.03	10	10	10	1e-10	1e-10	-1e-10	
8.04	10	10	10	1e-10	1e-10	-1e-10	
8.05	10	10	10	1e-10	1e-10	-1e-10	
8.06	10	10	10	1e-10	1e-10	-1e-10	
8.07	10	10	10	1e-10	1e-10	-1e-10	
8.08	10	10	10	1e-10	1e-10	-1e-10	
8.09	10	10	10	1e-10	1e-10	-1e-10	
8.1	10	10	10	1e-10	1e-10	-1e-10	
8.11	10	10	10	1e-10	1e-10	-1e-10	
8.12	10	10	10	1e-10	1e-10	-1e-10	
8.13	10	10	10	1e-10	1e-10	-1e-10	
8.14	10	10	10	1e-10	1e-10	-1e-10	
8.15	10	10	10	1e-10	1e-10	-1e-10	
8.16	10	10	10	1e-10	1e-10	-1e-10	
8.17	10	10	10	1e-10	1e-10	-1e-10	
8.18	10	10	10	1e-10	1e-10	-1e-10	
8.19	10	10	10	1e-10	1e-10	-1e-10	
8.2	10	10	10	1e-10	1e-10	-1e-10	
8.21	10	10	10	1e-10	1e-10	-1e-10	
8.22	10	10	10	1e-10	1e-10	-1e-10	
8.23	10	10	10	1e-10	1e-10	-1e-10	
8.24	10	10	10	1e-10	1e-10	-1e-10	
8.25	10	10	10	1e-10	1e-10	-1e-10	
8.26	10	10	10	1e-10	1e-10	-1e-10	
8.27	10	10	10	1e-10	1e-10	-1e-10	
8.28	10	10	10	1e-10	1e-10	-1e-10	
8.29	10	10	10	1e-10	1e-10	-1e-10	
8.3	10	10	10	1e-10	1e-10	-1e-10	
8.31	10	10	10	1e-10	1e-10	-1e-10	
8.32	10	10	10	1e-10	1e-10	-1e-10	
8.33	10	10	10	1e-10	1e-10	-1e-10	
8.34	10	10	10	1e-10	1e-10	-1e-10	
8.35	10	10	10	1e-10	1e-10	-1e-10	
8.36	10	10	10	1e-10	1e-10	-1e-10	
8.37	10	10	10	1e-10	1e-10	-1e-10	
8.38	10	10	10	1e-10	1e-10	-1e-10	
8.39	10	10	10	1e-10	1e-10	-1e-10	
8.4	10	10	10	1e-10	1e-10	-1e-10	
8.41	10	10	10	1e-10	1e-10	-1e-10	
8.42	10	10	10	1e-10	1e-10	-1e-10	
8.43	10	10	10	1e-10	1e-10	-1e-10	
8.44	10	10	10	1e-10	1e-10	-1e-10	
8.45	10	10	10	1e-10	1e-10	-1e-10	
8.46	10	10	10	1e-10	1e-10	-1e-10	
8.47	10	10	10	1e-10	1e-10	-1e-10	
8.48	10	10	10	1e-10	1e-10	-1e-10	
8.49	10	10	10	1e-10	1e-10	-1e-10	
8.5	10	10	10	1e-10	1e-10	-1e-10	
8.51	10	10	10	1e-10	1e-10	-1e-10	
8.52	10	10	10	1e-10	1e-10	-1e-10	
8.53	10	10	10	1e-10	1e-10	-1e-10	
8.54	10	10	10	1e-10	1e-10	-1e-10	
8.55	10	10	10	1e-10	1e-10	-1e-10	
8.56	10	10	10	1e-10	1e-10	-1e-10	
8.57	10	10	10	1e-10	1e-10	-1e-10	
8.58	10	10	10	1e-10	1e-10	-1e-10	
8.59	10	10	10	1e-10	1e-10	-1e-10	
8.6	10	10	10	1e-10	1e-10	-1e-10	
8.61	10	10	10	1e-10	1e-10	-1e-10	
8.62	10	10	10	1e-10	1e-10	-1e-10	
8.63	10	10	10	1e-10	1e-10	-1e-10	
8.64	10	10	10	1e-10	1e-10	-1e-10	
8.65	10	10	10	1e-10	1e-10	-1e-10	
8.66	10	10	10	1e-10	1e-10	-1e-10	
8.67	10	10	10	1e-10	1e-10	-1e-10	
8.68	10	10	10	1e-10	1e-10	-1e-10	
8.69	10	10	10	1e-10	1e-10	-1e-10	
8.7	10	10	10	1e-10	1e-10	-1e-10	
8.71	10	10	10	1e-10	1e-10	-1e-10	
8.72	10	10	10	1e-10	1e-10	-1e-10	
8.73	10	10	10	1e-10	1e-10	-1e-10	
8.74	10	10	10	1e-10	1e-10	-1e-10	
8.75	10	10	10	1e-10	1e-10	-1e-10	
8.76	10	10	10	1e-10	1e-10	-1e-10	
8.77	10	10	10	1e-10	1e-10	-1e-10	
8.78	10	10	10	1e-10	1e-10	-1e-10	
8.79	10	10	10	1e-10	1e-10	-1e-10	
8.8	10	10	10	1e-10	1e-10	-1e-10	
8.81	10	10	10	1e-10	1e-10	-1e-10	
8.82	10	10	10	1e-10	1e-10	-1e-10	
8.83	10	10	10	1e-10	1e-10	-1e-10	
8.84	10	10	10	1e-10	1e-10	-1e-10	
8.85	10	10	10	1e-10	1e-10	-1e-10	
8.86	10	10	10	1e-10	1e-10	-1e-10	
8.87	10	10	10	1e-10	1e-10	-1e-10	
8.88	10	10	10	1e-10	1e-10	-1e-10	
8.89	10	10	10	1e-10	1e-10	-1e-10	
8.9	10	10	10	1e-10	1e-10	-1e-10	
8.91	10	10	10	1e-10	1e-10	-1e-10	
8.92	10	10	10	1e-10	1e-10	-1e-10	
8.93	10	10	10	1e-10	1e-10	-1e-10	
8.94	10	10	10	1e-10	1e-10	-1e-10	
8.95	10	10	10	1e-10	1e-10	-1e-10	
8.96	10	10	10	1e-10	1e-10	-1e-10	
8.97	10	10	10	1e-10	1e-10	-1e-10	
8.98	10	10	10	1e-10	1e-10	-1e-10	
8.99	10	10	10	1e-10	1e-10	-1e-10	
9	10	10	10	1e-10	1e-10	-1e-10	
9.01	10	10	10	1e-10	1e-10	-1e-10	
9.02	10	10	10	1e-10	1e-10	-1e-10	
9.03	10	10	10	1e-10	1e-10	-1e-10	
9.04	10	10	10	1e-10	1e-10	-1e-10	
9.05	10	10	10	1e-10	1e-10	-1e-10	
9.06	10	10	10	1e-10	1e-10	-1e-10	
9.07	10	10	10	1e-10	1e-10	-1e-10	
9.08	10	10	10	1e-10	1e-10	-1e-10	
9.09	10	10	10	1e-10	1e-10	-1e-10	
9.1	10	10	10	1e-10	1e-10	-1e-10	
9.11	10	10	10	1e-10	1e-10	-1e-10	
9.12	10	10	10	1e-10	1e-10	-1e-10	
9.13	10	10	10	1e-10	1e-10	-1e-10	
9.14	10	10	10	1e-10	1e-10	-1e-10	
9.15	10	10	10	1e-10	1e-10	-1e-10	
9.16	10	10	10	1e-10	1e-10	-1e-10	
9.17	10	10	10	1e-10	1e-10	-1e-10	
9.18	10	10	10	1e-10	1e-10	-1e-10	
9.19	10	10	10	1e-10	1e-10	-1e-10	
9.2	10	10	10	1e-10	1e-10	-1e-10	
9.21	10	10	10	1e-10	1e-10	-1e-10	
9.22	10	10	10	1e-10	1e-10	-1e-10	
9.23	10	10	10	1e-10	1e-10	-1e-10	
9.24	10	10	10	1e-10	1e-10	-1e-10	
9.25	10	10	10	1e-10	1e-10	-1e-10	
9.26	10	10	10	1e-10	1e-10	-1e-10	
9.27	10	10	10	1e-10	1e-10	-1e-10	
9.28	10	10	10	1e-10	1e-10	-1e-10	
9.29	10	10	10	1e-10	1e-10	-1e-10	
9.3	10	10	10	1e-10	1e-10	-1e-10	
9.31	10	10	10	1e-10	1e-10	-1e-10	
9.32	10	10	10	1e-10	1e-10	-1e-10	
9.33	10	10	10	1e-10	1e-10	-1e-10	
9.34	10	10	10	1e-10	1e-10	-1e-10	
9.35	10	10	10	1e-10	1e-10	-1e-10	
9.36	10	10	10	1e-10	1e-10	-1e-10	
9.37	10	10	10	1e-10	1e-10	-1e-10	
9.38	10	10	10	1e-10	1e-10	-1e-10	
9.39	10	10	10	1e-10	1e-10	-1e-10	
9.4	10	10	10	1e-10	1e-10	-1e-10	
9.41	10	10	10	1e-10	1e-10	-1e-10	
9.42	10	10	10	1e-10	1e-10	-1e-10	
9.43	10	10	10	1e-10	1e-10	-1e-10	
9.44	10	10	10	1e-10	1e-10	-1e-10	
9.45	10	10	10	1e-10	1e-10	-1e-10	
9.46	10	10	10	1e-10	1e-10	-1e-10	
9.47	10	10	9.99999	1e-10	1e-10	-1e-10	
9.48	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.49	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.5	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.51	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.52	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.53	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.54	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.55	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.56	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.57	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.58	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.59	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.6	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.61	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.62	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.63	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.64	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.65	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.66	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.67	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.68	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.69	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.7	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.71	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.72	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.73	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.74	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.75	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.76	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.77	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
