t	1	2	jV1000	
0	1	0	-1	
0.001	1	0	-1	
0.002	1	0	-1	
0.003	1	0	-1	
0.004	1	0	-1	
0.005	1	0	-1	
0.006	1	0	-1	
0.007	1	0	-1	
0.008	1	0	-1	
0.009	1	0	-1	
