t	1	2	jL0100	jV0200	
6.8e-05	0.000427257	0.000427257	4.24115e-17	-4.24115e-17	
6.9e-05	0.00043354	0.00043354	4.30398e-17	-4.30398e-17	
7e-05	0.000439823	0.000439823	4.36681e-17	-4.36681e-17	
7.1e-05	0.000446106	0.000446106	4.42965e-17	-4.42965e-17	
7.2e-05	0.000452389	0.000452389	4.49248e-17	-4.49248e-17	
7.3e-05	0.000458673	0.000458673	4.55531e-17	-4.55531e-17	
7.4e-05	0.000464956	0.000464956	4.61814e-17	-4.61814e-17	
7.5e-05	0.000471239	0.000471239	4.68097e-17	-4.68097e-17	
7.6e-05	0.000477522	0.000477522	4.7438e-17	-4.7438e-17	
7.7e-05	0.000483805	0.000483805	4.80664e-17	-4.80664e-17	
7.8e-05	0.000490088	0.000490088	4.86947e-17	-4.86947e-17	
7.9e-05	0.000496372	0.000496372	4.9323e-17	-4.9323e-17	
8e-05	0.000502655	0.000502655	4.99513e-17	-4.99513e-17	
8.1e-05	0.000508938	0.000508938	5.05796e-17	-5.05796e-17	
8.2e-05	0.000515221	0.000515221	5.1208e-17	-5.1208e-17	
8.3e-05	0.000521504	0.000521504	5.18363e-17	-5.18363e-17	
8.4e-05	0.000527788	0.000527788	5.24646e-17	-5.24646e-17	
8.5e-05	0.000534071	0.000534071	5.30929e-17	-5.30929e-17	
8.6e-05	0.000540354	0.000540354	5.37212e-17	-5.37212e-17	
8.7e-05	0.000546637	0.000546637	5.43496e-17	-5.43496e-17	
8.8e-05	0.00055292	0.00055292	5.49779e-17	-5.49779e-17	
8.9e-05	0.000559203	0.000559203	5.56062e-17	-5.56062e-17	
9e-05	0.000565487	0.000565487	5.62345e-17	-5.62345e-17	
9.1e-05	0.00057177	0.00057177	5.68628e-17	-5.68628e-17	
9.2e-05	0.000578053	0.000578053	5.74911e-17	-5.74911e-17	
9.3e-05	0.000584336	0.000584336	5.81195e-17	-5.81195e-17	
9.4e-05	0.000590619	0.000590619	5.87478e-17	-5.87478e-17	
9.5e-05	0.000596903	0.000596903	5.93761e-17	-5.93761e-17	
9.6e-05	0.000603186	0.000603186	6.00044e-17	-6.00044e-17	
9.7e-05	0.000609469	0.000609469	6.06327e-17	-6.06327e-17	
9.8e-05	0.000615752	0.000615752	6.12611e-17	-6.12611e-17	
9.9e-05	0.000622035	0.000622035	6.18894e-17	-6.18894e-17	
0.0001	0.000628318	0.000628318	6.25177e-17	-6.25177e-17	
0.000101	0.000634602	0.000634602	6.3146e-17	-6.3146e-17	
0.000102	0.000640885	0.000640885	6.37743e-17	-6.37743e-17	
0.000103	0.000647168	0.000647168	6.44026e-17	-6.44026e-17	
0.000104	0.000653451	0.000653451	6.5031e-17	-6.5031e-17	
0.000105	0.000659734	0.000659734	6.56593e-17	-6.56593e-17	
0.000106	0.000666018	0.000666018	6.62876e-17	-6.62876e-17	
0.000107	0.000672301	0.000672301	6.69159e-17	-6.69159e-17	
0.000108	0.000678584	0.000678584	6.75442e-17	-6.75442e-17	
0.000109	0.000684867	0.000684867	6.81726e-17	-6.81726e-17	
0.00011	0.00069115	0.00069115	6.88009e-17	-6.88009e-17	
0.000111	0.000697434	0.000697434	6.94292e-17	-6.94292e-17	
0.000112	0.000703717	0.000703717	7.00575e-17	-7.00575e-17	
0.000113	0.00071	0.00071	7.06858e-17	-7.06858e-17	
0.000114	0.000716283	0.000716283	7.13141e-17	-7.13141e-17	
0.000115	0.000722566	0.000722566	7.19425e-17	-7.19425e-17	
0.000116	0.000728849	0.000728849	7.25708e-17	-7.25708e-17	
0.000117	0.000735133	0.000735133	7.31991e-17	-7.31991e-17	
0.000118	0.000741416	0.000741416	7.38274e-17	-7.38274e-17	
0.000119	0.000747699	0.000747699	7.44557e-17	-7.44557e-17	
0.00012	0.000753982	0.000753982	7.50841e-17	-7.50841e-17	
0.000121	0.000760265	0.000760265	7.57124e-17	-7.57124e-17	
0.000122	0.000766549	0.000766549	7.63407e-17	-7.63407e-17	
0.000123	0.000772832	0.000772832	7.6969e-17	-7.6969e-17	
0.000124	0.000779115	0.000779115	7.75973e-17	-7.75973e-17	
0.000125	0.000785398	0.000785398	7.82256e-17	-7.82256e-17	
0.000126	0.000791681	0.000791681	7.8854e-17	-7.8854e-17	
0.000127	0.000797964	0.000797964	7.94823e-17	-7.94823e-17	
0.000128	0.000804248	0.000804248	8.01106e-17	-8.01106e-17	
0.000129	0.000810531	0.000810531	8.07389e-17	-8.07389e-17	
0.00013	0.000816814	0.000816814	8.13672e-17	-8.13672e-17	
0.000131	0.000823097	0.000823097	8.19956e-17	-8.19956e-17	
0.000132	0.00082938	0.00082938	8.26239e-17	-8.26239e-17	
0.000133	0.000835664	0.000835664	8.32522e-17	-8.32522e-17	
0.000134	0.000841947	0.000841947	8.38805e-17	-8.38805e-17	
0.000135	0.00084823	0.00084823	8.45088e-17	-8.45088e-17	
0.000136	0.000854513	0.000854513	8.51372e-17	-8.51372e-17	
0.000137	0.000860796	0.000860796	8.57655e-17	-8.57655e-17	
0.000138	0.000867079	0.000867079	8.63938e-17	-8.63938e-17	
0.000139	0.000873363	0.000873363	8.70221e-17	-8.70221e-17	
0.00014	0.000879646	0.000879646	8.76504e-17	-8.76504e-17	
0.000141	0.000885929	0.000885929	8.82787e-17	-8.82787e-17	
0.000142	0.000892212	0.000892212	8.89071e-17	-8.89071e-17	
0.000143	0.000898495	0.000898495	8.95354e-17	-8.95354e-17	
0.000144	0.000904779	0.000904779	9.01637e-17	-9.01637e-17	
0.000145	0.000911062	0.000911062	9.0792e-17	-9.0792e-17	
0.000146	0.000917345	0.000917345	9.14203e-17	-9.14203e-17	
0.000147	0.000923628	0.000923628	9.20487e-17	-9.20487e-17	
0.000148	0.000929911	0.000929911	9.2677e-17	-9.2677e-17	
0.000149	0.000936194	0.000936194	9.33053e-17	-9.33053e-17	
0.00015	0.000942478	0.000942478	9.39336e-17	-9.39336e-17	
0.000151	0.000948761	0.000948761	9.45619e-17	-9.45619e-17	
0.000152	0.000955044	0.000955044	9.51902e-17	-9.51902e-17	
0.000153	0.000961327	0.000961327	9.58186e-17	-9.58186e-17	
0.000154	0.00096761	0.00096761	9.64469e-17	-9.64469e-17	
0.000155	0.000973894	0.000973894	9.70752e-17	-9.70752e-17	
0.000156	0.000980177	0.000980177	9.77035e-17	-9.77035e-17	
0.000157	0.00098646	0.00098646	9.83318e-17	-9.83318e-17	
0.000158	0.000992743	0.000992743	9.89602e-17	-9.89602e-17	
0.000159	0.000999026	0.000999026	9.95885e-17	-9.95885e-17	
0.00016	0.00100531	0.00100531	1.00217e-16	-1.00217e-16	
0.000161	0.00101159	0.00101159	1.00845e-16	-1.00845e-16	
0.000162	0.00101788	0.00101788	1.01473e-16	-1.01473e-16	
0.000163	0.00102416	0.00102416	1.02102e-16	-1.02102e-16	
0.000164	0.00103044	0.00103044	1.0273e-16	-1.0273e-16	
0.000165	0.00103673	0.00103673	1.03358e-16	-1.03358e-16	
0.000166	0.00104301	0.00104301	1.03987e-16	-1.03987e-16	
0.000167	0.00104929	0.00104929	1.04615e-16	-1.04615e-16	
0.000168	0.00105557	0.00105557	1.05243e-16	-1.05243e-16	
0.000169	0.00106186	0.00106186	1.05872e-16	-1.05872e-16	
0.00017	0.00106814	0.00106814	1.065e-16	-1.065e-16	
0.000171	0.00107442	0.00107442	1.07128e-16	-1.07128e-16	
0.000172	0.00108071	0.00108071	1.07757e-16	-1.07757e-16	
0.000173	0.00108699	0.00108699	1.08385e-16	-1.08385e-16	
0.000174	0.00109327	0.00109327	1.09013e-16	-1.09013e-16	
0.000175	0.00109956	0.00109956	1.09642e-16	-1.09642e-16	
0.000176	0.00110584	0.00110584	1.1027e-16	-1.1027e-16	
0.000177	0.00111212	0.00111212	1.10898e-16	-1.10898e-16	
0.000178	0.00111841	0.00111841	1.11527e-16	-1.11527e-16	
0.000179	0.00112469	0.00112469	1.12155e-16	-1.12155e-16	
0.00018	0.00113097	0.00113097	1.12783e-16	-1.12783e-16	
0.000181	0.00113726	0.00113726	1.13411e-16	-1.13411e-16	
0.000182	0.00114354	0.00114354	1.1404e-16	-1.1404e-16	
0.000183	0.00114982	0.00114982	1.14668e-16	-1.14668e-16	
0.000184	0.00115611	0.00115611	1.15296e-16	-1.15296e-16	
0.000185	0.00116239	0.00116239	1.15925e-16	-1.15925e-16	
0.000186	0.00116867	0.00116867	1.16553e-16	-1.16553e-16	
0.000187	0.00117496	0.00117496	1.17181e-16	-1.17181e-16	
0.000188	0.00118124	0.00118124	1.1781e-16	-1.1781e-16	
0.000189	0.00118752	0.00118752	1.18438e-16	-1.18438e-16	
0.00019	0.0011938	0.0011938	1.19066e-16	-1.19066e-16	
0.000191	0.00120009	0.00120009	1.19695e-16	-1.19695e-16	
0.000192	0.00120637	0.00120637	1.20323e-16	-1.20323e-16	
0.000193	0.00121265	0.00121265	1.20951e-16	-1.20951e-16	
0.000194	0.00121894	0.00121894	1.2158e-16	-1.2158e-16	
0.000195	0.00122522	0.00122522	1.22208e-16	-1.22208e-16	
0.000196	0.0012315	0.0012315	1.22836e-16	-1.22836e-16	
0.000197	0.00123779	0.00123779	1.23465e-16	-1.23465e-16	
0.000198	0.00124407	0.00124407	1.24093e-16	-1.24093e-16	
0.000199	0.00125035	0.00125035	1.24721e-16	-1.24721e-16	
0.0002	0.00125664	0.00125664	1.2535e-16	-1.2535e-16	
0.000201	0.00126292	0.00126292	1.25978e-16	-1.25978e-16	
0.000202	0.0012692	0.0012692	1.26606e-16	-1.26606e-16	
0.000203	0.00127549	0.00127549	1.27234e-16	-1.27234e-16	
0.000204	0.00128177	0.00128177	1.27863e-16	-1.27863e-16	
0.000205	0.00128805	0.00128805	1.28491e-16	-1.28491e-16	
0.000206	0.00129434	0.00129434	1.29119e-16	-1.29119e-16	
0.000207	0.00130062	0.00130062	1.29748e-16	-1.29748e-16	
0.000208	0.0013069	0.0013069	1.30376e-16	-1.30376e-16	
0.000209	0.00131319	0.00131319	1.31004e-16	-1.31004e-16	
0.00021	0.00131947	0.00131947	1.31633e-16	-1.31633e-16	
0.000211	0.00132575	0.00132575	1.32261e-16	-1.32261e-16	
0.000212	0.00133203	0.00133203	1.32889e-16	-1.32889e-16	
0.000213	0.00133832	0.00133832	1.33518e-16	-1.33518e-16	
0.000214	0.0013446	0.0013446	1.34146e-16	-1.34146e-16	
0.000215	0.00135088	0.00135088	1.34774e-16	-1.34774e-16	
0.000216	0.00135717	0.00135717	1.35403e-16	-1.35403e-16	
0.000217	0.00136345	0.00136345	1.36031e-16	-1.36031e-16	
0.000218	0.00136973	0.00136973	1.36659e-16	-1.36659e-16	
0.000219	0.00137602	0.00137602	1.37288e-16	-1.37288e-16	
0.00022	0.0013823	0.0013823	1.37916e-16	-1.37916e-16	
0.000221	0.00138858	0.00138858	1.38544e-16	-1.38544e-16	
0.000222	0.00139487	0.00139487	1.39173e-16	-1.39173e-16	
0.000223	0.00140115	0.00140115	1.39801e-16	-1.39801e-16	
0.000224	0.00140743	0.00140743	1.40429e-16	-1.40429e-16	
0.000225	0.00141372	0.00141372	1.41057e-16	-1.41057e-16	
0.000226	0.00142	0.00142	1.41686e-16	-1.41686e-16	
0.000227	0.00142628	0.00142628	1.42314e-16	-1.42314e-16	
0.000228	0.00143257	0.00143257	1.42942e-16	-1.42942e-16	
0.000229	0.00143885	0.00143885	1.43571e-16	-1.43571e-16	
0.00023	0.00144513	0.00144513	1.44199e-16	-1.44199e-16	
0.000231	0.00145142	0.00145142	1.44827e-16	-1.44827e-16	
0.000232	0.0014577	0.0014577	1.45456e-16	-1.45456e-16	
0.000233	0.00146398	0.00146398	1.46084e-16	-1.46084e-16	
0.000234	0.00147026	0.00147026	1.46712e-16	-1.46712e-16	
0.000235	0.00147655	0.00147655	1.47341e-16	-1.47341e-16	
0.000236	0.00148283	0.00148283	1.47969e-16	-1.47969e-16	
0.000237	0.00148911	0.00148911	1.48597e-16	-1.48597e-16	
0.000238	0.0014954	0.0014954	1.49226e-16	-1.49226e-16	
0.000239	0.00150168	0.00150168	1.49854e-16	-1.49854e-16	
0.00024	0.00150796	0.00150796	1.50482e-16	-1.50482e-16	
0.000241	0.00151425	0.00151425	1.51111e-16	-1.51111e-16	
0.000242	0.00152053	0.00152053	1.51739e-16	-1.51739e-16	
0.000243	0.00152681	0.00152681	1.52367e-16	-1.52367e-16	
0.000244	0.0015331	0.0015331	1.52996e-16	-1.52996e-16	
0.000245	0.00153938	0.00153938	1.53624e-16	-1.53624e-16	
0.000246	0.00154566	0.00154566	1.54252e-16	-1.54252e-16	
0.000247	0.00155195	0.00155195	1.5488e-16	-1.5488e-16	
0.000248	0.00155823	0.00155823	1.55509e-16	-1.55509e-16	
0.000249	0.00156451	0.00156451	1.56137e-16	-1.56137e-16	
0.00025	0.0015708	0.0015708	1.56765e-16	-1.56765e-16	
0.000251	0.00157708	0.00157708	1.57394e-16	-1.57394e-16	
0.000252	0.00158336	0.00158336	1.58022e-16	-1.58022e-16	
0.000253	0.00158965	0.00158965	1.5865e-16	-1.5865e-16	
0.000254	0.00159593	0.00159593	1.59279e-16	-1.59279e-16	
0.000255	0.00160221	0.00160221	1.59907e-16	-1.59907e-16	
0.000256	0.00160849	0.00160849	1.60535e-16	-1.60535e-16	
0.000257	0.00161478	0.00161478	1.61164e-16	-1.61164e-16	
0.000258	0.00162106	0.00162106	1.61792e-16	-1.61792e-16	
0.000259	0.00162734	0.00162734	1.6242e-16	-1.6242e-16	
0.00026	0.00163363	0.00163363	1.63049e-16	-1.63049e-16	
0.000261	0.00163991	0.00163991	1.63677e-16	-1.63677e-16	
0.000262	0.00164619	0.00164619	1.64305e-16	-1.64305e-16	
0.000263	0.00165248	0.00165248	1.64934e-16	-1.64934e-16	
0.000264	0.00165876	0.00165876	1.65562e-16	-1.65562e-16	
0.000265	0.00166504	0.00166504	1.6619e-16	-1.6619e-16	
0.000266	0.00167133	0.00167133	1.66818e-16	-1.66818e-16	
0.000267	0.00167761	0.00167761	1.67447e-16	-1.67447e-16	
0.000268	0.00168389	0.00168389	1.68075e-16	-1.68075e-16	
0.000269	0.00169018	0.00169018	1.68703e-16	-1.68703e-16	
0.00027	0.00169646	0.00169646	1.69332e-16	-1.69332e-16	
0.000271	0.00170274	0.00170274	1.6996e-16	-1.6996e-16	
0.000272	0.00170903	0.00170903	1.70588e-16	-1.70588e-16	
0.000273	0.00171531	0.00171531	1.71217e-16	-1.71217e-16	
0.000274	0.00172159	0.00172159	1.71845e-16	-1.71845e-16	
0.000275	0.00172788	0.00172788	1.72473e-16	-1.72473e-16	
0.000276	0.00173416	0.00173416	1.73102e-16	-1.73102e-16	
0.000277	0.00174044	0.00174044	1.7373e-16	-1.7373e-16	
0.000278	0.00174672	0.00174672	1.74358e-16	-1.74358e-16	
0.000279	0.00175301	0.00175301	1.74987e-16	-1.74987e-16	
0.00028	0.00175929	0.00175929	1.75615e-16	-1.75615e-16	
0.000281	0.00176557	0.00176557	1.76243e-16	-1.76243e-16	
0.000282	0.00177186	0.00177186	1.76872e-16	-1.76872e-16	
0.000283	0.00177814	0.00177814	1.775e-16	-1.775e-16	
0.000284	0.00178442	0.00178442	1.78128e-16	-1.78128e-16	
0.000285	0.00179071	0.00179071	1.78757e-16	-1.78757e-16	
0.000286	0.00179699	0.00179699	1.79385e-16	-1.79385e-16	
0.000287	0.00180327	0.00180327	1.80013e-16	-1.80013e-16	
0.000288	0.00180956	0.00180956	1.80641e-16	-1.80641e-16	
0.000289	0.00181584	0.00181584	1.8127e-16	-1.8127e-16	
0.00029	0.00182212	0.00182212	1.81898e-16	-1.81898e-16	
0.000291	0.00182841	0.00182841	1.82526e-16	-1.82526e-16	
0.000292	0.00183469	0.00183469	1.83155e-16	-1.83155e-16	
0.000293	0.00184097	0.00184097	1.83783e-16	-1.83783e-16	
0.000294	0.00184726	0.00184726	1.84411e-16	-1.84411e-16	
0.000295	0.00185354	0.00185354	1.8504e-16	-1.8504e-16	
0.000296	0.00185982	0.00185982	1.85668e-16	-1.85668e-16	
0.000297	0.0018661	0.0018661	1.86296e-16	-1.86296e-16	
0.000298	0.00187239	0.00187239	1.86925e-16	-1.86925e-16	
0.000299	0.00187867	0.00187867	1.87553e-16	-1.87553e-16	
0.0003	0.00188495	0.00188495	1.88181e-16	-1.88181e-16	
0.000301	0.00189124	0.00189124	1.8881e-16	-1.8881e-16	
0.000302	0.00189752	0.00189752	1.89438e-16	-1.89438e-16	
0.000303	0.0019038	0.0019038	1.90066e-16	-1.90066e-16	
0.000304	0.00191009	0.00191009	1.90695e-16	-1.90695e-16	
0.000305	0.00191637	0.00191637	1.91323e-16	-1.91323e-16	
0.000306	0.00192265	0.00192265	1.91951e-16	-1.91951e-16	
0.000307	0.00192894	0.00192894	1.9258e-16	-1.9258e-16	
0.000308	0.00193522	0.00193522	1.93208e-16	-1.93208e-16	
0.000309	0.0019415	0.0019415	1.93836e-16	-1.93836e-16	
0.00031	0.00194779	0.00194779	1.94464e-16	-1.94464e-16	
0.000311	0.00195407	0.00195407	1.95093e-16	-1.95093e-16	
0.000312	0.00196035	0.00196035	1.95721e-16	-1.95721e-16	
0.000313	0.00196664	0.00196664	1.96349e-16	-1.96349e-16	
0.000314	0.00197292	0.00197292	1.96978e-16	-1.96978e-16	
0.000315	0.0019792	0.0019792	1.97606e-16	-1.97606e-16	
0.000316	0.00198549	0.00198549	1.98234e-16	-1.98234e-16	
0.000317	0.00199177	0.00199177	1.98863e-16	-1.98863e-16	
0.000318	0.00199805	0.00199805	1.99491e-16	-1.99491e-16	
0.000319	0.00200433	0.00200433	2.00119e-16	-2.00119e-16	
0.00032	0.00201062	0.00201062	2.00748e-16	-2.00748e-16	
0.000321	0.0020169	0.0020169	2.01376e-16	-2.01376e-16	
0.000322	0.00202318	0.00202318	2.02004e-16	-2.02004e-16	
0.000323	0.00202947	0.00202947	2.02633e-16	-2.02633e-16	
0.000324	0.00203575	0.00203575	2.03261e-16	-2.03261e-16	
0.000325	0.00204203	0.00204203	2.03889e-16	-2.03889e-16	
0.000326	0.00204832	0.00204832	2.04518e-16	-2.04518e-16	
0.000327	0.0020546	0.0020546	2.05146e-16	-2.05146e-16	
0.000328	0.00206088	0.00206088	2.05774e-16	-2.05774e-16	
0.000329	0.00206717	0.00206717	2.06402e-16	-2.06402e-16	
0.00033	0.00207345	0.00207345	2.07031e-16	-2.07031e-16	
0.000331	0.00207973	0.00207973	2.07659e-16	-2.07659e-16	
0.000332	0.00208602	0.00208602	2.08287e-16	-2.08287e-16	
0.000333	0.0020923	0.0020923	2.08916e-16	-2.08916e-16	
0.000334	0.00209858	0.00209858	2.09544e-16	-2.09544e-16	
0.000335	0.00210487	0.00210487	2.10172e-16	-2.10172e-16	
0.000336	0.00211115	0.00211115	2.10801e-16	-2.10801e-16	
0.000337	0.00211743	0.00211743	2.11429e-16	-2.11429e-16	
0.000338	0.00212372	0.00212372	2.12057e-16	-2.12057e-16	
0.000339	0.00213	0.00213	2.12686e-16	-2.12686e-16	
0.00034	0.00213628	0.00213628	2.13314e-16	-2.13314e-16	
0.000341	0.00214256	0.00214256	2.13942e-16	-2.13942e-16	
0.000342	0.00214885	0.00214885	2.14571e-16	-2.14571e-16	
0.000343	0.00215513	0.00215513	2.15199e-16	-2.15199e-16	
0.000344	0.00216141	0.00216141	2.15827e-16	-2.15827e-16	
0.000345	0.0021677	0.0021677	2.16456e-16	-2.16456e-16	
0.000346	0.00217398	0.00217398	2.17084e-16	-2.17084e-16	
0.000347	0.00218026	0.00218026	2.17712e-16	-2.17712e-16	
0.000348	0.00218655	0.00218655	2.18341e-16	-2.18341e-16	
0.000349	0.00219283	0.00219283	2.18969e-16	-2.18969e-16	
0.00035	0.00219911	0.00219911	2.19597e-16	-2.19597e-16	
0.000351	0.0022054	0.0022054	2.20225e-16	-2.20225e-16	
0.000352	0.00221168	0.00221168	2.20854e-16	-2.20854e-16	
0.000353	0.00221796	0.00221796	2.21482e-16	-2.21482e-16	
0.000354	0.00222425	0.00222425	2.2211e-16	-2.2211e-16	
0.000355	0.00223053	0.00223053	2.22739e-16	-2.22739e-16	
0.000356	0.00223681	0.00223681	2.23367e-16	-2.23367e-16	
0.000357	0.0022431	0.0022431	2.23995e-16	-2.23995e-16	
0.000358	0.00224938	0.00224938	2.24624e-16	-2.24624e-16	
0.000359	0.00225566	0.00225566	2.25252e-16	-2.25252e-16	
0.00036	0.00226194	0.00226194	2.2588e-16	-2.2588e-16	
0.000361	0.00226823	0.00226823	2.26509e-16	-2.26509e-16	
0.000362	0.00227451	0.00227451	2.27137e-16	-2.27137e-16	
0.000363	0.00228079	0.00228079	2.27765e-16	-2.27765e-16	
0.000364	0.00228708	0.00228708	2.28394e-16	-2.28394e-16	
0.000365	0.00229336	0.00229336	2.29022e-16	-2.29022e-16	
0.000366	0.00229964	0.00229964	2.2965e-16	-2.2965e-16	
0.000367	0.00230593	0.00230593	2.30279e-16	-2.30279e-16	
0.000368	0.00231221	0.00231221	2.30907e-16	-2.30907e-16	
0.000369	0.00231849	0.00231849	2.31535e-16	-2.31535e-16	
0.00037	0.00232478	0.00232478	2.32163e-16	-2.32163e-16	
0.000371	0.00233106	0.00233106	2.32792e-16	-2.32792e-16	
0.000372	0.00233734	0.00233734	2.3342e-16	-2.3342e-16	
0.000373	0.00234363	0.00234363	2.34048e-16	-2.34048e-16	
0.000374	0.00234991	0.00234991	2.34677e-16	-2.34677e-16	
0.000375	0.00235619	0.00235619	2.35305e-16	-2.35305e-16	
0.000376	0.00236248	0.00236248	2.35933e-16	-2.35933e-16	
0.000377	0.00236876	0.00236876	2.36562e-16	-2.36562e-16	
0.000378	0.00237504	0.00237504	2.3719e-16	-2.3719e-16	
0.000379	0.00238132	0.00238132	2.37818e-16	-2.37818e-16	
0.00038	0.00238761	0.00238761	2.38447e-16	-2.38447e-16	
0.000381	0.00239389	0.00239389	2.39075e-16	-2.39075e-16	
0.000382	0.00240017	0.00240017	2.39703e-16	-2.39703e-16	
0.000383	0.00240646	0.00240646	2.40332e-16	-2.40332e-16	
0.000384	0.00241274	0.00241274	2.4096e-16	-2.4096e-16	
0.000385	0.00241902	0.00241902	2.41588e-16	-2.41588e-16	
0.000386	0.00242531	0.00242531	2.42217e-16	-2.42217e-16	
0.000387	0.00243159	0.00243159	2.42845e-16	-2.42845e-16	
0.000388	0.00243787	0.00243787	2.43473e-16	-2.43473e-16	
0.000389	0.00244416	0.00244416	2.44102e-16	-2.44102e-16	
0.00039	0.00245044	0.00245044	2.4473e-16	-2.4473e-16	
0.000391	0.00245672	0.00245672	2.45358e-16	-2.45358e-16	
0.000392	0.00246301	0.00246301	2.45986e-16	-2.45986e-16	
