t	1	2	jV0100	
1.271	0.991308	0.000990317	-0.992298	
1.272	0.990461	0.000989472	-0.991451	
1.273	0.989576	0.000988588	-0.990565	
1.274	0.988652	0.000987664	-0.989639	
1.275	0.987688	0.000986702	-0.988675	
1.276	0.986686	0.0009857	-0.987672	
1.277	0.985645	0.00098466	-0.986629	
1.278	0.984564	0.000983581	-0.985548	
1.279	0.983445	0.000982463	-0.984428	
1.28	0.982287	0.000981306	-0.983269	
1.281	0.981091	0.00098011	-0.982071	
1.282	0.979855	0.000978876	-0.980834	
1.283	0.978581	0.000977603	-0.979559	
1.284	0.977268	0.000976292	-0.978244	
1.285	0.975917	0.000974942	-0.976892	
1.286	0.974527	0.000973553	-0.9755	
1.287	0.973099	0.000972126	-0.974071	
1.288	0.971632	0.000970661	-0.972602	
1.289	0.970127	0.000969157	-0.971096	
1.29	0.968583	0.000967616	-0.969551	
1.291	0.967001	0.000966035	-0.967968	
1.292	0.965382	0.000964417	-0.966346	
1.293	0.963724	0.000962761	-0.964686	
1.294	0.962028	0.000961067	-0.962989	
1.295	0.960294	0.000959334	-0.961253	
1.296	0.958522	0.000957564	-0.959479	
1.297	0.956712	0.000955756	-0.957668	
1.298	0.954865	0.000953911	-0.955818	
1.299	0.952979	0.000952027	-0.953931	
1.3	0.951057	0.000950106	-0.952007	
1.301	0.949096	0.000948148	-0.950044	
1.302	0.947098	0.000946152	-0.948044	
1.303	0.945063	0.000944119	-0.946007	
1.304	0.942991	0.000942048	-0.943933	
1.305	0.940881	0.000939941	-0.941821	
1.306	0.938734	0.000937796	-0.939672	
1.307	0.93655	0.000935614	-0.937486	
1.308	0.934329	0.000933396	-0.935262	
1.309	0.932071	0.00093114	-0.933002	
1.31	0.929776	0.000928848	-0.930705	
1.311	0.927445	0.000926519	-0.928372	
1.312	0.925077	0.000924153	-0.926001	
1.313	0.922673	0.000921751	-0.923594	
1.314	0.920232	0.000919313	-0.921151	
1.315	0.917755	0.000916838	-0.918671	
1.316	0.915241	0.000914327	-0.916155	
1.317	0.912692	0.00091178	-0.913603	
1.318	0.910106	0.000909197	-0.911015	
1.319	0.907484	0.000906578	-0.908391	
1.32	0.904827	0.000903923	-0.905731	
1.321	0.902134	0.000901233	-0.903035	
1.322	0.899405	0.000898507	-0.900304	
1.323	0.896641	0.000895745	-0.897537	
1.324	0.893841	0.000892948	-0.894734	
1.325	0.891007	0.000890116	-0.891897	
1.326	0.888136	0.000887249	-0.889024	
1.327	0.885231	0.000884347	-0.886116	
1.328	0.882291	0.00088141	-0.883173	
1.329	0.879316	0.000878438	-0.880195	
1.33	0.876307	0.000875431	-0.877182	
1.331	0.873262	0.00087239	-0.874135	
1.332	0.870184	0.000869314	-0.871053	
1.333	0.867071	0.000866204	-0.867937	
1.334	0.863923	0.00086306	-0.864786	
1.335	0.860742	0.000859882	-0.861602	
1.336	0.857527	0.00085667	-0.858383	
1.337	0.854277	0.000853424	-0.855131	
1.338	0.850994	0.000850144	-0.851845	
1.339	0.847678	0.000846831	-0.848525	
1.34	0.844328	0.000843484	-0.845171	
1.341	0.840945	0.000840104	-0.841785	
1.342	0.837528	0.000836691	-0.838365	
1.343	0.834078	0.000833245	-0.834912	
1.344	0.830596	0.000829766	-0.831426	
1.345	0.827081	0.000826254	-0.827907	
1.346	0.823533	0.00082271	-0.824355	
1.347	0.819952	0.000819133	-0.820771	
1.348	0.816339	0.000815524	-0.817155	
1.349	0.812694	0.000811882	-0.813506	
1.35	0.809017	0.000808209	-0.809825	
1.351	0.805308	0.000804503	-0.806112	
1.352	0.801567	0.000800766	-0.802368	
1.353	0.797794	0.000796997	-0.798591	
1.354	0.79399	0.000793197	-0.794784	
1.355	0.790155	0.000789366	-0.790944	
1.356	0.786288	0.000785503	-0.787074	
1.357	0.782391	0.000781609	-0.783172	
1.358	0.778462	0.000777685	-0.77924	
1.359	0.774503	0.000773729	-0.775277	
1.36	0.770513	0.000769743	-0.771283	
1.361	0.766493	0.000765727	-0.767259	
1.362	0.762443	0.000761681	-0.763204	
1.363	0.758362	0.000757604	-0.75912	
1.364	0.754251	0.000753498	-0.755005	
1.365	0.750111	0.000749362	-0.75086	
1.366	0.745941	0.000745196	-0.746686	
1.367	0.741742	0.000741001	-0.742483	
1.368	0.737513	0.000736776	-0.73825	
1.369	0.733255	0.000732523	-0.733988	
1.37	0.728969	0.00072824	-0.729697	
1.371	0.724653	0.000723929	-0.725377	
1.372	0.720309	0.000719589	-0.721029	
1.373	0.715936	0.000715221	-0.716652	
1.374	0.711536	0.000710825	-0.712247	
1.375	0.707107	0.0007064	-0.707813	
1.376	0.70265	0.000701948	-0.703352	
1.377	0.698165	0.000697468	-0.698863	
1.378	0.693653	0.00069296	-0.694346	
1.379	0.689114	0.000688425	-0.689802	
1.38	0.684547	0.000683863	-0.685231	
1.381	0.679953	0.000679274	-0.680633	
1.382	0.675333	0.000674658	-0.676007	
1.383	0.670686	0.000670016	-0.671356	
1.384	0.666012	0.000665347	-0.666677	
1.385	0.661312	0.000660651	-0.661973	
1.386	0.656586	0.00065593	-0.657242	
1.387	0.651834	0.000651183	-0.652485	
1.388	0.647056	0.00064641	-0.647702	
1.389	0.642253	0.000641611	-0.642894	
1.39	0.637424	0.000636787	-0.638061	
1.391	0.63257	0.000631938	-0.633202	
1.392	0.627691	0.000627064	-0.628318	
1.393	0.622788	0.000622166	-0.62341	
1.394	0.61786	0.000617242	-0.618477	
1.395	0.612907	0.000612295	-0.613519	
1.396	0.60793	0.000607323	-0.608538	
1.397	0.60293	0.000602327	-0.603532	
1.398	0.597905	0.000597308	-0.598502	
1.399	0.592857	0.000592265	-0.593449	
1.4	0.587785	0.000587198	-0.588372	
1.401	0.58269	0.000582108	-0.583273	
1.402	0.577573	0.000576996	-0.57815	
1.403	0.572432	0.00057186	-0.573004	
1.404	0.567269	0.000566702	-0.567836	
1.405	0.562083	0.000561522	-0.562645	
1.406	0.556876	0.000556319	-0.557432	
1.407	0.551646	0.000551095	-0.552197	
1.408	0.546394	0.000545848	-0.54694	
1.409	0.541121	0.000540581	-0.541662	
1.41	0.535827	0.000535292	-0.536362	
1.411	0.530511	0.000529981	-0.531041	
1.412	0.525175	0.00052465	-0.525699	
1.413	0.519817	0.000519298	-0.520337	
1.414	0.51444	0.000513926	-0.514953	
1.415	0.509041	0.000508533	-0.50955	
1.416	0.503623	0.00050312	-0.504126	
1.417	0.498185	0.000497687	-0.498683	
1.418	0.492727	0.246364	-0.739091	
1.419	0.48725	0.243625	-0.730875	
1.42	0.481754	0.240877	-0.722631	
1.421	0.476238	0.238119	-0.714357	
1.422	0.470704	0.235352	-0.706056	
1.423	0.465151	0.232576	-0.697727	
1.424	0.45958	0.22979	-0.68937	
1.425	0.45399	0.226995	-0.680986	
1.426	0.448383	0.224192	-0.672575	
1.427	0.442758	0.221379	-0.664137	
1.428	0.437116	0.218558	-0.655674	
1.429	0.431456	0.215728	-0.647184	
1.43	0.425779	0.21289	-0.638669	
1.431	0.420086	0.210043	-0.630129	
1.432	0.414376	0.207188	-0.621563	
1.433	0.408649	0.204325	-0.612974	
1.434	0.402906	0.201453	-0.60436	
1.435	0.397148	0.198574	-0.595722	
1.436	0.391374	0.195687	-0.587061	
1.437	0.385584	0.192792	-0.578376	
1.438	0.379779	0.18989	-0.569669	
1.439	0.373959	0.18698	-0.560939	
1.44	0.368125	0.184062	-0.552187	
1.441	0.362275	0.181138	-0.543413	
1.442	0.356412	0.178206	-0.534618	
1.443	0.350534	0.175267	-0.525801	
1.444	0.344643	0.172321	-0.516964	
1.445	0.338738	0.169369	-0.508107	
1.446	0.33282	0.16641	-0.499229	
1.447	0.326888	0.163444	-0.490332	
1.448	0.320944	0.160472	-0.481415	
1.449	0.314987	0.157493	-0.47248	
1.45	0.309017	0.154508	-0.463525	
1.451	0.303035	0.151518	-0.454553	
1.452	0.297042	0.148521	-0.445562	
1.453	0.291036	0.145518	-0.436554	
1.454	0.285019	0.14251	-0.427529	
1.455	0.278991	0.139496	-0.418487	
1.456	0.272952	0.136476	-0.409428	
1.457	0.266902	0.133451	-0.400353	
1.458	0.260842	0.130421	-0.391262	
1.459	0.254771	0.127385	-0.382156	
1.46	0.24869	0.124345	-0.373035	
1.461	0.242599	0.1213	-0.363899	
1.462	0.236499	0.118249	-0.354748	
1.463	0.230389	0.115195	-0.345584	
1.464	0.224271	0.112135	-0.336406	
1.465	0.218143	0.109072	-0.327215	
1.466	0.212007	0.106004	-0.318011	
1.467	0.205863	0.102931	-0.308794	
1.468	0.19971	0.099855	-0.299565	
1.469	0.193549	0.0967747	-0.290324	
1.47	0.187381	0.0936907	-0.281072	
1.471	0.181206	0.0906029	-0.271809	
1.472	0.175023	0.0875115	-0.262535	
1.473	0.168833	0.0844167	-0.25325	
1.474	0.162637	0.0813186	-0.243956	
1.475	0.156434	0.0782172	-0.234652	
1.476	0.150226	0.0751128	-0.225338	
1.477	0.144011	0.0720054	-0.216016	
1.478	0.13779	0.0688951	-0.206685	
1.479	0.131564	0.0657822	-0.197347	
1.48	0.125333	0.0626666	-0.188	
1.481	0.119097	0.0595486	-0.178646	
1.482	0.112856	0.0564282	-0.169285	
1.483	0.106611	0.0533056	-0.159917	
1.484	0.100362	0.0501809	-0.150543	
1.485	0.0941083	0.0470542	-0.141162	
1.486	0.0878512	0.0439256	-0.131777	
1.487	0.0815906	0.0407953	-0.122386	
1.488	0.0753268	0.0376634	-0.11299	
1.489	0.06906	0.03453	-0.10359	
1.49	0.0627905	0.0313953	-0.0941858	
1.491	0.0565185	0.0282593	-0.0847778	
1.492	0.0502443	0.0251222	-0.0753665	
1.493	0.0439681	0.0219841	-0.0659522	
1.494	0.0376902	0.0188451	-0.0565353	
1.495	0.0314108	0.0157054	-0.0471161	
1.496	0.0251301	0.012565	-0.0376951	
1.497	0.0188484	0.00942422	-0.0282727	
1.498	0.012566	0.00628302	-0.0188491	
1.499	0.00628314	0.00314157	-0.00942472	
1.5	3.41428e-13	1.70714e-13	-5.12142e-13	
1.501	-0.00628314	-0.00314157	0.00942472	
1.502	-0.012566	-0.00628302	0.0188491	
1.503	-0.0188484	-0.00942422	0.0282727	
1.504	-0.0251301	-0.012565	0.0376951	
1.505	-0.0314108	-0.0157054	0.0471161	
1.506	-0.0376902	-0.0188451	0.0565353	
1.507	-0.0439681	-0.0219841	0.0659522	
1.508	-0.0502443	-0.0251222	0.0753665	
1.509	-0.0565185	-0.0282593	0.0847778	
1.51	-0.0627905	-0.0313953	0.0941858	
1.511	-0.06906	-0.03453	0.10359	
1.512	-0.0753268	-0.0376634	0.11299	
1.513	-0.0815906	-0.0407953	0.122386	
1.514	-0.0878512	-0.0439256	0.131777	
1.515	-0.0941083	-0.0470542	0.141162	
1.516	-0.100362	-0.0501809	0.150543	
1.517	-0.106611	-0.0533056	0.159917	
1.518	-0.112856	-0.0564282	0.169285	
1.519	-0.119097	-0.0595486	0.178646	
1.52	-0.125333	-0.0626666	0.188	
1.521	-0.131564	-0.0657822	0.197347	
1.522	-0.13779	-0.0688951	0.206685	
1.523	-0.144011	-0.0720054	0.216016	
1.524	-0.150226	-0.0751128	0.225338	
1.525	-0.156434	-0.0782172	0.234652	
1.526	-0.162637	-0.0813186	0.243956	
1.527	-0.168833	-0.0844167	0.25325	
1.528	-0.175023	-0.0875115	0.262535	
1.529	-0.181206	-0.0906029	0.271809	
1.53	-0.187381	-0.0936907	0.281072	
1.531	-0.193549	-0.0967747	0.290324	
1.532	-0.19971	-0.099855	0.299565	
1.533	-0.205863	-0.102931	0.308794	
1.534	-0.212007	-0.106004	0.318011	
1.535	-0.218143	-0.109072	0.327215	
1.536	-0.224271	-0.112135	0.336406	
1.537	-0.230389	-0.115195	0.345584	
1.538	-0.236499	-0.118249	0.354748	
1.539	-0.242599	-0.1213	0.363899	
1.54	-0.24869	-0.124345	0.373035	
1.541	-0.254771	-0.127385	0.382156	
1.542	-0.260842	-0.130421	0.391262	
1.543	-0.266902	-0.133451	0.400353	
1.544	-0.272952	-0.136476	0.409428	
1.545	-0.278991	-0.139496	0.418487	
1.546	-0.285019	-0.14251	0.427529	
1.547	-0.291036	-0.145518	0.436554	
1.548	-0.297042	-0.148521	0.445562	
1.549	-0.303035	-0.151518	0.454553	
1.55	-0.309017	-0.154508	0.463525	
1.551	-0.314987	-0.157493	0.47248	
1.552	-0.320944	-0.160472	0.481415	
1.553	-0.326888	-0.163444	0.490332	
1.554	-0.33282	-0.16641	0.499229	
1.555	-0.338738	-0.169369	0.508107	
1.556	-0.344643	-0.172321	0.516964	
1.557	-0.350534	-0.175267	0.525801	
1.558	-0.356412	-0.178206	0.534618	
1.559	-0.362275	-0.181138	0.543413	
1.56	-0.368125	-0.184062	0.552187	
1.561	-0.373959	-0.18698	0.560939	
1.562	-0.379779	-0.18989	0.569669	
1.563	-0.385584	-0.192792	0.578376	
1.564	-0.391374	-0.195687	0.587061	
1.565	-0.397148	-0.198574	0.595722	
1.566	-0.402906	-0.201453	0.60436	
1.567	-0.408649	-0.204325	0.612974	
1.568	-0.414376	-0.207188	0.621563	
1.569	-0.420086	-0.210043	0.630129	
1.57	-0.425779	-0.21289	0.638669	
1.571	-0.431456	-0.215728	0.647184	
1.572	-0.437116	-0.218558	0.655674	
1.573	-0.442758	-0.221379	0.664137	
1.574	-0.448383	-0.224192	0.672575	
1.575	-0.45399	-0.226995	0.680986	
1.576	-0.45958	-0.22979	0.68937	
1.577	-0.465151	-0.232576	0.697727	
1.578	-0.470704	-0.235352	0.706056	
1.579	-0.476238	-0.238119	0.714357	
1.58	-0.481754	-0.240877	0.722631	
1.581	-0.48725	-0.243625	0.730875	
1.582	-0.492727	-0.246364	0.739091	
1.583	-0.498185	-0.249093	0.747278	
1.584	-0.503623	-0.251812	0.755435	
1.585	-0.509041	-0.254521	0.763562	
1.586	-0.51444	-0.25722	0.771659	
1.587	-0.519817	-0.259909	0.779726	
1.588	-0.525175	-0.262587	0.787762	
1.589	-0.530511	-0.265256	0.795767	
1.59	-0.535827	-0.267913	0.80374	
1.591	-0.541121	-0.270561	0.811682	
1.592	-0.546394	-0.273197	0.819592	
1.593	-0.551646	-0.275823	0.827469	
1.594	-0.556876	-0.278438	0.835313	
1.595	-0.562083	-0.281042	0.843125	
1.596	-0.567269	-0.283634	0.850903	
1.597	-0.572432	-0.286216	0.858648	
1.598	-0.577573	-0.288786	0.866359	
1.599	-0.58269	-0.291345	0.874036	
1.6	-0.587785	-0.293893	0.881678	
1.601	-0.592857	-0.296428	0.889285	
1.602	-0.597905	-0.298952	0.896857	
1.603	-0.60293	-0.301465	0.904394	
1.604	-0.60793	-0.303965	0.911895	
1.605	-0.612907	-0.306454	0.919361	
1.606	-0.61786	-0.30893	0.926789	
1.607	-0.622788	-0.311394	0.934182	
1.608	-0.627691	-0.313846	0.941537	
1.609	-0.63257	-0.316285	0.948855	
1.61	-0.637424	-0.318712	0.956136	
1.611	-0.642253	-0.321126	0.963379	
1.612	-0.647056	-0.323528	0.970584	
1.613	-0.651834	-0.325917	0.977751	
1.614	-0.656586	-0.328293	0.984879	
1.615	-0.661312	-0.330656	0.991968	
1.616	-0.666012	-0.333006	0.999018	
1.617	-0.670686	-0.335343	1.00603	
1.618	-0.675333	-0.337666	1.013	
1.619	-0.679953	-0.339977	1.01993	
1.62	-0.684547	-0.342274	1.02682	
1.621	-0.689114	-0.344557	1.03367	
1.622	-0.693653	-0.346827	1.04048	
1.623	-0.698165	-0.349083	1.04725	
1.624	-0.70265	-0.351325	1.05397	
1.625	-0.707107	-0.353553	1.06066	
1.626	-0.711536	-0.355768	1.0673	
1.627	-0.715936	-0.357968	1.0739	
1.628	-0.720309	-0.360155	1.08046	
1.629	-0.724653	-0.362327	1.08698	
1.63	-0.728969	-0.364484	1.09345	
1.631	-0.733255	-0.366628	1.09988	
1.632	-0.737513	-0.368757	1.10627	
1.633	-0.741742	-0.370871	1.11261	
1.634	-0.745941	-0.372971	1.11891	
1.635	-0.750111	-0.375056	1.12517	
1.636	-0.754251	-0.377126	1.13138	
1.637	-0.758362	-0.379181	1.13754	
1.638	-0.762443	-0.381221	1.14366	
1.639	-0.766493	-0.383247	1.14974	
1.64	-0.770513	-0.385257	1.15577	
1.641	-0.774503	-0.387252	1.16175	
1.642	-0.778462	-0.389231	1.16769	
1.643	-0.782391	-0.391195	1.17359	
1.644	-0.786288	-0.393144	1.17943	
1.645	-0.790155	-0.395078	1.18523	
1.646	-0.79399	-0.396995	1.19099	
1.647	-0.797794	-0.398897	1.19669	
1.648	-0.801567	-0.400783	1.20235	
1.649	-0.805308	-0.402654	1.20796	
1.65	-0.809017	-0.404508	1.21353	
1.651	-0.812694	-0.406347	1.21904	
1.652	-0.816339	-0.40817	1.22451	
1.653	-0.819952	-0.409976	1.22993	
1.654	-0.823533	-0.411766	1.2353	
1.655	-0.827081	-0.41354	1.24062	
1.656	-0.830596	-0.415298	1.24589	
1.657	-0.834078	-0.417039	1.25112	
1.658	-0.837528	-0.418764	1.25629	
1.659	-0.840945	-0.420472	1.26142	
1.66	-0.844328	-0.422164	1.26649	
1.661	-0.847678	-0.423839	1.27152	
1.662	-0.850994	-0.425497	1.27649	
1.663	-0.854277	-0.427139	1.28142	
1.664	-0.857527	-0.428763	1.28629	
1.665	-0.860742	-0.430371	1.29111	
1.666	-0.863923	-0.431962	1.29589	
1.667	-0.867071	-0.433535	1.30061	
1.668	-0.870184	-0.435092	1.30528	
1.669	-0.873262	-0.436631	1.30989	
1.67	-0.876307	-0.438153	1.31446	
1.671	-0.879316	-0.439658	1.31897	
1.672	-0.882291	-0.441146	1.32344	
1.673	-0.885231	-0.442616	1.32785	
1.674	-0.888136	-0.444068	1.3322	
1.675	-0.891007	-0.445503	1.33651	
1.676	-0.893841	-0.446921	1.34076	
1.677	-0.896641	-0.448321	1.34496	
1.678	-0.899405	-0.449703	1.34911	
1.679	-0.902134	-0.451067	1.3532	
1.68	-0.904827	-0.452414	1.35724	
1.681	-0.907484	-0.453742	1.36123	
1.682	-0.910106	-0.455053	1.36516	
1.683	-0.912692	-0.456346	1.36904	
1.684	-0.915241	-0.457621	1.37286	
1.685	-0.917755	-0.458877	1.37663	
1.686	-0.920232	-0.460116	1.38035	
1.687	-0.922673	-0.461336	1.38401	
1.688	-0.925077	-0.462539	1.38762	
1.689	-0.927445	-0.463723	1.39117	
1.69	-0.929776	-0.464888	1.39466	
1.691	-0.932071	-0.466036	1.39811	
1.692	-0.934329	-0.467164	1.40149	
1.693	-0.93655	-0.468275	1.40482	
1.694	-0.938734	-0.469367	1.4081	
1.695	-0.940881	-0.47044	1.41132	
1.696	-0.942991	-0.471495	1.41449	
1.697	-0.945063	-0.472532	1.41759	
1.698	-0.947098	-0.473549	1.42065	
1.699	-0.949096	-0.474548	1.42364	
1.7	-0.951057	-0.475528	1.42658	
1.701	-0.952979	-0.47649	1.42947	
1.702	-0.954865	-0.477432	1.4323	
1.703	-0.956712	-0.478356	1.43507	
1.704	-0.958522	-0.479261	1.43778	
1.705	-0.960294	-0.480147	1.44044	
1.706	-0.962028	-0.481014	1.44304	
1.707	-0.963724	-0.481862	1.44559	
1.708	-0.965382	-0.482691	1.44807	
1.709	-0.967001	-0.483501	1.4505	
1.71	-0.968583	-0.484292	1.45287	
1.711	-0.970127	-0.485063	1.45519	
1.712	-0.971632	-0.485816	1.45745	
1.713	-0.973099	-0.486549	1.45965	
1.714	-0.974527	-0.487263	1.46179	
1.715	-0.975917	-0.487958	1.46388	
1.716	-0.977268	-0.488634	1.4659	
1.717	-0.978581	-0.48929	1.46787	
1.718	-0.979855	-0.489928	1.46978	
1.719	-0.981091	-0.490545	1.47164	
1.72	-0.982287	-0.491144	1.47343	
1.721	-0.983445	-0.491723	1.47517	
1.722	-0.984564	-0.492282	1.47685	
1.723	-0.985645	-0.492822	1.47847	
1.724	-0.986686	-0.493343	1.48003	
1.725	-0.987688	-0.493844	1.48153	
1.726	-0.988652	-0.494326	1.48298	
1.727	-0.989576	-0.494788	1.48436	
1.728	-0.990461	-0.495231	1.48569	
1.729	-0.991308	-0.495654	1.48696	
1.73	-0.992115	-0.496057	1.48817	
1.731	-0.992883	-0.496441	1.48932	
1.732	-0.993611	-0.496806	1.49042	
1.733	-0.994301	-0.49715	1.49145	
1.734	-0.994951	-0.497476	1.49243	
1.735	-0.995562	-0.497781	1.49334	
1.736	-0.996134	-0.498067	1.4942	
1.737	-0.996666	-0.498333	1.495	
1.738	-0.997159	-0.498579	1.49574	
1.739	-0.997613	-0.498806	1.49642	
1.74	-0.998027	-0.499013	1.49704	
1.741	-0.998402	-0.499201	1.4976	
1.742	-0.998737	-0.499368	1.49811	
1.743	-0.999033	-0.499516	1.49855	
1.744	-0.999289	-0.499645	1.49893	
1.745	-0.999507	-0.499753	1.49926	
1.746	-0.999684	-0.499842	1.49953	
1.747	-0.999822	-0.499911	1.49973	
1.748	-0.999921	-0.499961	1.49988	
1.749	-0.99998	-0.49999	1.49997	
1.75	-1	-0.5	1.5	
1.751	-0.99998	-0.49999	1.49997	
1.752	-0.999921	-0.499961	1.49988	
1.753	-0.999822	-0.499911	1.49973	
1.754	-0.999684	-0.499842	1.49953	
1.755	-0.999507	-0.499753	1.49926	
1.756	-0.999289	-0.499645	1.49893	
1.757	-0.999033	-0.499516	1.49855	
1.758	-0.998737	-0.499368	1.49811	
1.759	-0.998402	-0.499201	1.4976	
1.76	-0.998027	-0.499013	1.49704	
1.761	-0.997613	-0.498806	1.49642	
1.762	-0.997159	-0.498579	1.49574	
1.763	-0.996666	-0.498333	1.495	
1.764	-0.996134	-0.498067	1.4942	
1.765	-0.995562	-0.497781	1.49334	
1.766	-0.994951	-0.497476	1.49243	
1.767	-0.994301	-0.49715	1.49145	
1.768	-0.993611	-0.496806	1.49042	
1.769	-0.992883	-0.496441	1.48932	
1.77	-0.992115	-0.496057	1.48817	
1.771	-0.991308	-0.495654	1.48696	
1.772	-0.990461	-0.495231	1.48569	
1.773	-0.989576	-0.494788	1.48436	
1.774	-0.988652	-0.494326	1.48298	
1.775	-0.987688	-0.493844	1.48153	
1.776	-0.986686	-0.493343	1.48003	
1.777	-0.985645	-0.492822	1.47847	
1.778	-0.984564	-0.492282	1.47685	
1.779	-0.983445	-0.491723	1.47517	
1.78	-0.982287	-0.491144	1.47343	
1.781	-0.981091	-0.490545	1.47164	
1.782	-0.979855	-0.489928	1.46978	
1.783	-0.978581	-0.48929	1.46787	
1.784	-0.977268	-0.488634	1.4659	
1.785	-0.975917	-0.487958	1.46388	
1.786	-0.974527	-0.487263	1.46179	
1.787	-0.973099	-0.486549	1.45965	
1.788	-0.971632	-0.485816	1.45745	
1.789	-0.970127	-0.485063	1.45519	
1.79	-0.968583	-0.484292	1.45287	
1.791	-0.967001	-0.483501	1.4505	
1.792	-0.965382	-0.482691	1.44807	
1.793	-0.963724	-0.481862	1.44559	
1.794	-0.962028	-0.481014	1.44304	
1.795	-0.960294	-0.480147	1.44044	
1.796	-0.958522	-0.479261	1.43778	
1.797	-0.956712	-0.478356	1.43507	
1.798	-0.954865	-0.477432	1.4323	
1.799	-0.952979	-0.47649	1.42947	
1.8	-0.951057	-0.475528	1.42658	
1.801	-0.949096	-0.474548	1.42364	
1.802	-0.947098	-0.473549	1.42065	
1.803	-0.945063	-0.472532	1.41759	
1.804	-0.942991	-0.471495	1.41449	
1.805	-0.940881	-0.47044	1.41132	
1.806	-0.938734	-0.469367	1.4081	
1.807	-0.93655	-0.468275	1.40482	
1.808	-0.934329	-0.467164	1.40149	
1.809	-0.932071	-0.466036	1.39811	
1.81	-0.929776	-0.464888	1.39466	
1.811	-0.927445	-0.463723	1.39117	
1.812	-0.925077	-0.462539	1.38762	
1.813	-0.922673	-0.461336	1.38401	
1.814	-0.920232	-0.460116	1.38035	
1.815	-0.917755	-0.458877	1.37663	
1.816	-0.915241	-0.457621	1.37286	
1.817	-0.912692	-0.456346	1.36904	
1.818	-0.910106	-0.455053	1.36516	
1.819	-0.907484	-0.453742	1.36123	
1.82	-0.904827	-0.452414	1.35724	
1.821	-0.902134	-0.451067	1.3532	
1.822	-0.899405	-0.449703	1.34911	
1.823	-0.896641	-0.448321	1.34496	
1.824	-0.893841	-0.446921	1.34076	
1.825	-0.891007	-0.445503	1.33651	
1.826	-0.888136	-0.444068	1.3322	
1.827	-0.885231	-0.442616	1.32785	
1.828	-0.882291	-0.441146	1.32344	
1.829	-0.879316	-0.439658	1.31897	
1.83	-0.876307	-0.438153	1.31446	
1.831	-0.873262	-0.436631	1.30989	
1.832	-0.870184	-0.435092	1.30528	
1.833	-0.867071	-0.433535	1.30061	
1.834	-0.863923	-0.431962	1.29589	
1.835	-0.860742	-0.430371	1.29111	
1.836	-0.857527	-0.428763	1.28629	
1.837	-0.854277	-0.427139	1.28142	
1.838	-0.850994	-0.425497	1.27649	
1.839	-0.847678	-0.423839	1.27152	
1.84	-0.844328	-0.422164	1.26649	
1.841	-0.840945	-0.420472	1.26142	
1.842	-0.837528	-0.418764	1.25629	
1.843	-0.834078	-0.417039	1.25112	
1.844	-0.830596	-0.415298	1.24589	
1.845	-0.827081	-0.41354	1.24062	
1.846	-0.823533	-0.411766	1.2353	
1.847	-0.819952	-0.409976	1.22993	
1.848	-0.816339	-0.40817	1.22451	
1.849	-0.812694	-0.406347	1.21904	
1.85	-0.809017	-0.404508	1.21353	
1.851	-0.805308	-0.402654	1.20796	
1.852	-0.801567	-0.400783	1.20235	
1.853	-0.797794	-0.398897	1.19669	
1.854	-0.79399	-0.396995	1.19099	
1.855	-0.790155	-0.395078	1.18523	
1.856	-0.786288	-0.393144	1.17943	
1.857	-0.782391	-0.391195	1.17359	
1.858	-0.778462	-0.389231	1.16769	
1.859	-0.774503	-0.387252	1.16175	
1.86	-0.770513	-0.385257	1.15577	
1.861	-0.766493	-0.383247	1.14974	
1.862	-0.762443	-0.381221	1.14366	
1.863	-0.758362	-0.379181	1.13754	
1.864	-0.754251	-0.377126	1.13138	
1.865	-0.750111	-0.375056	1.12517	
1.866	-0.745941	-0.372971	1.11891	
1.867	-0.741742	-0.370871	1.11261	
1.868	-0.737513	-0.368757	1.10627	
1.869	-0.733255	-0.366628	1.09988	
1.87	-0.728969	-0.364484	1.09345	
1.871	-0.724653	-0.362327	1.08698	
1.872	-0.720309	-0.360155	1.08046	
1.873	-0.715936	-0.357968	1.0739	
1.874	-0.711536	-0.355768	1.0673	
1.875	-0.707107	-0.353553	1.06066	
1.876	-0.70265	-0.351325	1.05397	
1.877	-0.698165	-0.349083	1.04725	
1.878	-0.693653	-0.346827	1.04048	
1.879	-0.689114	-0.344557	1.03367	
1.88	-0.684547	-0.342274	1.02682	
1.881	-0.679953	-0.339977	1.01993	
1.882	-0.675333	-0.337666	1.013	
1.883	-0.670686	-0.335343	1.00603	
1.884	-0.666012	-0.333006	0.999018	
1.885	-0.661312	-0.330656	0.991968	
1.886	-0.656586	-0.328293	0.984879	
1.887	-0.651834	-0.325917	0.977751	
1.888	-0.647056	-0.323528	0.970584	
1.889	-0.642253	-0.321126	0.963379	
1.89	-0.637424	-0.318712	0.956136	
1.891	-0.63257	-0.316285	0.948855	
1.892	-0.627691	-0.313846	0.941537	
1.893	-0.622788	-0.311394	0.934182	
1.894	-0.61786	-0.30893	0.926789	
1.895	-0.612907	-0.306454	0.919361	
1.896	-0.60793	-0.303965	0.911895	
1.897	-0.60293	-0.301465	0.904394	
1.898	-0.597905	-0.298952	0.896857	
1.899	-0.592857	-0.296428	0.889285	
1.9	-0.587785	-0.293893	0.881678	
1.901	-0.58269	-0.291345	0.874036	
1.902	-0.577573	-0.288786	0.866359	
1.903	-0.572432	-0.286216	0.858648	
1.904	-0.567269	-0.283634	0.850903	
