t 1 2 jL0100 jV0200 
0.000525 1.37426 -0.407706 1.78197 -1.78197
0.000526 1.34945 -0.432097 1.78155 -1.78155
0.000527 1.32467 -0.456438 1.7811 -1.7811
0.000528 1.29991 -0.480728 1.78064 -1.78064
0.000529 1.27518 -0.504966 1.78014 -1.78014
0.00053 1.25047 -0.529151 1.77963 -1.77963
0.000531 1.2258 -0.553282 1.77908 -1.77908
0.000532 1.20116 -0.577359 1.77852 -1.77852
0.000533 1.17655 -0.60138 1.77793 -1.77793
0.000534 1.15197 -0.625345 1.77732 -1.77732
0.000535 1.12743 -0.649252 1.77668 -1.77668
0.000536 1.10292 -0.673101 1.77602 -1.77602
0.000537 1.07844 -0.69689 1.77533 -1.77533
0.000538 1.054 -0.72062 1.77462 -1.77462
0.000539 1.0296 -0.744288 1.77389 -1.77389
0.00054 1.00524 -0.767895 1.77314 -1.77314
0.000541 0.980917 -0.791439 1.77236 -1.77236
0.000542 0.956634 -0.814919 1.77155 -1.77155
0.000543 0.932392 -0.838334 1.77073 -1.77073
0.000544 0.908192 -0.861684 1.76988 -1.76988
0.000545 0.884036 -0.884967 1.769 -1.769
0.000546 0.859923 -0.908183 1.76811 -1.76811
0.000547 0.835855 -0.931331 1.76719 -1.76719
0.000548 0.811834 -0.95441 1.76624 -1.76624
0.000549 0.787859 -0.977419 1.76528 -1.76528
0.00055 0.763932 -1.00036 1.76429 -1.76429
0.000551 0.740054 -1.02322 1.76328 -1.76328
0.000552 0.716226 -1.04602 1.76224 -1.76224
0.000553 0.692448 -1.06874 1.76118 -1.76118
0.000554 0.668722 -1.09138 1.7601 -1.7601
0.000555 0.645048 -1.11395 1.759 -1.759
0.000556 0.621428 -1.13645 1.75788 -1.75788
0.000557 0.597863 -1.15887 1.75673 -1.75673
0.000558 0.574352 -1.18121 1.75556 -1.75556
0.000559 0.550899 -1.20347 1.75437 -1.75437
0.00056 0.527502 -1.22565 1.75315 -1.75315
0.000561 0.504163 -1.24775 1.75192 -1.75192
0.000562 0.480884 -1.26977 1.75066 -1.75066
0.000563 0.457664 -1.29171 1.74938 -1.74938
0.000564 0.434505 -1.31357 1.74807 -1.74807
0.000565 0.411408 -1.33534 1.74675 -1.74675
0.000566 0.388374 -1.35703 1.7454 -1.7454
0.000567 0.365404 -1.37863 1.74404 -1.74404
0.000568 0.342498 -1.40015 1.74265 -1.74265
0.000569 0.319657 -1.42158 1.74123 -1.74123
0.00057 0.296883 -1.44292 1.7398 -1.7398
0.000571 0.274176 -1.46417 1.73835 -1.73835
0.000572 0.251537 -1.48534 1.73687 -1.73687
0.000573 0.228967 -1.50641 1.73538 -1.73538
0.000574 0.206467 -1.52739 1.73386 -1.73386
0.000575 0.184038 -1.54829 1.73232 -1.73232
0.000576 0.161681 -1.56908 1.73076 -1.73076
0.000577 0.139396 -1.58979 1.72919 -1.72919
0.000578 0.117184 -1.6104 1.72759 -1.72759
0.000579 0.0950472 -1.63092 1.72596 -1.72596
0.00058 0.0729853 -1.65134 1.72432 -1.72432
0.000581 0.0509995 -1.67166 1.72266 -1.72266
0.000582 0.0290906 -1.69189 1.72098 -1.72098
0.000583 0.00725958 -1.71202 1.71928 -1.71928
0.000584 -0.0144928 -1.73205 1.71756 -1.71756
0.000585 -0.0361657 -1.75198 1.71581 -1.71581
0.000586 -0.0577581 -1.77181 1.71405 -1.71405
0.000587 -0.0792694 -1.79154 1.71227 -1.71227
0.000588 -0.100699 -1.81117 1.71047 -1.71047
0.000589 -0.122045 -1.83069 1.70865 -1.70865
0.00059 -0.143307 -1.85012 1.70681 -1.70681
0.000591 -0.164485 -1.86943 1.70495 -1.70495
0.000592 -0.185577 -1.88865 1.70307 -1.70307
0.000593 -0.206583 -1.90775 1.70117 -1.70117
0.000594 -0.227502 -1.92676 1.69925 -1.69925
0.000595 -0.248334 -1.94565 1.69732 -1.69732
0.000596 -0.269076 -1.96444 1.69536 -1.69536
0.000597 -0.289729 -1.98312 1.69339 -1.69339
0.000598 -0.310291 -2.00169 1.6914 -1.6914
0.000599 -0.330762 -2.02015 1.68939 -1.68939
0.0006 -0.351141 -2.0385 1.68736 -1.68736
0.000601 -0.371427 -2.05674 1.68531 -1.68531
0.000602 -0.39162 -2.07486 1.68324 -1.68324
0.000603 -0.411718 -2.09288 1.68116 -1.68116
0.000604 -0.431721 -2.11078 1.67906 -1.67906
0.000605 -0.451628 -2.12857 1.67694 -1.67694
0.000606 -0.471438 -2.14624 1.6748 -1.6748
0.000607 -0.491151 -2.1638 1.67264 -1.67264
0.000608 -0.510765 -2.18124 1.67047 -1.67047
0.000609 -0.530281 -2.19856 1.66828 -1.66828
0.00061 -0.549696 -2.21577 1.66608 -1.66608
0.000611 -0.569011 -2.23286 1.66385 -1.66385
0.000612 -0.588224 -2.24983 1.66161 -1.66161
0.000613 -0.607335 -2.26669 1.65935 -1.65935
0.000614 -0.626343 -2.28342 1.65708 -1.65708
0.000615 -0.645247 -2.30003 1.65478 -1.65478
0.000616 -0.664047 -2.31652 1.65248 -1.65248
0.000617 -0.682742 -2.33289 1.65015 -1.65015
0.000618 -0.701331 -2.34914 1.64781 -1.64781
0.000619 -0.719814 -2.36527 1.64545 -1.64545
0.00062 -0.738188 -2.38127 1.64308 -1.64308
0.000621 -0.756455 -2.39715 1.64069 -1.64069
0.000622 -0.774613 -2.4129 1.63829 -1.63829
0.000623 -0.792662 -2.42853 1.63587 -1.63587
0.000624 -0.8106 -2.44403 1.63343 -1.63343
0.000625 -0.828427 -2.4594 1.63098 -1.63098
0.000626 -0.846143 -2.47465 1.62851 -1.62851
0.000627 -0.863746 -2.48977 1.62603 -1.62603
0.000628 -0.881236 -2.50477 1.62353 -1.62353
0.000629 -0.898613 -2.51963 1.62102 -1.62102
0.00063 -0.915875 -2.53437 1.61849 -1.61849
0.000631 -0.933021 -2.54897 1.61595 -1.61595
0.000632 -0.950052 -2.56345 1.61339 -1.61339
0.000633 -0.966967 -2.57779 1.61082 -1.61082
0.000634 -0.983765 -2.592 1.60824 -1.60824
0.000635 -1.00044 -2.60608 1.60564 -1.60564
0.000636 -1.01701 -2.62003 1.60303 -1.60303
0.000637 -1.03345 -2.63385 1.6004 -1.6004
0.000638 -1.04977 -2.64753 1.59776 -1.59776
0.000639 -1.06597 -2.66108 1.5951 -1.5951
0.00064 -1.08205 -2.67449 1.59244 -1.59244
0.000641 -1.09801 -2.68777 1.58976 -1.58976
0.000642 -1.11385 -2.70091 1.58706 -1.58706
0.000643 -1.12956 -2.71392 1.58435 -1.58435
0.000644 -1.14515 -2.72679 1.58163 -1.58163
0.000645 -1.16062 -2.73952 1.5789 -1.5789
0.000646 -1.17596 -2.75212 1.57615 -1.57615
0.000647 -1.19118 -2.76457 1.5734 -1.5734
0.000648 -1.20627 -2.77689 1.57063 -1.57063
0.000649 -1.22123 -2.78907 1.56784 -1.56784
0.00065 -1.23607 -2.80111 1.56505 -1.56505
0.000651 -1.25078 -2.81302 1.56224 -1.56224
0.000652 -1.26536 -2.82478 1.55942 -1.55942
0.000653 -1.27981 -2.8364 1.55659 -1.55659
0.000654 -1.29413 -2.84788 1.55375 -1.55375
0.000655 -1.30832 -2.85922 1.55089 -1.55089
0.000656 -1.32238 -2.87041 1.54803 -1.54803
0.000657 -1.33631 -2.88147 1.54515 -1.54515
0.000658 -1.35011 -2.89238 1.54227 -1.54227
0.000659 -1.36378 -2.90315 1.53937 -1.53937
0.00066 -1.37731 -2.91377 1.53646 -1.53646
0.000661 -1.39071 -2.92425 1.53354 -1.53354
0.000662 -1.40398 -2.93459 1.53061 -1.53061
0.000663 -1.41711 -2.94478 1.52767 -1.52767
0.000664 -1.43011 -2.95483 1.52472 -1.52472
0.000665 -1.44297 -2.96473 1.52176 -1.52176
0.000666 -1.45569 -2.97449 1.51879 -1.51879
0.000667 -1.46828 -2.9841 1.51581 -1.51581
0.000668 -1.48074 -2.99356 1.51283 -1.51283
0.000669 -1.49305 -3.00288 1.50983 -1.50983
0.00067 -1.50523 -3.01205 1.50682 -1.50682
0.000671 -1.51727 -3.02107 1.5038 -1.5038
0.000672 -1.52916 -3.02994 1.50078 -1.50078
0.000673 -1.54093 -3.03867 1.49774 -1.49774
0.000674 -1.55255 -3.04725 1.4947 -1.4947
0.000675 -1.56403 -3.05568 1.49165 -1.49165
0.000676 -1.57537 -3.06395 1.48859 -1.48859
0.000677 -1.58656 -3.07209 1.48552 -1.48552
0.000678 -1.59762 -3.08007 1.48245 -1.48245
0.000679 -1.60854 -3.0879 1.47936 -1.47936
0.00068 -1.61931 -3.09558 1.47627 -1.47627
0.000681 -1.62994 -3.10311 1.47317 -1.47317
0.000682 -1.64042 -3.11049 1.47006 -1.47006
0.000683 -1.65077 -3.11772 1.46695 -1.46695
0.000684 -1.66096 -3.12479 1.46383 -1.46383
0.000685 -1.67102 -3.13172 1.4607 -1.4607
0.000686 -1.68093 -3.13849 1.45756 -1.45756
0.000687 -1.69069 -3.14511 1.45442 -1.45442
0.000688 -1.70031 -3.15158 1.45127 -1.45127
0.000689 -1.70978 -3.1579 1.44812 -1.44812
0.00069 -1.71911 -3.16406 1.44496 -1.44496
0.000691 -1.72828 -3.17008 1.44179 -1.44179
0.000692 -1.73732 -3.17593 1.43862 -1.43862
0.000693 -1.7462 -3.18164 1.43544 -1.43544
0.000694 -1.75494 -3.18719 1.43226 -1.43226
0.000695 -1.76352 -3.19259 1.42907 -1.42907
0.000696 -1.77196 -3.19783 1.42587 -1.42587
0.000697 -1.78025 -3.20292 1.42267 -1.42267
0.000698 -1.78839 -3.20786 1.41946 -1.41946
0.000699 -1.79638 -3.21264 1.41625 -1.41625
0.0007 -1.80423 -3.21727 1.41304 -1.41304
0.000701 -1.81192 -3.22174 1.40982 -1.40982
0.000702 -1.81946 -3.22605 1.4066 -1.4066
0.000703 -1.82685 -3.23022 1.40337 -1.40337
0.000704 -1.83409 -3.23422 1.40014 -1.40014
0.000705 -1.84117 -3.23807 1.3969 -1.3969
0.000706 -1.84811 -3.24177 1.39366 -1.39366
0.000707 -1.85489 -3.24531 1.39042 -1.39042
0.000708 -1.86153 -3.2487 1.38717 -1.38717
0.000709 -1.86801 -3.25192 1.38392 -1.38392
0.00071 -1.87433 -3.255 1.38067 -1.38067
0.000711 -1.88051 -3.25792 1.37741 -1.37741
0.000712 -1.88653 -3.26068 1.37415 -1.37415
0.000713 -1.89239 -3.26328 1.37089 -1.37089
0.000714 -1.89811 -3.26573 1.36762 -1.36762
0.000715 -1.90367 -3.26802 1.36436 -1.36436
0.000716 -1.90907 -3.27016 1.36109 -1.36109
0.000717 -1.91432 -3.27214 1.35782 -1.35782
0.000718 -1.91942 -3.27396 1.35454 -1.35454
0.000719 -1.92436 -3.27563 1.35127 -1.35127
0.00072 -1.92915 -3.27714 1.34799 -1.34799
0.000721 -1.93378 -3.27849 1.34471 -1.34471
0.000722 -1.93826 -3.27969 1.34143 -1.34143
0.000723 -1.94258 -3.28073 1.33815 -1.33815
0.000724 -1.94674 -3.28162 1.33487 -1.33487
0.000725 -1.95075 -3.28234 1.33159 -1.33159
0.000726 -1.95461 -3.28292 1.32831 -1.32831
0.000727 -1.9583 -3.28333 1.32503 -1.32503
0.000728 -1.96185 -3.28359 1.32174 -1.32174
0.000729 -1.96523 -3.28369 1.31846 -1.31846
0.00073 -1.96846 -3.28363 1.31517 -1.31517
0.000731 -1.97153 -3.28342 1.31189 -1.31189
0.000732 -1.97445 -3.28305 1.30861 -1.30861
0.000733 -1.9772 -3.28253 1.30533 -1.30533
0.000734 -1.9798 -3.28185 1.30204 -1.30204
0.000735 -1.98225 -3.28101 1.29876 -1.29876
0.000736 -1.98453 -3.28002 1.29548 -1.29548
0.000737 -1.98666 -3.27887 1.2922 -1.2922
0.000738 -1.98864 -3.27756 1.28892 -1.28892
0.000739 -1.99045 -3.2761 1.28565 -1.28565
0.00074 -1.99211 -3.27448 1.28237 -1.28237
0.000741 -1.99361 -3.2727 1.2791 -1.2791
0.000742 -1.99495 -3.27077 1.27583 -1.27583
0.000743 -1.99613 -3.26869 1.27256 -1.27256
0.000744 -1.99716 -3.26645 1.26929 -1.26929
0.000745 -1.99803 -3.26405 1.26602 -1.26602
0.000746 -1.99874 -3.2615 1.26276 -1.26276
0.000747 -1.99929 -3.25879 1.2595 -1.2595
0.000748 -1.99968 -3.25593 1.25624 -1.25624
0.000749 -1.99992 -3.25291 1.25299 -1.25299
0.00075 -2 -3.24974 1.24974 -1.24974
0.000751 -1.99992 -3.24641 1.24649 -1.24649
0.000752 -1.99968 -3.24293 1.24324 -1.24324
0.000753 -1.99929 -3.23929 1.24 -1.24
0.000754 -1.99874 -3.2355 1.23677 -1.23677
0.000755 -1.99803 -3.23156 1.23353 -1.23353
0.000756 -1.99716 -3.22746 1.2303 -1.2303
0.000757 -1.99613 -3.22321 1.22708 -1.22708
0.000758 -1.99495 -3.2188 1.22386 -1.22386
0.000759 -1.99361 -3.21425 1.22064 -1.22064
0.00076 -1.99211 -3.20954 1.21743 -1.21743
0.000761 -1.99045 -3.20467 1.21422 -1.21422
0.000762 -1.98864 -3.19965 1.21102 -1.21102
0.000763 -1.98666 -3.19449 1.20782 -1.20782
0.000764 -1.98453 -3.18916 1.20463 -1.20463
0.000765 -1.98225 -3.18369 1.20144 -1.20144
0.000766 -1.9798 -3.17807 1.19826 -1.19826
0.000767 -1.9772 -3.17229 1.19509 -1.19509
0.000768 -1.97445 -3.16636 1.19192 -1.19192
0.000769 -1.97153 -3.16029 1.18876 -1.18876
0.00077 -1.96846 -3.15406 1.1856 -1.1856
0.000771 -1.96523 -3.14768 1.18245 -1.18245
0.000772 -1.96185 -3.14115 1.1793 -1.1793
0.000773 -1.9583 -3.13447 1.17616 -1.17616
0.000774 -1.95461 -3.12764 1.17303 -1.17303
0.000775 -1.95075 -3.12066 1.16991 -1.16991
0.000776 -1.94674 -3.11354 1.16679 -1.16679
0.000777 -1.94258 -3.10626 1.16368 -1.16368
0.000778 -1.93826 -3.09884 1.16058 -1.16058
0.000779 -1.93378 -3.09127 1.15748 -1.15748
0.00078 -1.92915 -3.08355 1.1544 -1.1544
0.000781 -1.92436 -3.07568 1.15132 -1.15132
0.000782 -1.91942 -3.06767 1.14825 -1.14825
0.000783 -1.91432 -3.05951 1.14518 -1.14518
0.000784 -1.90907 -3.0512 1.14213 -1.14213
0.000785 -1.90367 -3.04275 1.13908 -1.13908
0.000786 -1.89811 -3.03415 1.13604 -1.13604
0.000787 -1.89239 -3.02541 1.13301 -1.13301
0.000788 -1.88653 -3.01652 1.12999 -1.12999
0.000789 -1.88051 -3.00749 1.12698 -1.12698
0.00079 -1.87433 -2.99831 1.12398 -1.12398
0.000791 -1.86801 -2.98899 1.12098 -1.12098
0.000792 -1.86153 -2.97952 1.118 -1.118
0.000793 -1.85489 -2.96992 1.11502 -1.11502
0.000794 -1.84811 -2.96017 1.11206 -1.11206
0.000795 -1.84117 -2.95028 1.1091 -1.1091
0.000796 -1.83409 -2.94025 1.10616 -1.10616
0.000797 -1.82685 -2.93007 1.10322 -1.10322
0.000798 -1.81946 -2.91976 1.1003 -1.1003
0.000799 -1.81192 -2.9093 1.09738 -1.09738
0.0008 -1.80423 -2.89871 1.09448 -1.09448
0.000801 -1.79638 -2.88797 1.09159 -1.09159
0.000802 -1.78839 -2.8771 1.0887 -1.0887
0.000803 -1.78025 -2.86608 1.08583 -1.08583
0.000804 -1.77196 -2.85493 1.08297 -1.08297
0.000805 -1.76352 -2.84365 1.08012 -1.08012
0.000806 -1.75494 -2.83222 1.07728 -1.07728
0.000807 -1.7462 -2.82066 1.07446 -1.07446
0.000808 -1.73732 -2.80896 1.07164 -1.07164
0.000809 -1.72828 -2.79712 1.06884 -1.06884
0.00081 -1.71911 -2.78515 1.06605 -1.06605
0.000811 -1.70978 -2.77305 1.06327 -1.06327
0.000812 -1.70031 -2.76081 1.0605 -1.0605
0.000813 -1.69069 -2.74844 1.05775 -1.05775
0.000814 -1.68093 -2.73593 1.05501 -1.05501
0.000815 -1.67102 -2.72329 1.05228 -1.05228
0.000816 -1.66096 -2.71052 1.04956 -1.04956
0.000817 -1.65077 -2.69762 1.04686 -1.04686
0.000818 -1.64042 -2.68459 1.04416 -1.04416
0.000819 -1.62994 -2.67142 1.04149 -1.04149
0.00082 -1.61931 -2.65813 1.03882 -1.03882
0.000821 -1.60854 -2.64471 1.03617 -1.03617
0.000822 -1.59762 -2.63115 1.03353 -1.03353
0.000823 -1.58656 -2.61747 1.03091 -1.03091
0.000824 -1.57537 -2.60366 1.0283 -1.0283
0.000825 -1.56403 -2.58973 1.0257 -1.0257
0.000826 -1.55255 -2.57566 1.02312 -1.02312
0.000827 -1.54093 -2.56147 1.02055 -1.02055
0.000828 -1.52916 -2.54716 1.018 -1.018
0.000829 -1.51727 -2.53272 1.01546 -1.01546
0.00083 -1.50523 -2.51816 1.01293 -1.01293
0.000831 -1.49305 -2.50347 1.01042 -1.01042
0.000832 -1.48074 -2.48866 1.00792 -1.00792
0.000833 -1.46828 -2.47372 1.00544 -1.00544
0.000834 -1.45569 -2.45867 1.00298 -1.00298
0.000835 -1.44297 -2.44349 1.00052 -1.00052
0.000836 -1.43011 -2.4282 0.998088 -0.998088
0.000837 -1.41711 -2.41278 0.995668 -0.995668
0.000838 -1.40398 -2.39724 0.993263 -0.993263
0.000839 -1.39071 -2.38159 0.990874 -0.990874
0.00084 -1.37731 -2.36581 0.9885 -0.9885
0.000841 -1.36378 -2.34992 0.986142 -0.986142
0.000842 -1.35011 -2.33391 0.9838 -0.9838
0.000843 -1.33631 -2.31779 0.981474 -0.981474
0.000844 -1.32238 -2.30155 0.979165 -0.979165
0.000845 -1.30832 -2.28519 0.976871 -0.976871
0.000846 -1.29413 -2.26872 0.974594 -0.974594
0.000847 -1.27981 -2.25214 0.972334 -0.972334
0.000848 -1.26536 -2.23545 0.97009 -0.97009
0.000849 -1.25078 -2.21864 0.967863 -0.967863
0.00085 -1.23607 -2.20172 0.965653 -0.965653
0.000851 -1.22123 -2.18469 0.96346 -0.96346
0.000852 -1.20627 -2.16755 0.961283 -0.961283
0.000853 -1.19118 -2.1503 0.959125 -0.959125
0.000854 -1.17596 -2.13294 0.956983 -0.956983
0.000855 -1.16062 -2.11548 0.954859 -0.954859
0.000856 -1.14515 -2.09791 0.952752 -0.952752
0.000857 -1.12956 -2.08023 0.950663 -0.950663
0.000858 -1.11385 -2.06244 0.948592 -0.948592
0.000859 -1.09801 -2.04455 0.946538 -0.946538
0.00086 -1.08205 -2.02656 0.944503 -0.944503
0.000861 -1.06597 -2.00846 0.942485 -0.942485
0.000862 -1.04977 -1.99026 0.940486 -0.940486
0.000863 -1.03345 -1.97195 0.938505 -0.938505
0.000864 -1.01701 -1.95355 0.936542 -0.936542
0.000865 -1.00044 -1.93504 0.934598 -0.934598
0.000866 -0.983765 -1.91644 0.932672 -0.932672
0.000867 -0.966967 -1.89773 0.930765 -0.930765
0.000868 -0.950052 -1.87893 0.928876 -0.928876
0.000869 -0.933021 -1.86003 0.927007 -0.927007
0.00087 -0.915875 -1.84103 0.925156 -0.925156
0.000871 -0.898613 -1.82194 0.923325 -0.923325
0.000872 -0.881236 -1.80275 0.921513 -0.921513
0.000873 -0.863746 -1.78347 0.919719 -0.919719
0.000874 -0.846143 -1.76409 0.917946 -0.917946
0.000875 -0.828427 -1.74462 0.916191 -0.916191
0.000876 -0.8106 -1.72506 0.914456 -0.914456
0.000877 -0.792662 -1.7054 0.912741 -0.912741
0.000878 -0.774613 -1.68566 0.911046 -0.911046
0.000879 -0.756455 -1.66583 0.90937 -0.90937
0.00088 -0.738188 -1.6459 0.907714 -0.907714
0.000881 -0.719814 -1.62589 0.906078 -0.906078
0.000882 -0.701331 -1.60579 0.904462 -0.904462
0.000883 -0.682742 -1.58561 0.902867 -0.902867
0.000884 -0.664047 -1.56534 0.901291 -0.901291
0.000885 -0.645247 -1.54498 0.899736 -0.899736
0.000886 -0.626343 -1.52454 0.898201 -0.898201
0.000887 -0.607335 -1.50402 0.896687 -0.896687
0.000888 -0.588224 -1.48342 0.895193 -0.895193
0.000889 -0.569011 -1.46273 0.89372 -0.89372
0.00089 -0.549696 -1.44196 0.892268 -0.892268
0.000891 -0.530281 -1.42112 0.890836 -0.890836
0.000892 -0.510765 -1.40019 0.889426 -0.889426
0.000893 -0.491151 -1.37919 0.888036 -0.888036
0.000894 -0.471438 -1.35811 0.886667 -0.886667
0.000895 -0.451628 -1.33695 0.88532 -0.88532
0.000896 -0.431721 -1.31571 0.883993 -0.883993
0.000897 -0.411718 -1.29441 0.882688 -0.882688
0.000898 -0.39162 -1.27302 0.881405 -0.881405
0.000899 -0.371427 -1.25157 0.880142 -0.880142
0.0009 -0.351141 -1.23004 0.878902 -0.878902
0.000901 -0.330762 -1.20844 0.877682 -0.877682
0.000902 -0.310291 -1.18678 0.876485 -0.876485
0.000903 -0.289728 -1.16504 0.875309 -0.875309
0.000904 -0.269076 -1.14323 0.874155 -0.874155
0.000905 -0.248334 -1.12136 0.873022 -0.873022
0.000906 -0.227502 -1.09941 0.871912 -0.871912
0.000907 -0.206583 -1.07741 0.870824 -0.870824
0.000908 -0.185577 -1.05533 0.869757 -0.869757
0.000909 -0.164485 -1.0332 0.868713 -0.868713
0.00091 -0.143307 -1.011 0.867691 -0.867691
0.000911 -0.122045 -0.988736 0.866691 -0.866691
0.000912 -0.100699 -0.966412 0.865713 -0.865713
0.000913 -0.0792694 -0.944028 0.864758 -0.864758
0.000914 -0.0577581 -0.921584 0.863825 -0.863825
0.000915 -0.0361657 -0.899081 0.862915 -0.862915
0.000916 -0.0144928 -0.87652 0.862027 -0.862027
0.000917 0.00725958 -0.853902 0.861162 -0.861162
0.000918 0.0290906 -0.831229 0.860319 -0.860319
0.000919 0.0509995 -0.8085 0.8595 -0.8595
0.00092 0.0729853 -0.785717 0.858703 -0.858703
0.000921 0.0950472 -0.762881 0.857928 -0.857928
0.000922 0.117184 -0.739992 0.857177 -0.857177
0.000923 0.139396 -0.717053 0.856448 -0.856448
0.000924 0.161681 -0.694062 0.855743 -0.855743
0.000925 0.184038 -0.671022 0.85506 -0.85506
0.000926 0.206467 -0.647934 0.854401 -0.854401
0.000927 0.228967 -0.624797 0.853764 -0.853764
0.000928 0.251537 -0.601614 0.853151 -0.853151
0.000929 0.274176 -0.578385 0.852561 -0.852561
0.00093 0.296883 -0.555112 0.851994 -0.851994
0.000931 0.319657 -0.531794 0.851451 -0.851451
0.000932 0.342498 -0.508433 0.850931 -0.850931
0.000933 0.365404 -0.48503 0.850434 -0.850434
0.000934 0.388374 -0.461586 0.849961 -0.849961
0.000935 0.411408 -0.438102 0.849511 -0.849511
0.000936 0.434505 -0.414579 0.849085 -0.849085
0.000937 0.457664 -0.391018 0.848682 -0.848682
0.000938 0.480884 -0.367419 0.848303 -0.848303
0.000939 0.504163 -0.343784 0.847947 -0.847947
0.00094 0.527502 -0.320113 0.847615 -0.847615
0.000941 0.550899 -0.296408 0.847307 -0.847307
0.000942 0.574352 -0.27267 0.847022 -0.847022
0.000943 0.597863 -0.248899 0.846761 -0.846761
0.000944 0.621428 -0.225096 0.846524 -0.846524
0.000945 0.645048 -0.201263 0.846311 -0.846311
0.000946 0.668722 -0.1774 0.846122 -0.846122
0.000947 0.692448 -0.153509 0.845956 -0.845956
0.000948 0.716226 -0.129589 0.845815 -0.845815
0.000949 0.740054 -0.105643 0.845697 -0.845697
0.00095 0.763932 -0.0816716 0.845604 -0.845604
0.000951 0.787859 -0.057675 0.845534 -0.845534
0.000952 0.811834 -0.0336546 0.845488 -0.845488
0.000953 0.835855 -0.00961132 0.845467 -0.845467
0.000954 0.859923 0.0144539 0.845469 -0.845469
0.000955 0.884036 0.03854 0.845496 -0.845496
0.000956 0.908192 0.0626461 0.845546 -0.845546
0.000957 0.932392 0.0867712 0.845621 -0.845621
0.000958 0.956634 0.110914 0.84572 -0.84572
0.000959 0.980917 0.135074 0.845843 -0.845843
0.00096 1.00524 0.159251 0.84599 -0.84599
0.000961 1.0296 0.183442 0.846161 -0.846161
0.000962 1.054 0.207647 0.846357 -0.846357
0.000963 1.07844 0.231866 0.846577 -0.846577
0.000964 1.10292 0.256096 0.846821 -0.846821
0.000965 1.12743 0.280338 0.847089 -0.847089
0.000966 1.15197 0.30459 0.847381 -0.847381
0.000967 1.17655 0.328852 0.847698 -0.847698
0.000968 1.20116 0.353121 0.848039 -0.848039
0.000969 1.2258 0.377398 0.848404 -0.848404
0.00097 1.25047 0.401681 0.848794 -0.848794
0.000971 1.27518 0.425969 0.849208 -0.849208
0.000972 1.29991 0.450262 0.849646 -0.849646
0.000973 1.32467 0.474558 0.850108 -0.850108
0.000974 1.34945 0.498857 0.850595 -0.850595
0.000975 1.37426 0.523156 0.851106 -0.851106
0.000976 1.3991 0.547457 0.851641 -0.851641
0.000977 1.42396 0.571756 0.852201 -0.852201
0.000978 1.44884 0.596054 0.852785 -0.852785
0.000979 1.47374 0.62035 0.853393 -0.853393
0.00098 1.49867 0.644642 0.854025 -0.854025
0.000981 1.52361 0.668929 0.854682 -0.854682
0.000982 1.54857 0.693211 0.855363 -0.855363
0.000983 1.57356 0.717487 0.856068 -0.856068
0.000984 1.59855 0.741755 0.856798 -0.856798
0.000985 1.62357 0.766015 0.857552 -0.857552
0.000986 1.6486 0.790265 0.85833 -0.85833
0.000987 1.67364 0.814505 0.859133 -0.859133
0.000988 1.69869 0.838734 0.859959 -0.859959
0.000989 1.72376 0.86295 0.86081 -0.86081
0.00099 1.74884 0.887153 0.861685 -0.861685
0.000991 1.77393 0.911342 0.862584 -0.862584
0.000992 1.79902 0.935515 0.863508 -0.863508
0.000993 1.82413 0.959672 0.864455 -0.864455
0.000994 1.84924 0.983812 0.865427 -0.865427
0.000995 1.87436 1.00793 0.866423 -0.866423
0.000996 1.89948 1.03204 0.867443 -0.867443
0.000997 1.92461 1.05612 0.868487 -0.868487
0.000998 1.94974 1.08018 0.869555 -0.869555
0.000999 1.97487 1.10422 0.870647 -0.870647
0.001 2 1.12824 0.871764 -0.871764
0.001001 2.02513 1.15223 0.872904 -0.872904
0.001002 2.05026 1.1762 0.874068 -0.874068
0.001003 2.07539 1.20014 0.875256 -0.875256
0.001004 2.10052 1.22405 0.876468 -0.876468
0.001005 2.12564 1.24794 0.877704 -0.877704
0.001006 2.15076 1.2718 0.878964 -0.878964
0.001007 2.17587 1.29562 0.880248 -0.880248
0.001008 2.20098 1.31942 0.881555 -0.881555
0.001009 2.22607 1.34319 0.882887 -0.882887
0.00101 2.25116 1.36692 0.884242 -0.884242
0.001011 2.27624 1.39062 0.88562 -0.88562
0.001012 2.30131 1.41428 0.887023 -0.887023
0.001013 2.32636 1.43791 0.888449 -0.888449
0.001014 2.3514 1.46151 0.889899 -0.889899
0.001015 2.37643 1.48506 0.891372 -0.891372
0.001016 2.40145 1.50858 0.892869 -0.892869
0.001017 2.42644 1.53206 0.894389 -0.894389
0.001018 2.45143 1.55549 0.895933 -0.895933
0.001019 2.47639 1.57889 0.8975 -0.8975
0.00102 2.50133 1.60224 0.899091 -0.899091
0.001021 2.52626 1.62555 0.900705 -0.900705
0.001022 2.55116 1.64882 0.902342 -0.902342
0.001023 2.57604 1.67204 0.904002 -0.904002
0.001024 2.6009 1.69522 0.905686 -0.905686
0.001025 2.62574 1.71835 0.907393 -0.907393
0.001026 2.65055 1.74143 0.909122 -0.909122
0.001027 2.67533 1.76446 0.910875 -0.910875
0.001028 2.70009 1.78744 0.912651 -0.912651
0.001029 2.72482 1.81037 0.91445 -0.91445
0.00103 2.74953 1.83325 0.916272 -0.916272
0.001031 2.7742 1.85608 0.918117 -0.918117
0.001032 2.79884 1.87886 0.919984 -0.919984
