t	1	2	3	jO0200	jV0300	
0.3628	-0.00913261	-0.0182652	-0.00913261	1.82652e-05	-9.13261e-06	
0.36285	-0.0091262	-0.0182524	-0.0091262	1.82524e-05	-9.1262e-06	
0.3629	-0.00911977	-0.0182395	-0.00911977	1.82395e-05	-9.11977e-06	
0.36295	-0.00911331	-0.0182266	-0.00911331	1.82266e-05	-9.11331e-06	
0.363	-0.00910684	-0.0182137	-0.00910684	1.82137e-05	-9.10684e-06	
0.36305	-0.00910034	-0.0182007	-0.00910034	1.82007e-05	-9.10034e-06	
0.3631	-0.00909381	-0.0181876	-0.00909381	1.81876e-05	-9.09381e-06	
0.36315	-0.00908727	-0.0181745	-0.00908727	1.81745e-05	-9.08727e-06	
0.3632	-0.0090807	-0.0181614	-0.0090807	1.81614e-05	-9.0807e-06	
0.36325	-0.00907411	-0.0181482	-0.00907411	1.81482e-05	-9.07411e-06	
0.3633	-0.0090675	-0.018135	-0.0090675	1.8135e-05	-9.0675e-06	
0.36335	-0.00906086	-0.0181217	-0.00906086	1.81217e-05	-9.06086e-06	
0.3634	-0.00905421	-0.0181084	-0.00905421	1.81084e-05	-9.05421e-06	
0.36345	-0.00904753	-0.0180951	-0.00904753	1.80951e-05	-9.04753e-06	
0.3635	-0.00904083	-0.0180817	-0.00904083	1.80817e-05	-9.04083e-06	
0.36355	-0.0090341	-0.0180682	-0.0090341	1.80682e-05	-9.0341e-06	
0.3636	-0.00902736	-0.0180547	-0.00902736	1.80547e-05	-9.02736e-06	
0.36365	-0.00902059	-0.0180412	-0.00902059	1.80412e-05	-9.02059e-06	
0.3637	-0.0090138	-0.0180276	-0.0090138	1.80276e-05	-9.0138e-06	
0.36375	-0.00900698	-0.018014	-0.00900698	1.8014e-05	-9.00698e-06	
0.3638	-0.00900015	-0.0180003	-0.00900015	1.80003e-05	-9.00015e-06	
0.36385	-0.00899329	-0.0179866	-0.00899329	1.79866e-05	-8.99329e-06	
0.3639	-0.00898641	-0.0179728	-0.00898641	1.79728e-05	-8.98641e-06	
0.36395	-0.00897951	-0.017959	-0.00897951	1.7959e-05	-8.97951e-06	
0.364	-0.00897258	-0.0179452	-0.00897258	1.79452e-05	-8.97258e-06	
0.36405	-0.00896564	-0.0179313	-0.00896564	1.79313e-05	-8.96564e-06	
0.3641	-0.00895867	-0.0179173	-0.00895867	1.79173e-05	-8.95867e-06	
0.36415	-0.00895168	-0.0179034	-0.00895168	1.79034e-05	-8.95168e-06	
0.3642	-0.00894467	-0.0178893	-0.00894467	1.78893e-05	-8.94467e-06	
0.36425	-0.00893763	-0.0178753	-0.00893763	1.78753e-05	-8.93763e-06	
0.3643	-0.00893057	-0.0178611	-0.00893057	1.78611e-05	-8.93057e-06	
0.36435	-0.0089235	-0.017847	-0.0089235	1.7847e-05	-8.9235e-06	
0.3644	-0.0089164	-0.0178328	-0.0089164	1.78328e-05	-8.9164e-06	
0.36445	-0.00890927	-0.0178185	-0.00890927	1.78185e-05	-8.90927e-06	
0.3645	-0.00890213	-0.0178043	-0.00890213	1.78043e-05	-8.90213e-06	
0.36455	-0.00889496	-0.0177899	-0.00889496	1.77899e-05	-8.89496e-06	
0.3646	-0.00888777	-0.0177755	-0.00888777	1.77755e-05	-8.88777e-06	
0.36465	-0.00888056	-0.0177611	-0.00888056	1.77611e-05	-8.88056e-06	
0.3647	-0.00887333	-0.0177467	-0.00887333	1.77467e-05	-8.87333e-06	
0.36475	-0.00886608	-0.0177322	-0.00886608	1.77322e-05	-8.86608e-06	
0.3648	-0.0088588	-0.0177176	-0.0088588	1.77176e-05	-8.8588e-06	
0.36485	-0.0088515	-0.017703	-0.0088515	1.7703e-05	-8.8515e-06	
0.3649	-0.00884418	-0.0176884	-0.00884418	1.76884e-05	-8.84418e-06	
0.36495	-0.00883684	-0.0176737	-0.00883684	1.76737e-05	-8.83684e-06	
0.365	-0.00882948	-0.017659	-0.00882948	1.7659e-05	-8.82948e-06	
0.36505	-0.00882209	-0.0176442	-0.00882209	1.76442e-05	-8.82209e-06	
0.3651	-0.00881468	-0.0176294	-0.00881468	1.76294e-05	-8.81468e-06	
0.36515	-0.00880725	-0.0176145	-0.00880725	1.76145e-05	-8.80725e-06	
0.3652	-0.0087998	-0.0175996	-0.0087998	1.75996e-05	-8.7998e-06	
0.36525	-0.00879233	-0.0175847	-0.00879233	1.75847e-05	-8.79233e-06	
0.3653	-0.00878484	-0.0175697	-0.00878484	1.75697e-05	-8.78484e-06	
0.36535	-0.00877732	-0.0175546	-0.00877732	1.75546e-05	-8.77732e-06	
0.3654	-0.00876978	-0.0175396	-0.00876978	1.75396e-05	-8.76978e-06	
0.36545	-0.00876223	-0.0175245	-0.00876223	1.75245e-05	-8.76223e-06	
0.3655	-0.00875465	-0.0175093	-0.00875465	1.75093e-05	-8.75465e-06	
0.36555	-0.00874704	-0.0174941	-0.00874704	1.74941e-05	-8.74704e-06	
0.3656	-0.00873942	-0.0174788	-0.00873942	1.74788e-05	-8.73942e-06	
0.36565	-0.00873177	-0.0174635	-0.00873177	1.74635e-05	-8.73177e-06	
0.3657	-0.00872411	-0.0174482	-0.00872411	1.74482e-05	-8.72411e-06	
0.36575	-0.00871642	-0.0174328	-0.00871642	1.74328e-05	-8.71642e-06	
0.3658	-0.00870871	-0.0174174	-0.00870871	1.74174e-05	-8.70871e-06	
0.36585	-0.00870098	-0.017402	-0.00870098	1.7402e-05	-8.70098e-06	
0.3659	-0.00869322	-0.0173864	-0.00869322	1.73864e-05	-8.69322e-06	
0.36595	-0.00868545	-0.0173709	-0.00868545	1.73709e-05	-8.68545e-06	
0.366	-0.00867765	-0.0173553	-0.00867765	1.73553e-05	-8.67765e-06	
0.36605	-0.00866984	-0.0173397	-0.00866984	1.73397e-05	-8.66984e-06	
0.3661	-0.008662	-0.017324	-0.008662	1.7324e-05	-8.662e-06	
0.36615	-0.00865414	-0.0173083	-0.00865414	1.73083e-05	-8.65414e-06	
0.3662	-0.00864626	-0.0172925	-0.00864626	1.72925e-05	-8.64626e-06	
0.36625	-0.00863836	-0.0172767	-0.00863836	1.72767e-05	-8.63836e-06	
0.3663	-0.00863043	-0.0172609	-0.00863043	1.72609e-05	-8.63043e-06	
0.36635	-0.00862249	-0.017245	-0.00862249	1.7245e-05	-8.62249e-06	
0.3664	-0.00861452	-0.017229	-0.00861452	1.7229e-05	-8.61452e-06	
0.36645	-0.00860653	-0.0172131	-0.00860653	1.72131e-05	-8.60653e-06	
0.3665	-0.00859852	-0.017197	-0.00859852	1.7197e-05	-8.59852e-06	
0.36655	-0.00859049	-0.017181	-0.00859049	1.7181e-05	-8.59049e-06	
0.3666	-0.00858244	-0.0171649	-0.00858244	1.71649e-05	-8.58244e-06	
0.36665	-0.00857437	-0.0171487	-0.00857437	1.71487e-05	-8.57437e-06	
0.3667	-0.00856627	-0.0171325	-0.00856627	1.71325e-05	-8.56627e-06	
0.36675	-0.00855816	-0.0171163	-0.00855816	1.71163e-05	-8.55816e-06	
0.3668	-0.00855002	-0.0171	-0.00855002	1.71e-05	-8.55002e-06	
0.36685	-0.00854187	-0.0170837	-0.00854187	1.70837e-05	-8.54187e-06	
0.3669	-0.00853369	-0.0170674	-0.00853369	1.70674e-05	-8.53369e-06	
0.36695	-0.00852549	-0.017051	-0.00852549	1.7051e-05	-8.52549e-06	
0.367	-0.00851727	-0.0170345	-0.00851727	1.70345e-05	-8.51727e-06	
0.36705	-0.00850903	-0.0170181	-0.00850903	1.70181e-05	-8.50903e-06	
0.3671	-0.00850077	-0.0170015	-0.00850077	1.70015e-05	-8.50077e-06	
0.36715	-0.00849248	-0.016985	-0.00849248	1.6985e-05	-8.49248e-06	
0.3672	-0.00848418	-0.0169684	-0.00848418	1.69684e-05	-8.48418e-06	
0.36725	-0.00847585	-0.0169517	-0.00847585	1.69517e-05	-8.47585e-06	
0.3673	-0.00846751	-0.016935	-0.00846751	1.6935e-05	-8.46751e-06	
0.36735	-0.00845914	-0.0169183	-0.00845914	1.69183e-05	-8.45914e-06	
0.3674	-0.00845075	-0.0169015	-0.00845075	1.69015e-05	-8.45075e-06	
0.36745	-0.00844234	-0.0168847	-0.00844234	1.68847e-05	-8.44234e-06	
0.3675	-0.00843391	-0.0168678	-0.00843391	1.68678e-05	-8.43391e-06	
0.36755	-0.00842546	-0.0168509	-0.00842546	1.68509e-05	-8.42546e-06	
0.3676	-0.00841699	-0.016834	-0.00841699	1.6834e-05	-8.41699e-06	
0.36765	-0.0084085	-0.016817	-0.0084085	1.6817e-05	-8.4085e-06	
0.3677	-0.00839999	-0.0168	-0.00839999	1.68e-05	-8.39999e-06	
0.36775	-0.00839146	-0.0167829	-0.00839146	1.67829e-05	-8.39146e-06	
0.3678	-0.0083829	-0.0167658	-0.0083829	1.67658e-05	-8.3829e-06	
0.36785	-0.00837433	-0.0167487	-0.00837433	1.67487e-05	-8.37433e-06	
0.3679	-0.00836573	-0.0167315	-0.00836573	1.67315e-05	-8.36573e-06	
0.36795	-0.00835712	-0.0167142	-0.00835712	1.67142e-05	-8.35712e-06	
0.368	-0.00834848	-0.016697	-0.00834848	1.6697e-05	-8.34848e-06	
0.36805	-0.00833982	-0.0166796	-0.00833982	1.66796e-05	-8.33982e-06	
0.3681	-0.00833114	-0.0166623	-0.00833114	1.66623e-05	-8.33114e-06	
0.36815	-0.00832245	-0.0166449	-0.00832245	1.66449e-05	-8.32245e-06	
0.3682	-0.00831373	-0.0166275	-0.00831373	1.66275e-05	-8.31373e-06	
0.36825	-0.00830499	-0.01661	-0.00830499	1.661e-05	-8.30499e-06	
0.3683	-0.00829623	-0.0165925	-0.00829623	1.65925e-05	-8.29623e-06	
0.36835	-0.00828745	-0.0165749	-0.00828745	1.65749e-05	-8.28745e-06	
0.3684	-0.00827865	-0.0165573	-0.00827865	1.65573e-05	-8.27865e-06	
0.36845	-0.00826982	-0.0165396	-0.00826982	1.65396e-05	-8.26982e-06	
0.3685	-0.00826098	-0.016522	-0.00826098	1.6522e-05	-8.26098e-06	
0.36855	-0.00825212	-0.0165042	-0.00825212	1.65042e-05	-8.25212e-06	
0.3686	-0.00824324	-0.0164865	-0.00824324	1.64865e-05	-8.24324e-06	
0.36865	-0.00823434	-0.0164687	-0.00823434	1.64687e-05	-8.23434e-06	
0.3687	-0.00822541	-0.0164508	-0.00822541	1.64508e-05	-8.22541e-06	
0.36875	-0.00821647	-0.0164329	-0.00821647	1.64329e-05	-8.21647e-06	
0.3688	-0.00820751	-0.016415	-0.00820751	1.6415e-05	-8.20751e-06	
0.36885	-0.00819852	-0.016397	-0.00819852	1.6397e-05	-8.19852e-06	
0.3689	-0.00818952	-0.016379	-0.00818952	1.6379e-05	-8.18952e-06	
0.36895	-0.00818049	-0.016361	-0.00818049	1.6361e-05	-8.18049e-06	
0.369	-0.00817145	-0.0163429	-0.00817145	1.63429e-05	-8.17145e-06	
0.36905	-0.00816238	-0.0163248	-0.00816238	1.63248e-05	-8.16238e-06	
0.3691	-0.0081533	-0.0163066	-0.0081533	1.63066e-05	-8.1533e-06	
0.36915	-0.00814419	-0.0162884	-0.00814419	1.62884e-05	-8.14419e-06	
0.3692	-0.00813507	-0.0162701	-0.00813507	1.62701e-05	-8.13507e-06	
0.36925	-0.00812592	-0.0162518	-0.00812592	1.62518e-05	-8.12592e-06	
0.3693	-0.00811676	-0.0162335	-0.00811676	1.62335e-05	-8.11676e-06	
0.36935	-0.00810757	-0.0162151	-0.00810757	1.62151e-05	-8.10757e-06	
0.3694	-0.00809837	-0.0161967	-0.00809837	1.61967e-05	-8.09837e-06	
0.36945	-0.00808914	-0.0161783	-0.00808914	1.61783e-05	-8.08914e-06	
0.3695	-0.0080799	-0.0161598	-0.0080799	1.61598e-05	-8.0799e-06	
0.36955	-0.00807063	-0.0161413	-0.00807063	1.61413e-05	-8.07063e-06	
0.3696	-0.00806135	-0.0161227	-0.00806135	1.61227e-05	-8.06135e-06	
0.36965	-0.00805204	-0.0161041	-0.00805204	1.61041e-05	-8.05204e-06	
0.3697	-0.00804272	-0.0160854	-0.00804272	1.60854e-05	-8.04272e-06	
0.36975	-0.00803337	-0.0160667	-0.00803337	1.60667e-05	-8.03337e-06	
0.3698	-0.00802401	-0.016048	-0.00802401	1.6048e-05	-8.02401e-06	
0.36985	-0.00801463	-0.0160293	-0.00801463	1.60293e-05	-8.01463e-06	
0.3699	-0.00800522	-0.0160104	-0.00800522	1.60104e-05	-8.00522e-06	
0.36995	-0.0079958	-0.0159916	-0.0079958	1.59916e-05	-7.9958e-06	
0.37	-0.00798636	-0.0159727	-0.00798636	1.59727e-05	-7.98636e-06	
0.37005	-0.00797689	-0.0159538	-0.00797689	1.59538e-05	-7.97689e-06	
0.3701	-0.00796741	-0.0159348	-0.00796741	1.59348e-05	-7.96741e-06	
0.37015	-0.00795791	-0.0159158	-0.00795791	1.59158e-05	-7.95791e-06	
0.3702	-0.00794838	-0.0158968	-0.00794838	1.58968e-05	-7.94838e-06	
0.37025	-0.00793884	-0.0158777	-0.00793884	1.58777e-05	-7.93884e-06	
0.3703	-0.00792928	-0.0158586	-0.00792928	1.58586e-05	-7.92928e-06	
0.37035	-0.0079197	-0.0158394	-0.0079197	1.58394e-05	-7.9197e-06	
0.3704	-0.0079101	-0.0158202	-0.0079101	1.58202e-05	-7.9101e-06	
0.37045	-0.00790048	-0.015801	-0.00790048	1.5801e-05	-7.90048e-06	
0.3705	-0.00789084	-0.0157817	-0.00789084	1.57817e-05	-7.89084e-06	
0.37055	-0.00788118	-0.0157624	-0.00788118	1.57624e-05	-7.88118e-06	
0.3706	-0.0078715	-0.015743	-0.0078715	1.5743e-05	-7.8715e-06	
0.37065	-0.00786181	-0.0157236	-0.00786181	1.57236e-05	-7.86181e-06	
0.3707	-0.00785209	-0.0157042	-0.00785209	1.57042e-05	-7.85209e-06	
0.37075	-0.00784235	-0.0156847	-0.00784235	1.56847e-05	-7.84235e-06	
0.3708	-0.0078326	-0.0156652	-0.0078326	1.56652e-05	-7.8326e-06	
0.37085	-0.00782282	-0.0156456	-0.00782282	1.56456e-05	-7.82282e-06	
0.3709	-0.00781303	-0.0156261	-0.00781303	1.56261e-05	-7.81303e-06	
0.37095	-0.00780321	-0.0156064	-0.00780321	1.56064e-05	-7.80321e-06	
0.371	-0.00779338	-0.0155868	-0.00779338	1.55868e-05	-7.79338e-06	
0.37105	-0.00778353	-0.0155671	-0.00778353	1.55671e-05	-7.78353e-06	
0.3711	-0.00777366	-0.0155473	-0.00777366	1.55473e-05	-7.77366e-06	
0.37115	-0.00776377	-0.0155275	-0.00776377	1.55275e-05	-7.76377e-06	
0.3712	-0.00775386	-0.0155077	-0.00775386	1.55077e-05	-7.75386e-06	
0.37125	-0.00774393	-0.0154879	-0.00774393	1.54879e-05	-7.74393e-06	
0.3713	-0.00773398	-0.015468	-0.00773398	1.5468e-05	-7.73398e-06	
0.37135	-0.00772401	-0.015448	-0.00772401	1.5448e-05	-7.72401e-06	
0.3714	-0.00771403	-0.0154281	-0.00771403	1.54281e-05	-7.71403e-06	
0.37145	-0.00770402	-0.015408	-0.00770402	1.5408e-05	-7.70402e-06	
0.3715	-0.007694	-0.015388	-0.007694	1.5388e-05	-7.694e-06	
0.37155	-0.00768395	-0.0153679	-0.00768395	1.53679e-05	-7.68395e-06	
0.3716	-0.00767389	-0.0153478	-0.00767389	1.53478e-05	-7.67389e-06	
0.37165	-0.00766381	-0.0153276	-0.00766381	1.53276e-05	-7.66381e-06	
0.3717	-0.00765371	-0.0153074	-0.00765371	1.53074e-05	-7.65371e-06	
0.37175	-0.00764359	-0.0152872	-0.00764359	1.52872e-05	-7.64359e-06	
0.3718	-0.00763345	-0.0152669	-0.00763345	1.52669e-05	-7.63345e-06	
0.37185	-0.0076233	-0.0152466	-0.0076233	1.52466e-05	-7.6233e-06	
0.3719	-0.00761312	-0.0152262	-0.00761312	1.52262e-05	-7.61312e-06	
0.37195	-0.00760293	-0.0152059	-0.00760293	1.52059e-05	-7.60293e-06	
0.372	-0.00759271	-0.0151854	-0.00759271	1.51854e-05	-7.59271e-06	
0.37205	-0.00758248	-0.015165	-0.00758248	1.5165e-05	-7.58248e-06	
0.3721	-0.00757223	-0.0151445	-0.00757223	1.51445e-05	-7.57223e-06	
0.37215	-0.00756196	-0.0151239	-0.00756196	1.51239e-05	-7.56196e-06	
0.3722	-0.00755167	-0.0151033	-0.00755167	1.51033e-05	-7.55167e-06	
0.37225	-0.00754137	-0.0150827	-0.00754137	1.50827e-05	-7.54137e-06	
0.3723	-0.00753104	-0.0150621	-0.00753104	1.50621e-05	-7.53104e-06	
0.37235	-0.0075207	-0.0150414	-0.0075207	1.50414e-05	-7.5207e-06	
0.3724	-0.00751034	-0.0150207	-0.00751034	1.50207e-05	-7.51034e-06	
0.37245	-0.00749996	-0.0149999	-0.00749996	1.49999e-05	-7.49996e-06	
0.3725	-0.00748956	-0.0149791	-0.00748956	1.49791e-05	-7.48956e-06	
0.37255	-0.00747914	-0.0149583	-0.00747914	1.49583e-05	-7.47914e-06	
0.3726	-0.0074687	-0.0149374	-0.0074687	1.49374e-05	-7.4687e-06	
0.37265	-0.00745825	-0.0149165	-0.00745825	1.49165e-05	-7.45825e-06	
0.3727	-0.00744778	-0.0148956	-0.00744778	1.48956e-05	-7.44778e-06	
0.37275	-0.00743728	-0.0148746	-0.00743728	1.48746e-05	-7.43728e-06	
0.3728	-0.00742678	-0.0148536	-0.00742678	1.48536e-05	-7.42678e-06	
0.37285	-0.00741625	-0.0148325	-0.00741625	1.48325e-05	-7.41625e-06	
0.3729	-0.0074057	-0.0148114	-0.0074057	1.48114e-05	-7.4057e-06	
0.37295	-0.00739514	-0.0147903	-0.00739514	1.47903e-05	-7.39514e-06	
0.373	-0.00738455	-0.0147691	-0.00738455	1.47691e-05	-7.38455e-06	
0.37305	-0.00737395	-0.0147479	-0.00737395	1.47479e-05	-7.37395e-06	
0.3731	-0.00736333	-0.0147267	-0.00736333	1.47267e-05	-7.36333e-06	
0.37315	-0.0073527	-0.0147054	-0.0073527	1.47054e-05	-7.3527e-06	
0.3732	-0.00734204	-0.0146841	-0.00734204	1.46841e-05	-7.34204e-06	
0.37325	-0.00733137	-0.0146627	-0.00733137	1.46627e-05	-7.33137e-06	
0.3733	-0.00732067	-0.0146413	-0.00732067	1.46413e-05	-7.32067e-06	
0.37335	-0.00730997	-0.0146199	-0.00730997	1.46199e-05	-7.30997e-06	
0.3734	-0.00729924	-0.0145985	-0.00729924	1.45985e-05	-7.29924e-06	
0.37345	-0.00728849	-0.014577	-0.00728849	1.4577e-05	-7.28849e-06	
0.3735	-0.00727773	-0.0145555	-0.00727773	1.45555e-05	-7.27773e-06	
0.37355	-0.00726695	-0.0145339	-0.00726695	1.45339e-05	-7.26695e-06	
0.3736	-0.00725615	-0.0145123	-0.00725615	1.45123e-05	-7.25615e-06	
0.37365	-0.00724533	-0.0144907	-0.00724533	1.44907e-05	-7.24533e-06	
0.3737	-0.00723449	-0.014469	-0.00723449	1.4469e-05	-7.23449e-06	
0.37375	-0.00722364	-0.0144473	-0.00722364	1.44473e-05	-7.22364e-06	
0.3738	-0.00721277	-0.0144255	-0.00721277	1.44255e-05	-7.21277e-06	
0.37385	-0.00720188	-0.0144038	-0.00720188	1.44038e-05	-7.20188e-06	
0.3739	-0.00719097	-0.0143819	-0.00719097	1.43819e-05	-7.19097e-06	
0.37395	-0.00718005	-0.0143601	-0.00718005	1.43601e-05	-7.18005e-06	
0.374	-0.00716911	-0.0143382	-0.00716911	1.43382e-05	-7.16911e-06	
0.37405	-0.00715815	-0.0143163	-0.00715815	1.43163e-05	-7.15815e-06	
0.3741	-0.00714717	-0.0142943	-0.00714717	1.42943e-05	-7.14717e-06	
0.37415	-0.00713617	-0.0142723	-0.00713617	1.42723e-05	-7.13617e-06	
0.3742	-0.00712516	-0.0142503	-0.00712516	1.42503e-05	-7.12516e-06	
0.37425	-0.00711413	-0.0142283	-0.00711413	1.42283e-05	-7.11413e-06	
0.3743	-0.00710308	-0.0142062	-0.00710308	1.42062e-05	-7.10308e-06	
0.37435	-0.00709202	-0.014184	-0.00709202	1.4184e-05	-7.09202e-06	
0.3744	-0.00708093	-0.0141619	-0.00708093	1.41619e-05	-7.08093e-06	
0.37445	-0.00706983	-0.0141397	-0.00706983	1.41397e-05	-7.06983e-06	
0.3745	-0.00705872	-0.0141174	-0.00705872	1.41174e-05	-7.05872e-06	
0.37455	-0.00704758	-0.0140952	-0.00704758	1.40952e-05	-7.04758e-06	
0.3746	-0.00703643	-0.0140729	-0.00703643	1.40729e-05	-7.03643e-06	
0.37465	-0.00702526	-0.0140505	-0.00702526	1.40505e-05	-7.02526e-06	
0.3747	-0.00701407	-0.0140281	-0.00701407	1.40281e-05	-7.01407e-06	
0.37475	-0.00700287	-0.0140057	-0.00700287	1.40057e-05	-7.00287e-06	
0.3748	-0.00699164	-0.0139833	-0.00699164	1.39833e-05	-6.99164e-06	
0.37485	-0.0069804	-0.0139608	-0.0069804	1.39608e-05	-6.9804e-06	
0.3749	-0.00696915	-0.0139383	-0.00696915	1.39383e-05	-6.96915e-06	
0.37495	-0.00695787	-0.0139157	-0.00695787	1.39157e-05	-6.95787e-06	
0.375	-0.00694658	-0.0138932	-0.00694658	1.38932e-05	-6.94658e-06	
0.37505	-0.00693528	-0.0138706	-0.00693528	1.38706e-05	-6.93528e-06	
0.3751	-0.00692395	-0.0138479	-0.00692395	1.38479e-05	-6.92395e-06	
0.37515	-0.00691261	-0.0138252	-0.00691261	1.38252e-05	-6.91261e-06	
0.3752	-0.00690125	-0.0138025	-0.00690125	1.38025e-05	-6.90125e-06	
0.37525	-0.00688987	-0.0137797	-0.00688987	1.37797e-05	-6.88987e-06	
0.3753	-0.00687848	-0.013757	-0.00687848	1.3757e-05	-6.87848e-06	
0.37535	-0.00686707	-0.0137341	-0.00686707	1.37341e-05	-6.86707e-06	
0.3754	-0.00685564	-0.0137113	-0.00685564	1.37113e-05	-6.85564e-06	
0.37545	-0.0068442	-0.0136884	-0.0068442	1.36884e-05	-6.8442e-06	
0.3755	-0.00683274	-0.0136655	-0.00683274	1.36655e-05	-6.83274e-06	
0.37555	-0.00682126	-0.0136425	-0.00682126	1.36425e-05	-6.82126e-06	
0.3756	-0.00680977	-0.0136195	-0.00680977	1.36195e-05	-6.80977e-06	
0.37565	-0.00679825	-0.0135965	-0.00679825	1.35965e-05	-6.79825e-06	
0.3757	-0.00678673	-0.0135735	-0.00678673	1.35735e-05	-6.78673e-06	
0.37575	-0.00677518	-0.0135504	-0.00677518	1.35504e-05	-6.77518e-06	
0.3758	-0.00676362	-0.0135272	-0.00676362	1.35272e-05	-6.76362e-06	
0.37585	-0.00675204	-0.0135041	-0.00675204	1.35041e-05	-6.75204e-06	
0.3759	-0.00674045	-0.0134809	-0.00674045	1.34809e-05	-6.74045e-06	
0.37595	-0.00672883	-0.0134577	-0.00672883	1.34577e-05	-6.72883e-06	
0.376	-0.00671721	-0.0134344	-0.00671721	1.34344e-05	-6.71721e-06	
0.37605	-0.00670556	-0.0134111	-0.00670556	1.34111e-05	-6.70556e-06	
0.3761	-0.0066939	-0.0133878	-0.0066939	1.33878e-05	-6.6939e-06	
0.37615	-0.00668222	-0.0133644	-0.00668222	1.33644e-05	-6.68222e-06	
0.3762	-0.00667053	-0.0133411	-0.00667053	1.33411e-05	-6.67053e-06	
0.37625	-0.00665882	-0.0133176	-0.00665882	1.33176e-05	-6.65882e-06	
0.3763	-0.00664709	-0.0132942	-0.00664709	1.32942e-05	-6.64709e-06	
0.37635	-0.00663535	-0.0132707	-0.00663535	1.32707e-05	-6.63535e-06	
0.3764	-0.00662359	-0.0132472	-0.00662359	1.32472e-05	-6.62359e-06	
0.37645	-0.00661181	-0.0132236	-0.00661181	1.32236e-05	-6.61181e-06	
0.3765	-0.00660002	-0.0132	-0.00660002	1.32e-05	-6.60002e-06	
0.37655	-0.00658821	-0.0131764	-0.00658821	1.31764e-05	-6.58821e-06	
0.3766	-0.00657638	-0.0131528	-0.00657638	1.31528e-05	-6.57638e-06	
0.37665	-0.00656454	-0.0131291	-0.00656454	1.31291e-05	-6.56454e-06	
0.3767	-0.00655268	-0.0131054	-0.00655268	1.31054e-05	-6.55268e-06	
0.37675	-0.00654081	-0.0130816	-0.00654081	1.30816e-05	-6.54081e-06	
0.3768	-0.00652892	-0.0130578	-0.00652892	1.30578e-05	-6.52892e-06	
0.37685	-0.00651701	-0.013034	-0.00651701	1.3034e-05	-6.51701e-06	
0.3769	-0.00650509	-0.0130102	-0.00650509	1.30102e-05	-6.50509e-06	
0.37695	-0.00649315	-0.0129863	-0.00649315	1.29863e-05	-6.49315e-06	
0.377	-0.0064812	-0.0129624	-0.0064812	1.29624e-05	-6.4812e-06	
0.37705	-0.00646923	-0.0129385	-0.00646923	1.29385e-05	-6.46923e-06	
0.3771	-0.00645724	-0.0129145	-0.00645724	1.29145e-05	-6.45724e-06	
0.37715	-0.00644524	-0.0128905	-0.00644524	1.28905e-05	-6.44524e-06	
0.3772	-0.00643322	-0.0128664	-0.00643322	1.28664e-05	-6.43322e-06	
0.37725	-0.00642119	-0.0128424	-0.00642119	1.28424e-05	-6.42119e-06	
0.3773	-0.00640914	-0.0128183	-0.00640914	1.28183e-05	-6.40914e-06	
0.37735	-0.00639707	-0.0127941	-0.00639707	1.27941e-05	-6.39707e-06	
0.3774	-0.00638499	-0.01277	-0.00638499	1.277e-05	-6.38499e-06	
0.37745	-0.0063729	-0.0127458	-0.0063729	1.27458e-05	-6.3729e-06	
0.3775	-0.00636078	-0.0127216	-0.00636078	1.27216e-05	-6.36078e-06	
0.37755	-0.00634865	-0.0126973	-0.00634865	1.26973e-05	-6.34865e-06	
0.3776	-0.00633651	-0.012673	-0.00633651	1.2673e-05	-6.33651e-06	
0.37765	-0.00632435	-0.0126487	-0.00632435	1.26487e-05	-6.32435e-06	
0.3777	-0.00631217	-0.0126243	-0.00631217	1.26243e-05	-6.31217e-06	
0.37775	-0.00629998	-0.0126	-0.00629998	1.26e-05	-6.29998e-06	
0.3778	-0.00628778	-0.0125756	-0.00628778	1.25756e-05	-6.28778e-06	
0.37785	-0.00627555	-0.0125511	-0.00627555	1.25511e-05	-6.27555e-06	
0.3779	-0.00626332	-0.0125266	-0.00626332	1.25266e-05	-6.26332e-06	
0.37795	-0.00625106	-0.0125021	-0.00625106	1.25021e-05	-6.25106e-06	
0.378	-0.0062388	-0.0124776	-0.0062388	1.24776e-05	-6.2388e-06	
0.37805	-0.00622651	-0.012453	-0.00622651	1.2453e-05	-6.22651e-06	
0.3781	-0.00621421	-0.0124284	-0.00621421	1.24284e-05	-6.21421e-06	
0.37815	-0.0062019	-0.0124038	-0.0062019	1.24038e-05	-6.2019e-06	
0.3782	-0.00618957	-0.0123791	-0.00618957	1.23791e-05	-6.18957e-06	
0.37825	-0.00617722	-0.0123544	-0.00617722	1.23544e-05	-6.17722e-06	
0.3783	-0.00616486	-0.0123297	-0.00616486	1.23297e-05	-6.16486e-06	
0.37835	-0.00615249	-0.012305	-0.00615249	1.2305e-05	-6.15249e-06	
0.3784	-0.0061401	-0.0122802	-0.0061401	1.22802e-05	-6.1401e-06	
0.37845	-0.00612769	-0.0122554	-0.00612769	1.22554e-05	-6.12769e-06	
0.3785	-0.00611527	-0.0122305	-0.00611527	1.22305e-05	-6.11527e-06	
0.37855	-0.00610283	-0.0122057	-0.00610283	1.22057e-05	-6.10283e-06	
0.3786	-0.00609038	-0.0121808	-0.00609038	1.21808e-05	-6.09038e-06	
0.37865	-0.00607792	-0.0121558	-0.00607792	1.21558e-05	-6.07792e-06	
0.3787	-0.00606544	-0.0121309	-0.00606544	1.21309e-05	-6.06544e-06	
