t	1	2	3	jO0200	jV0300	
0.16495	-0.00883684	-0.0176737	-0.00883684	1.76737e-05	-8.83684e-06	
0.165	-0.00882948	-0.017659	-0.00882948	1.7659e-05	-8.82948e-06	
0.16505	-0.00882209	-0.0176442	-0.00882209	1.76442e-05	-8.82209e-06	
0.1651	-0.00881468	-0.0176294	-0.00881468	1.76294e-05	-8.81468e-06	
0.16515	-0.00880725	-0.0176145	-0.00880725	1.76145e-05	-8.80725e-06	
0.1652	-0.0087998	-0.0175996	-0.0087998	1.75996e-05	-8.7998e-06	
0.16525	-0.00879233	-0.0175847	-0.00879233	1.75847e-05	-8.79233e-06	
0.1653	-0.00878484	-0.0175697	-0.00878484	1.75697e-05	-8.78484e-06	
0.16535	-0.00877732	-0.0175546	-0.00877732	1.75546e-05	-8.77732e-06	
0.1654	-0.00876978	-0.0175396	-0.00876978	1.75396e-05	-8.76978e-06	
0.16545	-0.00876223	-0.0175245	-0.00876223	1.75245e-05	-8.76223e-06	
0.1655	-0.00875465	-0.0175093	-0.00875465	1.75093e-05	-8.75465e-06	
0.16555	-0.00874704	-0.0174941	-0.00874704	1.74941e-05	-8.74704e-06	
0.1656	-0.00873942	-0.0174788	-0.00873942	1.74788e-05	-8.73942e-06	
0.16565	-0.00873177	-0.0174635	-0.00873177	1.74635e-05	-8.73177e-06	
0.1657	-0.00872411	-0.0174482	-0.00872411	1.74482e-05	-8.72411e-06	
0.16575	-0.00871642	-0.0174328	-0.00871642	1.74328e-05	-8.71642e-06	
0.1658	-0.00870871	-0.0174174	-0.00870871	1.74174e-05	-8.70871e-06	
0.16585	-0.00870098	-0.017402	-0.00870098	1.7402e-05	-8.70098e-06	
0.1659	-0.00869322	-0.0173864	-0.00869322	1.73864e-05	-8.69322e-06	
0.16595	-0.00868545	-0.0173709	-0.00868545	1.73709e-05	-8.68545e-06	
0.166	-0.00867765	-0.0173553	-0.00867765	1.73553e-05	-8.67765e-06	
0.16605	-0.00866984	-0.0173397	-0.00866984	1.73397e-05	-8.66984e-06	
0.1661	-0.008662	-0.017324	-0.008662	1.7324e-05	-8.662e-06	
0.16615	-0.00865414	-0.0173083	-0.00865414	1.73083e-05	-8.65414e-06	
0.1662	-0.00864626	-0.0172925	-0.00864626	1.72925e-05	-8.64626e-06	
0.16625	-0.00863836	-0.0172767	-0.00863836	1.72767e-05	-8.63836e-06	
0.1663	-0.00863043	-0.0172609	-0.00863043	1.72609e-05	-8.63043e-06	
0.16635	-0.00862249	-0.017245	-0.00862249	1.7245e-05	-8.62249e-06	
0.1664	-0.00861452	-0.017229	-0.00861452	1.7229e-05	-8.61452e-06	
0.16645	-0.00860653	-0.0172131	-0.00860653	1.72131e-05	-8.60653e-06	
0.1665	-0.00859852	-0.017197	-0.00859852	1.7197e-05	-8.59852e-06	
0.16655	-0.00859049	-0.017181	-0.00859049	1.7181e-05	-8.59049e-06	
0.1666	-0.00858244	-0.0171649	-0.00858244	1.71649e-05	-8.58244e-06	
0.16665	-0.00857437	-0.0171487	-0.00857437	1.71487e-05	-8.57437e-06	
0.1667	-0.00856627	-0.0171325	-0.00856627	1.71325e-05	-8.56627e-06	
0.16675	-0.00855816	-0.0171163	-0.00855816	1.71163e-05	-8.55816e-06	
0.1668	-0.00855002	-0.0171	-0.00855002	1.71e-05	-8.55002e-06	
0.16685	-0.00854187	-0.0170837	-0.00854187	1.70837e-05	-8.54187e-06	
0.1669	-0.00853369	-0.0170674	-0.00853369	1.70674e-05	-8.53369e-06	
0.16695	-0.00852549	-0.017051	-0.00852549	1.7051e-05	-8.52549e-06	
0.167	-0.00851727	-0.0170345	-0.00851727	1.70345e-05	-8.51727e-06	
0.16705	-0.00850903	-0.0170181	-0.00850903	1.70181e-05	-8.50903e-06	
0.1671	-0.00850077	-0.0170015	-0.00850077	1.70015e-05	-8.50077e-06	
0.16715	-0.00849248	-0.016985	-0.00849248	1.6985e-05	-8.49248e-06	
0.1672	-0.00848418	-0.0169684	-0.00848418	1.69684e-05	-8.48418e-06	
0.16725	-0.00847585	-0.0169517	-0.00847585	1.69517e-05	-8.47585e-06	
0.1673	-0.00846751	-0.016935	-0.00846751	1.6935e-05	-8.46751e-06	
0.16735	-0.00845914	-0.0169183	-0.00845914	1.69183e-05	-8.45914e-06	
0.1674	-0.00845075	-0.0169015	-0.00845075	1.69015e-05	-8.45075e-06	
0.16745	-0.00844234	-0.0168847	-0.00844234	1.68847e-05	-8.44234e-06	
0.1675	-0.00843391	-0.0168678	-0.00843391	1.68678e-05	-8.43391e-06	
0.16755	-0.00842546	-0.0168509	-0.00842546	1.68509e-05	-8.42546e-06	
0.1676	-0.00841699	-0.016834	-0.00841699	1.6834e-05	-8.41699e-06	
0.16765	-0.0084085	-0.016817	-0.0084085	1.6817e-05	-8.4085e-06	
0.1677	-0.00839999	-0.0168	-0.00839999	1.68e-05	-8.39999e-06	
0.16775	-0.00839146	-0.0167829	-0.00839146	1.67829e-05	-8.39146e-06	
0.1678	-0.0083829	-0.0167658	-0.0083829	1.67658e-05	-8.3829e-06	
0.16785	-0.00837433	-0.0167487	-0.00837433	1.67487e-05	-8.37433e-06	
0.1679	-0.00836573	-0.0167315	-0.00836573	1.67315e-05	-8.36573e-06	
0.16795	-0.00835712	-0.0167142	-0.00835712	1.67142e-05	-8.35712e-06	
0.168	-0.00834848	-0.016697	-0.00834848	1.6697e-05	-8.34848e-06	
0.16805	-0.00833982	-0.0166796	-0.00833982	1.66796e-05	-8.33982e-06	
0.1681	-0.00833114	-0.0166623	-0.00833114	1.66623e-05	-8.33114e-06	
0.16815	-0.00832245	-0.0166449	-0.00832245	1.66449e-05	-8.32245e-06	
0.1682	-0.00831373	-0.0166275	-0.00831373	1.66275e-05	-8.31373e-06	
0.16825	-0.00830499	-0.01661	-0.00830499	1.661e-05	-8.30499e-06	
0.1683	-0.00829623	-0.0165925	-0.00829623	1.65925e-05	-8.29623e-06	
0.16835	-0.00828745	-0.0165749	-0.00828745	1.65749e-05	-8.28745e-06	
0.1684	-0.00827865	-0.0165573	-0.00827865	1.65573e-05	-8.27865e-06	
0.16845	-0.00826982	-0.0165396	-0.00826982	1.65396e-05	-8.26982e-06	
0.1685	-0.00826098	-0.016522	-0.00826098	1.6522e-05	-8.26098e-06	
0.16855	-0.00825212	-0.0165042	-0.00825212	1.65042e-05	-8.25212e-06	
0.1686	-0.00824324	-0.0164865	-0.00824324	1.64865e-05	-8.24324e-06	
0.16865	-0.00823434	-0.0164687	-0.00823434	1.64687e-05	-8.23434e-06	
0.1687	-0.00822541	-0.0164508	-0.00822541	1.64508e-05	-8.22541e-06	
0.16875	-0.00821647	-0.0164329	-0.00821647	1.64329e-05	-8.21647e-06	
0.1688	-0.00820751	-0.016415	-0.00820751	1.6415e-05	-8.20751e-06	
0.16885	-0.00819852	-0.016397	-0.00819852	1.6397e-05	-8.19852e-06	
0.1689	-0.00818952	-0.016379	-0.00818952	1.6379e-05	-8.18952e-06	
0.16895	-0.00818049	-0.016361	-0.00818049	1.6361e-05	-8.18049e-06	
0.169	-0.00817145	-0.0163429	-0.00817145	1.63429e-05	-8.17145e-06	
0.16905	-0.00816238	-0.0163248	-0.00816238	1.63248e-05	-8.16238e-06	
0.1691	-0.0081533	-0.0163066	-0.0081533	1.63066e-05	-8.1533e-06	
0.16915	-0.00814419	-0.0162884	-0.00814419	1.62884e-05	-8.14419e-06	
0.1692	-0.00813507	-0.0162701	-0.00813507	1.62701e-05	-8.13507e-06	
0.16925	-0.00812592	-0.0162518	-0.00812592	1.62518e-05	-8.12592e-06	
0.1693	-0.00811676	-0.0162335	-0.00811676	1.62335e-05	-8.11676e-06	
0.16935	-0.00810757	-0.0162151	-0.00810757	1.62151e-05	-8.10757e-06	
0.1694	-0.00809837	-0.0161967	-0.00809837	1.61967e-05	-8.09837e-06	
0.16945	-0.00808914	-0.0161783	-0.00808914	1.61783e-05	-8.08914e-06	
0.1695	-0.0080799	-0.0161598	-0.0080799	1.61598e-05	-8.0799e-06	
0.16955	-0.00807063	-0.0161413	-0.00807063	1.61413e-05	-8.07063e-06	
0.1696	-0.00806135	-0.0161227	-0.00806135	1.61227e-05	-8.06135e-06	
0.16965	-0.00805204	-0.0161041	-0.00805204	1.61041e-05	-8.05204e-06	
0.1697	-0.00804272	-0.0160854	-0.00804272	1.60854e-05	-8.04272e-06	
0.16975	-0.00803337	-0.0160667	-0.00803337	1.60667e-05	-8.03337e-06	
0.1698	-0.00802401	-0.016048	-0.00802401	1.6048e-05	-8.02401e-06	
0.16985	-0.00801463	-0.0160293	-0.00801463	1.60293e-05	-8.01463e-06	
0.1699	-0.00800522	-0.0160104	-0.00800522	1.60104e-05	-8.00522e-06	
0.16995	-0.0079958	-0.0159916	-0.0079958	1.59916e-05	-7.9958e-06	
0.17	-0.00798636	-0.0159727	-0.00798636	1.59727e-05	-7.98636e-06	
0.17005	-0.00797689	-0.0159538	-0.00797689	1.59538e-05	-7.97689e-06	
0.1701	-0.00796741	-0.0159348	-0.00796741	1.59348e-05	-7.96741e-06	
0.17015	-0.00795791	-0.0159158	-0.00795791	1.59158e-05	-7.95791e-06	
0.1702	-0.00794838	-0.0158968	-0.00794838	1.58968e-05	-7.94838e-06	
0.17025	-0.00793884	-0.0158777	-0.00793884	1.58777e-05	-7.93884e-06	
0.1703	-0.00792928	-0.0158586	-0.00792928	1.58586e-05	-7.92928e-06	
0.17035	-0.0079197	-0.0158394	-0.0079197	1.58394e-05	-7.9197e-06	
0.1704	-0.0079101	-0.0158202	-0.0079101	1.58202e-05	-7.9101e-06	
0.17045	-0.00790048	-0.015801	-0.00790048	1.5801e-05	-7.90048e-06	
0.1705	-0.00789084	-0.0157817	-0.00789084	1.57817e-05	-7.89084e-06	
0.17055	-0.00788118	-0.0157624	-0.00788118	1.57624e-05	-7.88118e-06	
0.1706	-0.0078715	-0.015743	-0.0078715	1.5743e-05	-7.8715e-06	
0.17065	-0.00786181	-0.0157236	-0.00786181	1.57236e-05	-7.86181e-06	
0.1707	-0.00785209	-0.0157042	-0.00785209	1.57042e-05	-7.85209e-06	
0.17075	-0.00784235	-0.0156847	-0.00784235	1.56847e-05	-7.84235e-06	
0.1708	-0.0078326	-0.0156652	-0.0078326	1.56652e-05	-7.8326e-06	
0.17085	-0.00782282	-0.0156456	-0.00782282	1.56456e-05	-7.82282e-06	
0.1709	-0.00781303	-0.0156261	-0.00781303	1.56261e-05	-7.81303e-06	
0.17095	-0.00780321	-0.0156064	-0.00780321	1.56064e-05	-7.80321e-06	
0.171	-0.00779338	-0.0155868	-0.00779338	1.55868e-05	-7.79338e-06	
0.17105	-0.00778353	-0.0155671	-0.00778353	1.55671e-05	-7.78353e-06	
0.1711	-0.00777366	-0.0155473	-0.00777366	1.55473e-05	-7.77366e-06	
0.17115	-0.00776377	-0.0155275	-0.00776377	1.55275e-05	-7.76377e-06	
0.1712	-0.00775386	-0.0155077	-0.00775386	1.55077e-05	-7.75386e-06	
0.17125	-0.00774393	-0.0154879	-0.00774393	1.54879e-05	-7.74393e-06	
0.1713	-0.00773398	-0.015468	-0.00773398	1.5468e-05	-7.73398e-06	
0.17135	-0.00772401	-0.015448	-0.00772401	1.5448e-05	-7.72401e-06	
0.1714	-0.00771403	-0.0154281	-0.00771403	1.54281e-05	-7.71403e-06	
0.17145	-0.00770402	-0.015408	-0.00770402	1.5408e-05	-7.70402e-06	
0.1715	-0.007694	-0.015388	-0.007694	1.5388e-05	-7.694e-06	
0.17155	-0.00768395	-0.0153679	-0.00768395	1.53679e-05	-7.68395e-06	
0.1716	-0.00767389	-0.0153478	-0.00767389	1.53478e-05	-7.67389e-06	
0.17165	-0.00766381	-0.0153276	-0.00766381	1.53276e-05	-7.66381e-06	
0.1717	-0.00765371	-0.0153074	-0.00765371	1.53074e-05	-7.65371e-06	
0.17175	-0.00764359	-0.0152872	-0.00764359	1.52872e-05	-7.64359e-06	
0.1718	-0.00763345	-0.0152669	-0.00763345	1.52669e-05	-7.63345e-06	
0.17185	-0.0076233	-0.0152466	-0.0076233	1.52466e-05	-7.6233e-06	
0.1719	-0.00761312	-0.0152262	-0.00761312	1.52262e-05	-7.61312e-06	
0.17195	-0.00760293	-0.0152059	-0.00760293	1.52059e-05	-7.60293e-06	
0.172	-0.00759271	-0.0151854	-0.00759271	1.51854e-05	-7.59271e-06	
0.17205	-0.00758248	-0.015165	-0.00758248	1.5165e-05	-7.58248e-06	
0.1721	-0.00757223	-0.0151445	-0.00757223	1.51445e-05	-7.57223e-06	
0.17215	-0.00756196	-0.0151239	-0.00756196	1.51239e-05	-7.56196e-06	
0.1722	-0.00755167	-0.0151033	-0.00755167	1.51033e-05	-7.55167e-06	
0.17225	-0.00754137	-0.0150827	-0.00754137	1.50827e-05	-7.54137e-06	
0.1723	-0.00753104	-0.0150621	-0.00753104	1.50621e-05	-7.53104e-06	
0.17235	-0.0075207	-0.0150414	-0.0075207	1.50414e-05	-7.5207e-06	
0.1724	-0.00751034	-0.0150207	-0.00751034	1.50207e-05	-7.51034e-06	
0.17245	-0.00749996	-0.0149999	-0.00749996	1.49999e-05	-7.49996e-06	
0.1725	-0.00748956	-0.0149791	-0.00748956	1.49791e-05	-7.48956e-06	
0.17255	-0.00747914	-0.0149583	-0.00747914	1.49583e-05	-7.47914e-06	
0.1726	-0.0074687	-0.0149374	-0.0074687	1.49374e-05	-7.4687e-06	
0.17265	-0.00745825	-0.0149165	-0.00745825	1.49165e-05	-7.45825e-06	
0.1727	-0.00744778	-0.0148956	-0.00744778	1.48956e-05	-7.44778e-06	
0.17275	-0.00743728	-0.0148746	-0.00743728	1.48746e-05	-7.43728e-06	
0.1728	-0.00742678	-0.0148536	-0.00742678	1.48536e-05	-7.42678e-06	
0.17285	-0.00741625	-0.0148325	-0.00741625	1.48325e-05	-7.41625e-06	
0.1729	-0.0074057	-0.0148114	-0.0074057	1.48114e-05	-7.4057e-06	
0.17295	-0.00739514	-0.0147903	-0.00739514	1.47903e-05	-7.39514e-06	
0.173	-0.00738455	-0.0147691	-0.00738455	1.47691e-05	-7.38455e-06	
0.17305	-0.00737395	-0.0147479	-0.00737395	1.47479e-05	-7.37395e-06	
0.1731	-0.00736333	-0.0147267	-0.00736333	1.47267e-05	-7.36333e-06	
0.17315	-0.0073527	-0.0147054	-0.0073527	1.47054e-05	-7.3527e-06	
0.1732	-0.00734204	-0.0146841	-0.00734204	1.46841e-05	-7.34204e-06	
0.17325	-0.00733137	-0.0146627	-0.00733137	1.46627e-05	-7.33137e-06	
0.1733	-0.00732067	-0.0146413	-0.00732067	1.46413e-05	-7.32067e-06	
0.17335	-0.00730997	-0.0146199	-0.00730997	1.46199e-05	-7.30997e-06	
0.1734	-0.00729924	-0.0145985	-0.00729924	1.45985e-05	-7.29924e-06	
0.17345	-0.00728849	-0.014577	-0.00728849	1.4577e-05	-7.28849e-06	
0.1735	-0.00727773	-0.0145555	-0.00727773	1.45555e-05	-7.27773e-06	
0.17355	-0.00726695	-0.0145339	-0.00726695	1.45339e-05	-7.26695e-06	
0.1736	-0.00725615	-0.0145123	-0.00725615	1.45123e-05	-7.25615e-06	
0.17365	-0.00724533	-0.0144907	-0.00724533	1.44907e-05	-7.24533e-06	
0.1737	-0.00723449	-0.014469	-0.00723449	1.4469e-05	-7.23449e-06	
0.17375	-0.00722364	-0.0144473	-0.00722364	1.44473e-05	-7.22364e-06	
0.1738	-0.00721277	-0.0144255	-0.00721277	1.44255e-05	-7.21277e-06	
0.17385	-0.00720188	-0.0144038	-0.00720188	1.44038e-05	-7.20188e-06	
0.1739	-0.00719097	-0.0143819	-0.00719097	1.43819e-05	-7.19097e-06	
0.17395	-0.00718005	-0.0143601	-0.00718005	1.43601e-05	-7.18005e-06	
0.174	-0.00716911	-0.0143382	-0.00716911	1.43382e-05	-7.16911e-06	
0.17405	-0.00715815	-0.0143163	-0.00715815	1.43163e-05	-7.15815e-06	
0.1741	-0.00714717	-0.0142943	-0.00714717	1.42943e-05	-7.14717e-06	
0.17415	-0.00713617	-0.0142723	-0.00713617	1.42723e-05	-7.13617e-06	
0.1742	-0.00712516	-0.0142503	-0.00712516	1.42503e-05	-7.12516e-06	
0.17425	-0.00711413	-0.0142283	-0.00711413	1.42283e-05	-7.11413e-06	
0.1743	-0.00710308	-0.0142062	-0.00710308	1.42062e-05	-7.10308e-06	
0.17435	-0.00709202	-0.014184	-0.00709202	1.4184e-05	-7.09202e-06	
0.1744	-0.00708093	-0.0141619	-0.00708093	1.41619e-05	-7.08093e-06	
0.17445	-0.00706983	-0.0141397	-0.00706983	1.41397e-05	-7.06983e-06	
0.1745	-0.00705872	-0.0141174	-0.00705872	1.41174e-05	-7.05872e-06	
0.17455	-0.00704758	-0.0140952	-0.00704758	1.40952e-05	-7.04758e-06	
0.1746	-0.00703643	-0.0140729	-0.00703643	1.40729e-05	-7.03643e-06	
0.17465	-0.00702526	-0.0140505	-0.00702526	1.40505e-05	-7.02526e-06	
0.1747	-0.00701407	-0.0140281	-0.00701407	1.40281e-05	-7.01407e-06	
0.17475	-0.00700287	-0.0140057	-0.00700287	1.40057e-05	-7.00287e-06	
0.1748	-0.00699164	-0.0139833	-0.00699164	1.39833e-05	-6.99164e-06	
0.17485	-0.0069804	-0.0139608	-0.0069804	1.39608e-05	-6.9804e-06	
0.1749	-0.00696915	-0.0139383	-0.00696915	1.39383e-05	-6.96915e-06	
0.17495	-0.00695787	-0.0139157	-0.00695787	1.39157e-05	-6.95787e-06	
0.175	-0.00694658	-0.0138932	-0.00694658	1.38932e-05	-6.94658e-06	
0.17505	-0.00693528	-0.0138706	-0.00693528	1.38706e-05	-6.93528e-06	
0.1751	-0.00692395	-0.0138479	-0.00692395	1.38479e-05	-6.92395e-06	
0.17515	-0.00691261	-0.0138252	-0.00691261	1.38252e-05	-6.91261e-06	
0.1752	-0.00690125	-0.0138025	-0.00690125	1.38025e-05	-6.90125e-06	
0.17525	-0.00688987	-0.0137797	-0.00688987	1.37797e-05	-6.88987e-06	
0.1753	-0.00687848	-0.013757	-0.00687848	1.3757e-05	-6.87848e-06	
0.17535	-0.00686707	-0.0137341	-0.00686707	1.37341e-05	-6.86707e-06	
0.1754	-0.00685564	-0.0137113	-0.00685564	1.37113e-05	-6.85564e-06	
0.17545	-0.0068442	-0.0136884	-0.0068442	1.36884e-05	-6.8442e-06	
0.1755	-0.00683274	-0.0136655	-0.00683274	1.36655e-05	-6.83274e-06	
0.17555	-0.00682126	-0.0136425	-0.00682126	1.36425e-05	-6.82126e-06	
0.1756	-0.00680977	-0.0136195	-0.00680977	1.36195e-05	-6.80977e-06	
0.17565	-0.00679825	-0.0135965	-0.00679825	1.35965e-05	-6.79825e-06	
0.1757	-0.00678673	-0.0135735	-0.00678673	1.35735e-05	-6.78673e-06	
0.17575	-0.00677518	-0.0135504	-0.00677518	1.35504e-05	-6.77518e-06	
0.1758	-0.00676362	-0.0135272	-0.00676362	1.35272e-05	-6.76362e-06	
0.17585	-0.00675204	-0.0135041	-0.00675204	1.35041e-05	-6.75204e-06	
0.1759	-0.00674045	-0.0134809	-0.00674045	1.34809e-05	-6.74045e-06	
0.17595	-0.00672883	-0.0134577	-0.00672883	1.34577e-05	-6.72883e-06	
0.176	-0.00671721	-0.0134344	-0.00671721	1.34344e-05	-6.71721e-06	
0.17605	-0.00670556	-0.0134111	-0.00670556	1.34111e-05	-6.70556e-06	
0.1761	-0.0066939	-0.0133878	-0.0066939	1.33878e-05	-6.6939e-06	
0.17615	-0.00668222	-0.0133644	-0.00668222	1.33644e-05	-6.68222e-06	
0.1762	-0.00667053	-0.0133411	-0.00667053	1.33411e-05	-6.67053e-06	
0.17625	-0.00665882	-0.0133176	-0.00665882	1.33176e-05	-6.65882e-06	
0.1763	-0.00664709	-0.0132942	-0.00664709	1.32942e-05	-6.64709e-06	
0.17635	-0.00663535	-0.0132707	-0.00663535	1.32707e-05	-6.63535e-06	
0.1764	-0.00662359	-0.0132472	-0.00662359	1.32472e-05	-6.62359e-06	
0.17645	-0.00661181	-0.0132236	-0.00661181	1.32236e-05	-6.61181e-06	
0.1765	-0.00660002	-0.0132	-0.00660002	1.32e-05	-6.60002e-06	
0.17655	-0.00658821	-0.0131764	-0.00658821	1.31764e-05	-6.58821e-06	
0.1766	-0.00657638	-0.0131528	-0.00657638	1.31528e-05	-6.57638e-06	
0.17665	-0.00656454	-0.0131291	-0.00656454	1.31291e-05	-6.56454e-06	
0.1767	-0.00655268	-0.0131054	-0.00655268	1.31054e-05	-6.55268e-06	
0.17675	-0.00654081	-0.0130816	-0.00654081	1.30816e-05	-6.54081e-06	
0.1768	-0.00652892	-0.0130578	-0.00652892	1.30578e-05	-6.52892e-06	
0.17685	-0.00651701	-0.013034	-0.00651701	1.3034e-05	-6.51701e-06	
0.1769	-0.00650509	-0.0130102	-0.00650509	1.30102e-05	-6.50509e-06	
0.17695	-0.00649315	-0.0129863	-0.00649315	1.29863e-05	-6.49315e-06	
0.177	-0.0064812	-0.0129624	-0.0064812	1.29624e-05	-6.4812e-06	
0.17705	-0.00646923	-0.0129385	-0.00646923	1.29385e-05	-6.46923e-06	
0.1771	-0.00645724	-0.0129145	-0.00645724	1.29145e-05	-6.45724e-06	
0.17715	-0.00644524	-0.0128905	-0.00644524	1.28905e-05	-6.44524e-06	
0.1772	-0.00643322	-0.0128664	-0.00643322	1.28664e-05	-6.43322e-06	
0.17725	-0.00642119	-0.0128424	-0.00642119	1.28424e-05	-6.42119e-06	
0.1773	-0.00640914	-0.0128183	-0.00640914	1.28183e-05	-6.40914e-06	
0.17735	-0.00639707	-0.0127941	-0.00639707	1.27941e-05	-6.39707e-06	
0.1774	-0.00638499	-0.01277	-0.00638499	1.277e-05	-6.38499e-06	
0.17745	-0.0063729	-0.0127458	-0.0063729	1.27458e-05	-6.3729e-06	
0.1775	-0.00636078	-0.0127216	-0.00636078	1.27216e-05	-6.36078e-06	
0.17755	-0.00634865	-0.0126973	-0.00634865	1.26973e-05	-6.34865e-06	
0.1776	-0.00633651	-0.012673	-0.00633651	1.2673e-05	-6.33651e-06	
0.17765	-0.00632435	-0.0126487	-0.00632435	1.26487e-05	-6.32435e-06	
0.1777	-0.00631217	-0.0126243	-0.00631217	1.26243e-05	-6.31217e-06	
0.17775	-0.00629998	-0.0126	-0.00629998	1.26e-05	-6.29998e-06	
0.1778	-0.00628778	-0.0125756	-0.00628778	1.25756e-05	-6.28778e-06	
0.17785	-0.00627555	-0.0125511	-0.00627555	1.25511e-05	-6.27555e-06	
0.1779	-0.00626332	-0.0125266	-0.00626332	1.25266e-05	-6.26332e-06	
0.17795	-0.00625106	-0.0125021	-0.00625106	1.25021e-05	-6.25106e-06	
0.178	-0.0062388	-0.0124776	-0.0062388	1.24776e-05	-6.2388e-06	
0.17805	-0.00622651	-0.012453	-0.00622651	1.2453e-05	-6.22651e-06	
0.1781	-0.00621421	-0.0124284	-0.00621421	1.24284e-05	-6.21421e-06	
0.17815	-0.0062019	-0.0124038	-0.0062019	1.24038e-05	-6.2019e-06	
0.1782	-0.00618957	-0.0123791	-0.00618957	1.23791e-05	-6.18957e-06	
0.17825	-0.00617722	-0.0123544	-0.00617722	1.23544e-05	-6.17722e-06	
0.1783	-0.00616486	-0.0123297	-0.00616486	1.23297e-05	-6.16486e-06	
0.17835	-0.00615249	-0.012305	-0.00615249	1.2305e-05	-6.15249e-06	
0.1784	-0.0061401	-0.0122802	-0.0061401	1.22802e-05	-6.1401e-06	
0.17845	-0.00612769	-0.0122554	-0.00612769	1.22554e-05	-6.12769e-06	
0.1785	-0.00611527	-0.0122305	-0.00611527	1.22305e-05	-6.11527e-06	
0.17855	-0.00610283	-0.0122057	-0.00610283	1.22057e-05	-6.10283e-06	
0.1786	-0.00609038	-0.0121808	-0.00609038	1.21808e-05	-6.09038e-06	
0.17865	-0.00607792	-0.0121558	-0.00607792	1.21558e-05	-6.07792e-06	
0.1787	-0.00606544	-0.0121309	-0.00606544	1.21309e-05	-6.06544e-06	
0.17875	-0.00605294	-0.0121059	-0.00605294	1.21059e-05	-6.05294e-06	
0.1788	-0.00604043	-0.0120809	-0.00604043	1.20809e-05	-6.04043e-06	
0.17885	-0.0060279	-0.0120558	-0.0060279	1.20558e-05	-6.0279e-06	
0.1789	-0.00601536	-0.0120307	-0.00601536	1.20307e-05	-6.01536e-06	
0.17895	-0.00600281	-0.0120056	-0.00600281	1.20056e-05	-6.00281e-06	
0.179	-0.00599024	-0.0119805	-0.00599024	1.19805e-05	-5.99024e-06	
0.17905	-0.00597765	-0.0119553	-0.00597765	1.19553e-05	-5.97765e-06	
0.1791	-0.00596505	-0.0119301	-0.00596505	1.19301e-05	-5.96505e-06	
0.17915	-0.00595244	-0.0119049	-0.00595244	1.19049e-05	-5.95244e-06	
0.1792	-0.00593981	-0.0118796	-0.00593981	1.18796e-05	-5.93981e-06	
0.17925	-0.00592716	-0.0118543	-0.00592716	1.18543e-05	-5.92716e-06	
0.1793	-0.0059145	-0.011829	-0.0059145	1.1829e-05	-5.9145e-06	
0.17935	-0.00590183	-0.0118037	-0.00590183	1.18037e-05	-5.90183e-06	
0.1794	-0.00588914	-0.0117783	-0.00588914	1.17783e-05	-5.88914e-06	
0.17945	-0.00587644	-0.0117529	-0.00587644	1.17529e-05	-5.87644e-06	
0.1795	-0.00586372	-0.0117274	-0.00586372	1.17274e-05	-5.86372e-06	
0.17955	-0.00585099	-0.011702	-0.00585099	1.1702e-05	-5.85099e-06	
0.1796	-0.00583825	-0.0116765	-0.00583825	1.16765e-05	-5.83825e-06	
0.17965	-0.00582549	-0.011651	-0.00582549	1.1651e-05	-5.82549e-06	
0.1797	-0.00581271	-0.0116254	-0.00581271	1.16254e-05	-5.81271e-06	
0.17975	-0.00579992	-0.0115998	-0.00579992	1.15998e-05	-5.79992e-06	
0.1798	-0.00578712	-0.0115742	-0.00578712	1.15742e-05	-5.78712e-06	
0.17985	-0.0057743	-0.0115486	-0.0057743	1.15486e-05	-5.7743e-06	
0.1799	-0.00576147	-0.0115229	-0.00576147	1.15229e-05	-5.76147e-06	
0.17995	-0.00574862	-0.0114972	-0.00574862	1.14972e-05	-5.74862e-06	
0.18	-0.00573576	-0.0114715	-0.00573576	1.14715e-05	-5.73576e-06	
0.18005	-0.00572289	-0.0114458	-0.00572289	1.14458e-05	-5.72289e-06	
0.1801	-0.00571	-0.01142	-0.00571	1.142e-05	-5.71e-06	
0.18015	-0.0056971	-0.0113942	-0.0056971	1.13942e-05	-5.6971e-06	
0.1802	-0.00568418	-0.0113684	-0.00568418	1.13684e-05	-5.68418e-06	
0.18025	-0.00567125	-0.0113425	-0.00567125	1.13425e-05	-5.67125e-06	
0.1803	-0.00565831	-0.0113166	-0.00565831	1.13166e-05	-5.65831e-06	
0.18035	-0.00564535	-0.0112907	-0.00564535	1.12907e-05	-5.64535e-06	
0.1804	-0.00563238	-0.0112648	-0.00563238	1.12648e-05	-5.63238e-06	
0.18045	-0.00561939	-0.0112388	-0.00561939	1.12388e-05	-5.61939e-06	
0.1805	-0.00560639	-0.0112128	-0.00560639	1.12128e-05	-5.60639e-06	
0.18055	-0.00559338	-0.0111868	-0.00559338	1.11868e-05	-5.59338e-06	
0.1806	-0.00558035	-0.0111607	-0.00558035	1.11607e-05	-5.58035e-06	
0.18065	-0.00556731	-0.0111346	-0.00556731	1.11346e-05	-5.56731e-06	
0.1807	-0.00555425	-0.0111085	-0.00555425	1.11085e-05	-5.55425e-06	
0.18075	-0.00554118	-0.0110824	-0.00554118	1.10824e-05	-5.54118e-06	
0.1808	-0.0055281	-0.0110562	-0.0055281	1.10562e-05	-5.5281e-06	
0.18085	-0.005515	-0.01103	-0.005515	1.103e-05	-5.515e-06	
