t	1	2	jL0100	jV0200	
0.000151	5.25078	5.25078	5.24342e-13	-5.24342e-13	
0.000152	5.26536	5.26536	5.25807e-13	-5.25807e-13	
0.000153	5.27981	5.27981	5.27258e-13	-5.27258e-13	
0.000154	5.29413	5.29413	5.28697e-13	-5.28697e-13	
0.000155	5.30832	5.30832	5.30123e-13	-5.30123e-13	
0.000156	5.32238	5.32238	5.31535e-13	-5.31535e-13	
0.000157	5.33631	5.33631	5.32935e-13	-5.32935e-13	
0.000158	5.35011	5.35011	5.34321e-13	-5.34321e-13	
0.000159	5.36378	5.36378	5.35695e-13	-5.35695e-13	
0.00016	5.37731	5.37731	5.37055e-13	-5.37055e-13	
0.000161	5.39071	5.39071	5.38401e-13	-5.38401e-13	
0.000162	5.40398	5.40398	5.39734e-13	-5.39734e-13	
0.000163	5.41711	5.41711	5.41054e-13	-5.41054e-13	
0.000164	5.43011	5.43011	5.42361e-13	-5.42361e-13	
0.000165	5.44297	5.44297	5.43654e-13	-5.43654e-13	
0.000166	5.45569	5.45569	5.44933e-13	-5.44933e-13	
0.000167	5.46828	5.46828	5.46199e-13	-5.46199e-13	
0.000168	5.48074	5.48074	5.47451e-13	-5.47451e-13	
0.000169	5.49305	5.49305	5.48689e-13	-5.48689e-13	
0.00017	5.50523	5.50523	5.49914e-13	-5.49914e-13	
0.000171	5.51727	5.51727	5.51125e-13	-5.51125e-13	
0.000172	5.52916	5.52916	5.52322e-13	-5.52322e-13	
0.000173	5.54093	5.54093	5.53505e-13	-5.53505e-13	
0.000174	5.55255	5.55255	5.54674e-13	-5.54674e-13	
0.000175	5.56403	5.56403	5.55829e-13	-5.55829e-13	
0.000176	5.57537	5.57537	5.5697e-13	-5.5697e-13	
0.000177	5.58656	5.58656	5.58096e-13	-5.58096e-13	
0.000178	5.59762	5.59762	5.59209e-13	-5.59209e-13	
0.000179	5.60854	5.60854	5.60308e-13	-5.60308e-13	
0.00018	5.61931	5.61931	5.61392e-13	-5.61392e-13	
0.000181	5.62994	5.62994	5.62462e-13	-5.62462e-13	
0.000182	5.64042	5.64042	5.63518e-13	-5.63518e-13	
0.000183	5.65077	5.65077	5.6456e-13	-5.6456e-13	
0.000184	5.66096	5.66096	5.65587e-13	-5.65587e-13	
0.000185	5.67102	5.67102	5.66599e-13	-5.66599e-13	
0.000186	5.68093	5.68093	5.67597e-13	-5.67597e-13	
0.000187	5.69069	5.69069	5.68581e-13	-5.68581e-13	
0.000188	5.70031	5.70031	5.6955e-13	-5.6955e-13	
0.000189	5.70978	5.70978	5.70504e-13	-5.70504e-13	
0.00019	5.71911	5.71911	5.71444e-13	-5.71444e-13	
0.000191	5.72828	5.72828	5.7237e-13	-5.7237e-13	
0.000192	5.73732	5.73732	5.7328e-13	-5.7328e-13	
0.000193	5.7462	5.7462	5.74176e-13	-5.74176e-13	
0.000194	5.75494	5.75494	5.75057e-13	-5.75057e-13	
0.000195	5.76352	5.76352	5.75923e-13	-5.75923e-13	
0.000196	5.77196	5.77196	5.76774e-13	-5.76774e-13	
0.000197	5.78025	5.78025	5.77611e-13	-5.77611e-13	
0.000198	5.78839	5.78839	5.78432e-13	-5.78432e-13	
0.000199	5.79638	5.79638	5.79239e-13	-5.79239e-13	
0.0002	5.80423	5.80423	5.80031e-13	-5.80031e-13	
0.000201	5.81192	5.81192	5.80807e-13	-5.80807e-13	
0.000202	5.81946	5.81946	5.81569e-13	-5.81569e-13	
0.000203	5.82685	5.82685	5.82315e-13	-5.82315e-13	
0.000204	5.83409	5.83409	5.83047e-13	-5.83047e-13	
0.000205	5.84117	5.84117	5.83763e-13	-5.83763e-13	
0.000206	5.84811	5.84811	5.84464e-13	-5.84464e-13	
0.000207	5.85489	5.85489	5.8515e-13	-5.8515e-13	
0.000208	5.86153	5.86153	5.85821e-13	-5.85821e-13	
0.000209	5.86801	5.86801	5.86477e-13	-5.86477e-13	
0.00021	5.87433	5.87433	5.87117e-13	-5.87117e-13	
0.000211	5.88051	5.88051	5.87742e-13	-5.87742e-13	
0.000212	5.88653	5.88653	5.88352e-13	-5.88352e-13	
0.000213	5.89239	5.89239	5.88946e-13	-5.88946e-13	
0.000214	5.89811	5.89811	5.89525e-13	-5.89525e-13	
0.000215	5.90367	5.90367	5.90089e-13	-5.90089e-13	
0.000216	5.90907	5.90907	5.90637e-13	-5.90637e-13	
0.000217	5.91432	5.91432	5.9117e-13	-5.9117e-13	
0.000218	5.91942	5.91942	5.91687e-13	-5.91687e-13	
0.000219	5.92436	5.92436	5.92189e-13	-5.92189e-13	
0.00022	5.92915	5.92915	5.92676e-13	-5.92676e-13	
0.000221	5.93378	5.93378	5.93146e-13	-5.93146e-13	
0.000222	5.93826	5.93826	5.93602e-13	-5.93602e-13	
0.000223	5.94258	5.94258	5.94042e-13	-5.94042e-13	
0.000224	5.94674	5.94674	5.94466e-13	-5.94466e-13	
0.000225	5.95075	5.95075	5.94875e-13	-5.94875e-13	
0.000226	5.95461	5.95461	5.95268e-13	-5.95268e-13	
0.000227	5.9583	5.9583	5.95646e-13	-5.95646e-13	
0.000228	5.96185	5.96185	5.96008e-13	-5.96008e-13	
0.000229	5.96523	5.96523	5.96354e-13	-5.96354e-13	
0.00023	5.96846	5.96846	5.96684e-13	-5.96684e-13	
0.000231	5.97153	5.97153	5.96999e-13	-5.96999e-13	
0.000232	5.97445	5.97445	5.97299e-13	-5.97299e-13	
0.000233	5.9772	5.9772	5.97582e-13	-5.97582e-13	
0.000234	5.9798	5.9798	5.9785e-13	-5.9785e-13	
0.000235	5.98225	5.98225	5.98103e-13	-5.98103e-13	
0.000236	5.98453	5.98453	5.98339e-13	-5.98339e-13	
0.000237	5.98666	5.98666	5.9856e-13	-5.9856e-13	
0.000238	5.98864	5.98864	5.98765e-13	-5.98765e-13	
0.000239	5.99045	5.99045	5.98954e-13	-5.98954e-13	
0.00024	5.99211	5.99211	5.99128e-13	-5.99128e-13	
0.000241	5.99361	5.99361	5.99286e-13	-5.99286e-13	
0.000242	5.99495	5.99495	5.99428e-13	-5.99428e-13	
0.000243	5.99613	5.99613	5.99554e-13	-5.99554e-13	
0.000244	5.99716	5.99716	5.99664e-13	-5.99664e-13	
0.000245	5.99803	5.99803	5.99759e-13	-5.99759e-13	
0.000246	5.99874	5.99874	5.99838e-13	-5.99838e-13	
0.000247	5.99929	5.99929	5.99901e-13	-5.99901e-13	
0.000248	5.99968	5.99968	5.99949e-13	-5.99949e-13	
0.000249	5.99992	5.99992	5.9998e-13	-5.9998e-13	
0.00025	6	6	5.99996e-13	-5.99996e-13	
0.000251	5.99992	5.99992	5.99996e-13	-5.99996e-13	
0.000252	5.99968	5.99968	5.9998e-13	-5.9998e-13	
0.000253	5.99929	5.99929	5.99949e-13	-5.99949e-13	
0.000254	5.99874	5.99874	5.99901e-13	-5.99901e-13	
0.000255	5.99803	5.99803	5.99838e-13	-5.99838e-13	
0.000256	5.99716	5.99716	5.99759e-13	-5.99759e-13	
0.000257	5.99613	5.99613	5.99664e-13	-5.99664e-13	
0.000258	5.99495	5.99495	5.99554e-13	-5.99554e-13	
0.000259	5.99361	5.99361	5.99428e-13	-5.99428e-13	
0.00026	5.99211	5.99211	5.99286e-13	-5.99286e-13	
0.000261	5.99045	5.99045	5.99128e-13	-5.99128e-13	
0.000262	5.98864	5.98864	5.98954e-13	-5.98954e-13	
0.000263	5.98666	5.98666	5.98765e-13	-5.98765e-13	
0.000264	5.98453	5.98453	5.9856e-13	-5.9856e-13	
0.000265	5.98225	5.98225	5.98339e-13	-5.98339e-13	
0.000266	5.9798	5.9798	5.98103e-13	-5.98103e-13	
0.000267	5.9772	5.9772	5.9785e-13	-5.9785e-13	
0.000268	5.97445	5.97445	5.97582e-13	-5.97582e-13	
0.000269	5.97153	5.97153	5.97299e-13	-5.97299e-13	
0.00027	5.96846	5.96846	5.96999e-13	-5.96999e-13	
0.000271	5.96523	5.96523	5.96684e-13	-5.96684e-13	
0.000272	5.96185	5.96185	5.96354e-13	-5.96354e-13	
0.000273	5.9583	5.9583	5.96008e-13	-5.96008e-13	
0.000274	5.95461	5.95461	5.95646e-13	-5.95646e-13	
0.000275	5.95075	5.95075	5.95268e-13	-5.95268e-13	
0.000276	5.94674	5.94674	5.94875e-13	-5.94875e-13	
0.000277	5.94258	5.94258	5.94466e-13	-5.94466e-13	
0.000278	5.93826	5.93826	5.94042e-13	-5.94042e-13	
0.000279	5.93378	5.93378	5.93602e-13	-5.93602e-13	
0.00028	5.92915	5.92915	5.93146e-13	-5.93146e-13	
0.000281	5.92436	5.92436	5.92676e-13	-5.92676e-13	
0.000282	5.91942	5.91942	5.92189e-13	-5.92189e-13	
0.000283	5.91432	5.91432	5.91687e-13	-5.91687e-13	
0.000284	5.90907	5.90907	5.9117e-13	-5.9117e-13	
0.000285	5.90367	5.90367	5.90637e-13	-5.90637e-13	
0.000286	5.89811	5.89811	5.90089e-13	-5.90089e-13	
0.000287	5.89239	5.89239	5.89525e-13	-5.89525e-13	
0.000288	5.88653	5.88653	5.88946e-13	-5.88946e-13	
0.000289	5.88051	5.88051	5.88352e-13	-5.88352e-13	
0.00029	5.87433	5.87433	5.87742e-13	-5.87742e-13	
0.000291	5.86801	5.86801	5.87117e-13	-5.87117e-13	
0.000292	5.86153	5.86153	5.86477e-13	-5.86477e-13	
0.000293	5.85489	5.85489	5.85821e-13	-5.85821e-13	
0.000294	5.84811	5.84811	5.8515e-13	-5.8515e-13	
0.000295	5.84117	5.84117	5.84464e-13	-5.84464e-13	
0.000296	5.83409	5.83409	5.83763e-13	-5.83763e-13	
0.000297	5.82685	5.82685	5.83047e-13	-5.83047e-13	
0.000298	5.81946	5.81946	5.82315e-13	-5.82315e-13	
0.000299	5.81192	5.81192	5.81569e-13	-5.81569e-13	
0.0003	5.80423	5.80423	5.80807e-13	-5.80807e-13	
0.000301	5.79638	5.79638	5.80031e-13	-5.80031e-13	
0.000302	5.78839	5.78839	5.79239e-13	-5.79239e-13	
0.000303	5.78025	5.78025	5.78432e-13	-5.78432e-13	
0.000304	5.77196	5.77196	5.77611e-13	-5.77611e-13	
0.000305	5.76352	5.76352	5.76774e-13	-5.76774e-13	
0.000306	5.75494	5.75494	5.75923e-13	-5.75923e-13	
0.000307	5.7462	5.7462	5.75057e-13	-5.75057e-13	
0.000308	5.73732	5.73732	5.74176e-13	-5.74176e-13	
0.000309	5.72828	5.72828	5.7328e-13	-5.7328e-13	
0.00031	5.71911	5.71911	5.7237e-13	-5.7237e-13	
0.000311	5.70978	5.70978	5.71444e-13	-5.71444e-13	
0.000312	5.70031	5.70031	5.70504e-13	-5.70504e-13	
0.000313	5.69069	5.69069	5.6955e-13	-5.6955e-13	
0.000314	5.68093	5.68093	5.68581e-13	-5.68581e-13	
0.000315	5.67102	5.67102	5.67597e-13	-5.67597e-13	
0.000316	5.66096	5.66096	5.66599e-13	-5.66599e-13	
0.000317	5.65077	5.65077	5.65587e-13	-5.65587e-13	
0.000318	5.64042	5.64042	5.6456e-13	-5.6456e-13	
0.000319	5.62994	5.62994	5.63518e-13	-5.63518e-13	
0.00032	5.61931	5.61931	5.62462e-13	-5.62462e-13	
0.000321	5.60854	5.60854	5.61392e-13	-5.61392e-13	
0.000322	5.59762	5.59762	5.60308e-13	-5.60308e-13	
0.000323	5.58656	5.58656	5.59209e-13	-5.59209e-13	
0.000324	5.57537	5.57537	5.58096e-13	-5.58096e-13	
0.000325	5.56403	5.56403	5.5697e-13	-5.5697e-13	
0.000326	5.55255	5.55255	5.55829e-13	-5.55829e-13	
0.000327	5.54093	5.54093	5.54674e-13	-5.54674e-13	
0.000328	5.52916	5.52916	5.53505e-13	-5.53505e-13	
0.000329	5.51727	5.51727	5.52322e-13	-5.52322e-13	
0.00033	5.50523	5.50523	5.51125e-13	-5.51125e-13	
0.000331	5.49305	5.49305	5.49914e-13	-5.49914e-13	
0.000332	5.48074	5.48074	5.48689e-13	-5.48689e-13	
0.000333	5.46828	5.46828	5.47451e-13	-5.47451e-13	
0.000334	5.45569	5.45569	5.46199e-13	-5.46199e-13	
0.000335	5.44297	5.44297	5.44933e-13	-5.44933e-13	
0.000336	5.43011	5.43011	5.43654e-13	-5.43654e-13	
0.000337	5.41711	5.41711	5.42361e-13	-5.42361e-13	
0.000338	5.40398	5.40398	5.41054e-13	-5.41054e-13	
0.000339	5.39071	5.39071	5.39734e-13	-5.39734e-13	
0.00034	5.37731	5.37731	5.38401e-13	-5.38401e-13	
0.000341	5.36378	5.36378	5.37055e-13	-5.37055e-13	
0.000342	5.35011	5.35011	5.35695e-13	-5.35695e-13	
0.000343	5.33631	5.33631	5.34321e-13	-5.34321e-13	
0.000344	5.32238	5.32238	5.32935e-13	-5.32935e-13	
0.000345	5.30832	5.30832	5.31535e-13	-5.31535e-13	
0.000346	5.29413	5.29413	5.30123e-13	-5.30123e-13	
0.000347	5.27981	5.27981	5.28697e-13	-5.28697e-13	
0.000348	5.26536	5.26536	5.27258e-13	-5.27258e-13	
0.000349	5.25078	5.25078	5.25807e-13	-5.25807e-13	
0.00035	5.23607	5.23607	5.24342e-13	-5.24342e-13	
0.000351	5.22123	5.22123	5.22865e-13	-5.22865e-13	
0.000352	5.20627	5.20627	5.21375e-13	-5.21375e-13	
0.000353	5.19118	5.19118	5.19872e-13	-5.19872e-13	
0.000354	5.17596	5.17596	5.18357e-13	-5.18357e-13	
0.000355	5.16062	5.16062	5.16829e-13	-5.16829e-13	
0.000356	5.14515	5.14515	5.15289e-13	-5.15289e-13	
0.000357	5.12956	5.12956	5.13736e-13	-5.13736e-13	
0.000358	5.11385	5.11385	5.12171e-13	-5.12171e-13	
0.000359	5.09801	5.09801	5.10593e-13	-5.10593e-13	
0.00036	5.08205	5.08205	5.09003e-13	-5.09003e-13	
0.000361	5.06597	5.06597	5.07401e-13	-5.07401e-13	
0.000362	5.04977	5.04977	5.05787e-13	-5.05787e-13	
0.000363	5.03345	5.03345	5.04161e-13	-5.04161e-13	
0.000364	5.01701	5.01701	5.02523e-13	-5.02523e-13	
0.000365	5.00044	5.00044	5.00872e-13	-5.00872e-13	
0.000366	4.98376	4.98376	4.9921e-13	-4.9921e-13	
0.000367	4.96697	4.96697	4.97537e-13	-4.97537e-13	
0.000368	4.95005	4.95005	4.95851e-13	-4.95851e-13	
0.000369	4.93302	4.93302	4.94154e-13	-4.94154e-13	
0.00037	4.91587	4.91587	4.92445e-13	-4.92445e-13	
0.000371	4.89861	4.89861	4.90724e-13	-4.90724e-13	
0.000372	4.88124	4.88124	4.88992e-13	-4.88992e-13	
0.000373	4.86375	4.86375	4.87249e-13	-4.87249e-13	
0.000374	4.84614	4.84614	4.85494e-13	-4.85494e-13	
0.000375	4.82843	4.82843	4.83728e-13	-4.83728e-13	
0.000376	4.8106	4.8106	4.81951e-13	-4.81951e-13	
0.000377	4.79266	4.79266	4.80163e-13	-4.80163e-13	
0.000378	4.77461	4.77461	4.78364e-13	-4.78364e-13	
0.000379	4.75646	4.75646	4.76553e-13	-4.76553e-13	
0.00038	4.73819	4.73819	4.74732e-13	-4.74732e-13	
0.000381	4.71981	4.71981	4.729e-13	-4.729e-13	
0.000382	4.70133	4.70133	4.71057e-13	-4.71057e-13	
0.000383	4.68274	4.68274	4.69204e-13	-4.69204e-13	
0.000384	4.66405	4.66405	4.67339e-13	-4.67339e-13	
0.000385	4.64525	4.64525	4.65465e-13	-4.65465e-13	
0.000386	4.62634	4.62634	4.6358e-13	-4.6358e-13	
0.000387	4.60733	4.60733	4.61684e-13	-4.61684e-13	
0.000388	4.58822	4.58822	4.59778e-13	-4.59778e-13	
0.000389	4.56901	4.56901	4.57862e-13	-4.57862e-13	
0.00039	4.5497	4.5497	4.55935e-13	-4.55935e-13	
0.000391	4.53028	4.53028	4.53999e-13	-4.53999e-13	
0.000392	4.51077	4.51077	4.52052e-13	-4.52052e-13	
0.000393	4.49115	4.49115	4.50096e-13	-4.50096e-13	
0.000394	4.47144	4.47144	4.48129e-13	-4.48129e-13	
0.000395	4.45163	4.45163	4.46153e-13	-4.46153e-13	
0.000396	4.43172	4.43172	4.44167e-13	-4.44167e-13	
0.000397	4.41172	4.41172	4.42172e-13	-4.42172e-13	
0.000398	4.39162	4.39162	4.40167e-13	-4.40167e-13	
0.000399	4.37143	4.37143	4.38152e-13	-4.38152e-13	
0.0004	4.35114	4.35114	4.36128e-13	-4.36128e-13	
0.000401	4.33076	4.33076	4.34095e-13	-4.34095e-13	
0.000402	4.31029	4.31029	4.32053e-13	-4.32053e-13	
0.000403	4.28973	4.28973	4.30001e-13	-4.30001e-13	
0.000404	4.26908	4.26908	4.2794e-13	-4.2794e-13	
0.000405	4.24833	4.24833	4.2587e-13	-4.2587e-13	
0.000406	4.2275	4.2275	4.23792e-13	-4.23792e-13	
0.000407	4.20658	4.20658	4.21704e-13	-4.21704e-13	
0.000408	4.18558	4.18558	4.19608e-13	-4.19608e-13	
0.000409	4.16449	4.16449	4.17503e-13	-4.17503e-13	
0.00041	4.14331	4.14331	4.1539e-13	-4.1539e-13	
0.000411	4.12204	4.12204	4.13268e-13	-4.13268e-13	
0.000412	4.1007	4.1007	4.11137e-13	-4.11137e-13	
0.000413	4.07927	4.07927	4.08998e-13	-4.08998e-13	
0.000414	4.05776	4.05776	4.06851e-13	-4.06851e-13	
0.000415	4.03617	4.03617	4.04696e-13	-4.04696e-13	
0.000416	4.01449	4.01449	4.02533e-13	-4.02533e-13	
0.000417	3.99274	3.99274	4.00362e-13	-4.00362e-13	
0.000418	3.97091	3.97091	3.98182e-13	-3.98182e-13	
