t	1	2	jL0100	jV0200	
0.001721	-1.93378	-1.93378	-1.93146e-13	1.93146e-13	
0.001722	-1.93826	-1.93826	-1.93602e-13	1.93602e-13	
0.001723	-1.94258	-1.94258	-1.94042e-13	1.94042e-13	
0.001724	-1.94674	-1.94674	-1.94466e-13	1.94466e-13	
0.001725	-1.95075	-1.95075	-1.94875e-13	1.94875e-13	
0.001726	-1.95461	-1.95461	-1.95268e-13	1.95268e-13	
0.001727	-1.9583	-1.9583	-1.95646e-13	1.95646e-13	
0.001728	-1.96185	-1.96185	-1.96008e-13	1.96008e-13	
0.001729	-1.96523	-1.96523	-1.96354e-13	1.96354e-13	
0.00173	-1.96846	-1.96846	-1.96684e-13	1.96684e-13	
0.001731	-1.97153	-1.97153	-1.96999e-13	1.96999e-13	
0.001732	-1.97445	-1.97445	-1.97299e-13	1.97299e-13	
0.001733	-1.9772	-1.9772	-1.97582e-13	1.97582e-13	
0.001734	-1.9798	-1.9798	-1.9785e-13	1.9785e-13	
0.001735	-1.98225	-1.98225	-1.98103e-13	1.98103e-13	
0.001736	-1.98453	-1.98453	-1.98339e-13	1.98339e-13	
0.001737	-1.98666	-1.98666	-1.9856e-13	1.9856e-13	
0.001738	-1.98864	-1.98864	-1.98765e-13	1.98765e-13	
0.001739	-1.99045	-1.99045	-1.98954e-13	1.98954e-13	
0.00174	-1.99211	-1.99211	-1.99128e-13	1.99128e-13	
0.001741	-1.99361	-1.99361	-1.99286e-13	1.99286e-13	
0.001742	-1.99495	-1.99495	-1.99428e-13	1.99428e-13	
0.001743	-1.99613	-1.99613	-1.99554e-13	1.99554e-13	
0.001744	-1.99716	-1.99716	-1.99664e-13	1.99664e-13	
0.001745	-1.99803	-1.99803	-1.99759e-13	1.99759e-13	
0.001746	-1.99874	-1.99874	-1.99838e-13	1.99838e-13	
0.001747	-1.99929	-1.99929	-1.99901e-13	1.99901e-13	
0.001748	-1.99968	-1.99968	-1.99949e-13	1.99949e-13	
0.001749	-1.99992	-1.99992	-1.9998e-13	1.9998e-13	
0.00175	-2	-2	-1.99996e-13	1.99996e-13	
0.001751	-1.99992	-1.99992	-1.99996e-13	1.99996e-13	
0.001752	-1.99968	-1.99968	-1.9998e-13	1.9998e-13	
0.001753	-1.99929	-1.99929	-1.99949e-13	1.99949e-13	
0.001754	-1.99874	-1.99874	-1.99901e-13	1.99901e-13	
0.001755	-1.99803	-1.99803	-1.99838e-13	1.99838e-13	
0.001756	-1.99716	-1.99716	-1.99759e-13	1.99759e-13	
0.001757	-1.99613	-1.99613	-1.99664e-13	1.99664e-13	
0.001758	-1.99495	-1.99495	-1.99554e-13	1.99554e-13	
0.001759	-1.99361	-1.99361	-1.99428e-13	1.99428e-13	
0.00176	-1.99211	-1.99211	-1.99286e-13	1.99286e-13	
0.001761	-1.99045	-1.99045	-1.99128e-13	1.99128e-13	
0.001762	-1.98864	-1.98864	-1.98954e-13	1.98954e-13	
0.001763	-1.98666	-1.98666	-1.98765e-13	1.98765e-13	
0.001764	-1.98453	-1.98453	-1.9856e-13	1.9856e-13	
0.001765	-1.98225	-1.98225	-1.98339e-13	1.98339e-13	
0.001766	-1.9798	-1.9798	-1.98103e-13	1.98103e-13	
0.001767	-1.9772	-1.9772	-1.9785e-13	1.9785e-13	
0.001768	-1.97445	-1.97445	-1.97582e-13	1.97582e-13	
0.001769	-1.97153	-1.97153	-1.97299e-13	1.97299e-13	
0.00177	-1.96846	-1.96846	-1.96999e-13	1.96999e-13	
0.001771	-1.96523	-1.96523	-1.96684e-13	1.96684e-13	
0.001772	-1.96185	-1.96185	-1.96354e-13	1.96354e-13	
0.001773	-1.9583	-1.9583	-1.96008e-13	1.96008e-13	
0.001774	-1.95461	-1.95461	-1.95646e-13	1.95646e-13	
0.001775	-1.95075	-1.95075	-1.95268e-13	1.95268e-13	
0.001776	-1.94674	-1.94674	-1.94875e-13	1.94875e-13	
0.001777	-1.94258	-1.94258	-1.94466e-13	1.94466e-13	
0.001778	-1.93826	-1.93826	-1.94042e-13	1.94042e-13	
0.001779	-1.93378	-1.93378	-1.93602e-13	1.93602e-13	
0.00178	-1.92915	-1.92915	-1.93146e-13	1.93146e-13	
0.001781	-1.92436	-1.92436	-1.92676e-13	1.92676e-13	
0.001782	-1.91942	-1.91942	-1.92189e-13	1.92189e-13	
0.001783	-1.91432	-1.91432	-1.91687e-13	1.91687e-13	
0.001784	-1.90907	-1.90907	-1.9117e-13	1.9117e-13	
0.001785	-1.90367	-1.90367	-1.90637e-13	1.90637e-13	
0.001786	-1.89811	-1.89811	-1.90089e-13	1.90089e-13	
0.001787	-1.89239	-1.89239	-1.89525e-13	1.89525e-13	
0.001788	-1.88653	-1.88653	-1.88946e-13	1.88946e-13	
0.001789	-1.88051	-1.88051	-1.88352e-13	1.88352e-13	
0.00179	-1.87433	-1.87433	-1.87742e-13	1.87742e-13	
0.001791	-1.86801	-1.86801	-1.87117e-13	1.87117e-13	
0.001792	-1.86153	-1.86153	-1.86477e-13	1.86477e-13	
0.001793	-1.85489	-1.85489	-1.85821e-13	1.85821e-13	
0.001794	-1.84811	-1.84811	-1.8515e-13	1.8515e-13	
0.001795	-1.84117	-1.84117	-1.84464e-13	1.84464e-13	
0.001796	-1.83409	-1.83409	-1.83763e-13	1.83763e-13	
0.001797	-1.82685	-1.82685	-1.83047e-13	1.83047e-13	
0.001798	-1.81946	-1.81946	-1.82315e-13	1.82315e-13	
0.001799	-1.81192	-1.81192	-1.81569e-13	1.81569e-13	
0.0018	-1.80423	-1.80423	-1.80807e-13	1.80807e-13	
0.001801	-1.79638	-1.79638	-1.80031e-13	1.80031e-13	
0.001802	-1.78839	-1.78839	-1.79239e-13	1.79239e-13	
0.001803	-1.78025	-1.78025	-1.78432e-13	1.78432e-13	
0.001804	-1.77196	-1.77196	-1.77611e-13	1.77611e-13	
0.001805	-1.76352	-1.76352	-1.76774e-13	1.76774e-13	
0.001806	-1.75494	-1.75494	-1.75923e-13	1.75923e-13	
0.001807	-1.7462	-1.7462	-1.75057e-13	1.75057e-13	
0.001808	-1.73732	-1.73732	-1.74176e-13	1.74176e-13	
0.001809	-1.72828	-1.72828	-1.7328e-13	1.7328e-13	
0.00181	-1.71911	-1.71911	-1.7237e-13	1.7237e-13	
0.001811	-1.70978	-1.70978	-1.71444e-13	1.71444e-13	
0.001812	-1.70031	-1.70031	-1.70504e-13	1.70504e-13	
0.001813	-1.69069	-1.69069	-1.6955e-13	1.6955e-13	
0.001814	-1.68093	-1.68093	-1.68581e-13	1.68581e-13	
0.001815	-1.67102	-1.67102	-1.67597e-13	1.67597e-13	
0.001816	-1.66096	-1.66096	-1.66599e-13	1.66599e-13	
0.001817	-1.65077	-1.65077	-1.65587e-13	1.65587e-13	
0.001818	-1.64042	-1.64042	-1.6456e-13	1.6456e-13	
0.001819	-1.62994	-1.62994	-1.63518e-13	1.63518e-13	
0.00182	-1.61931	-1.61931	-1.62462e-13	1.62462e-13	
0.001821	-1.60854	-1.60854	-1.61392e-13	1.61392e-13	
0.001822	-1.59762	-1.59762	-1.60308e-13	1.60308e-13	
0.001823	-1.58656	-1.58656	-1.59209e-13	1.59209e-13	
0.001824	-1.57537	-1.57537	-1.58096e-13	1.58096e-13	
0.001825	-1.56403	-1.56403	-1.5697e-13	1.5697e-13	
0.001826	-1.55255	-1.55255	-1.55829e-13	1.55829e-13	
0.001827	-1.54093	-1.54093	-1.54674e-13	1.54674e-13	
0.001828	-1.52916	-1.52916	-1.53505e-13	1.53505e-13	
0.001829	-1.51727	-1.51727	-1.52322e-13	1.52322e-13	
0.00183	-1.50523	-1.50523	-1.51125e-13	1.51125e-13	
0.001831	-1.49305	-1.49305	-1.49914e-13	1.49914e-13	
0.001832	-1.48074	-1.48074	-1.48689e-13	1.48689e-13	
0.001833	-1.46828	-1.46828	-1.47451e-13	1.47451e-13	
0.001834	-1.45569	-1.45569	-1.46199e-13	1.46199e-13	
0.001835	-1.44297	-1.44297	-1.44933e-13	1.44933e-13	
0.001836	-1.43011	-1.43011	-1.43654e-13	1.43654e-13	
0.001837	-1.41711	-1.41711	-1.42361e-13	1.42361e-13	
0.001838	-1.40398	-1.40398	-1.41054e-13	1.41054e-13	
0.001839	-1.39071	-1.39071	-1.39734e-13	1.39734e-13	
0.00184	-1.37731	-1.37731	-1.38401e-13	1.38401e-13	
0.001841	-1.36378	-1.36378	-1.37055e-13	1.37055e-13	
0.001842	-1.35011	-1.35011	-1.35695e-13	1.35695e-13	
0.001843	-1.33631	-1.33631	-1.34321e-13	1.34321e-13	
0.001844	-1.32238	-1.32238	-1.32935e-13	1.32935e-13	
0.001845	-1.30832	-1.30832	-1.31535e-13	1.31535e-13	
0.001846	-1.29413	-1.29413	-1.30123e-13	1.30123e-13	
0.001847	-1.27981	-1.27981	-1.28697e-13	1.28697e-13	
0.001848	-1.26536	-1.26536	-1.27258e-13	1.27258e-13	
0.001849	-1.25078	-1.25078	-1.25807e-13	1.25807e-13	
0.00185	-1.23607	-1.23607	-1.24342e-13	1.24342e-13	
0.001851	-1.22123	-1.22123	-1.22865e-13	1.22865e-13	
0.001852	-1.20627	-1.20627	-1.21375e-13	1.21375e-13	
0.001853	-1.19118	-1.19118	-1.19872e-13	1.19872e-13	
0.001854	-1.17596	-1.17596	-1.18357e-13	1.18357e-13	
0.001855	-1.16062	-1.16062	-1.16829e-13	1.16829e-13	
0.001856	-1.14515	-1.14515	-1.15289e-13	1.15289e-13	
0.001857	-1.12956	-1.12956	-1.13736e-13	1.13736e-13	
0.001858	-1.11385	-1.11385	-1.12171e-13	1.12171e-13	
0.001859	-1.09801	-1.09801	-1.10593e-13	1.10593e-13	
0.00186	-1.08205	-1.08205	-1.09003e-13	1.09003e-13	
0.001861	-1.06597	-1.06597	-1.07401e-13	1.07401e-13	
0.001862	-1.04977	-1.04977	-1.05787e-13	1.05787e-13	
0.001863	-1.03345	-1.03345	-1.04161e-13	1.04161e-13	
0.001864	-1.01701	-1.01701	-1.02523e-13	1.02523e-13	
0.001865	-1.00044	-1.00044	-1.00872e-13	1.00872e-13	
0.001866	-0.983765	-0.983765	-9.92104e-14	9.92104e-14	
0.001867	-0.966967	-0.966967	-9.75366e-14	9.75366e-14	
0.001868	-0.950052	-0.950052	-9.5851e-14	9.5851e-14	
0.001869	-0.933021	-0.933021	-9.41537e-14	9.41537e-14	
0.00187	-0.915875	-0.915875	-9.24448e-14	9.24448e-14	
0.001871	-0.898613	-0.898613	-9.07244e-14	9.07244e-14	
0.001872	-0.881236	-0.881236	-8.89924e-14	8.89924e-14	
0.001873	-0.863746	-0.863746	-8.72491e-14	8.72491e-14	
0.001874	-0.846143	-0.846143	-8.54944e-14	8.54944e-14	
0.001875	-0.828427	-0.828427	-8.37285e-14	8.37285e-14	
0.001876	-0.8106	-0.8106	-8.19514e-14	8.19514e-14	
0.001877	-0.792662	-0.792662	-8.01631e-14	8.01631e-14	
0.001878	-0.774613	-0.774613	-7.83637e-14	7.83637e-14	
0.001879	-0.756455	-0.756455	-7.65534e-14	7.65534e-14	
0.00188	-0.738188	-0.738188	-7.47322e-14	7.47322e-14	
0.001881	-0.719814	-0.719814	-7.29001e-14	7.29001e-14	
0.001882	-0.701331	-0.701331	-7.10572e-14	7.10572e-14	
0.001883	-0.682742	-0.682742	-6.92037e-14	6.92037e-14	
0.001884	-0.664047	-0.664047	-6.73395e-14	6.73395e-14	
0.001885	-0.645247	-0.645247	-6.54647e-14	6.54647e-14	
0.001886	-0.626343	-0.626343	-6.35795e-14	6.35795e-14	
0.001887	-0.607335	-0.607335	-6.16839e-14	6.16839e-14	
0.001888	-0.588224	-0.588224	-5.97779e-14	5.97779e-14	
0.001889	-0.569011	-0.569011	-5.78617e-14	5.78617e-14	
0.00189	-0.549696	-0.549696	-5.59353e-14	5.59353e-14	
0.001891	-0.530281	-0.530281	-5.39988e-14	5.39988e-14	
0.001892	-0.510765	-0.510765	-5.20523e-14	5.20523e-14	
0.001893	-0.491151	-0.491151	-5.00958e-14	5.00958e-14	
0.001894	-0.471438	-0.471438	-4.81295e-14	4.81295e-14	
0.001895	-0.451628	-0.451628	-4.61533e-14	4.61533e-14	
0.001896	-0.431721	-0.431721	-4.41675e-14	4.41675e-14	
0.001897	-0.411718	-0.411718	-4.2172e-14	4.2172e-14	
0.001898	-0.39162	-0.39162	-4.01669e-14	4.01669e-14	
0.001899	-0.371427	-0.371427	-3.81524e-14	3.81524e-14	
0.0019	-0.351141	-0.351141	-3.61284e-14	3.61284e-14	
0.001901	-0.330762	-0.330762	-3.40951e-14	3.40951e-14	
0.001902	-0.310291	-0.310291	-3.20526e-14	3.20526e-14	
0.001903	-0.289729	-0.289729	-3.0001e-14	3.0001e-14	
0.001904	-0.269076	-0.269076	-2.79402e-14	2.79402e-14	
0.001905	-0.248334	-0.248334	-2.58705e-14	2.58705e-14	
0.001906	-0.227502	-0.227502	-2.37918e-14	2.37918e-14	
0.001907	-0.206583	-0.206583	-2.17043e-14	2.17043e-14	
0.001908	-0.185577	-0.185577	-1.9608e-14	1.9608e-14	
0.001909	-0.164485	-0.164485	-1.75031e-14	1.75031e-14	
0.00191	-0.143307	-0.143307	-1.53896e-14	1.53896e-14	
0.001911	-0.122045	-0.122045	-1.32676e-14	1.32676e-14	
0.001912	-0.100699	-0.100699	-1.11372e-14	1.11372e-14	
0.001913	-0.0792694	-0.0792694	-8.99839e-15	8.99839e-15	
0.001914	-0.0577581	-0.0577581	-6.85138e-15	6.85138e-15	
0.001915	-0.0361657	-0.0361657	-4.69619e-15	4.69619e-15	
0.001916	-0.0144928	-0.0144928	-2.53292e-15	2.53292e-15	
0.001917	0.00725958	0.00725958	-3.61661e-16	3.61661e-16	
0.001918	0.0290906	0.0290906	1.81751e-15	-1.81751e-15	
0.001919	0.0509995	0.0509995	4.00451e-15	-4.00451e-15	
0.00192	0.0729853	0.0729853	6.19924e-15	-6.19924e-15	
0.001921	0.0950472	0.0950472	8.40162e-15	-8.40162e-15	
0.001922	0.117184	0.117184	1.06116e-14	-1.06116e-14	
0.001923	0.139396	0.139396	1.2829e-14	-1.2829e-14	
0.001924	0.161681	0.161681	1.50538e-14	-1.50538e-14	
0.001925	0.184038	0.184038	1.72859e-14	-1.72859e-14	
0.001926	0.206467	0.206467	1.95253e-14	-1.95253e-14	
0.001927	0.228967	0.228967	2.17717e-14	-2.17717e-14	
0.001928	0.251537	0.251537	2.40252e-14	-2.40252e-14	
0.001929	0.274176	0.274176	2.62856e-14	-2.62856e-14	
0.00193	0.296883	0.296883	2.85529e-14	-2.85529e-14	
0.001931	0.319657	0.319657	3.0827e-14	-3.0827e-14	
0.001932	0.342498	0.342498	3.31077e-14	-3.31077e-14	
0.001933	0.365404	0.365404	3.53951e-14	-3.53951e-14	
0.001934	0.388374	0.388374	3.76889e-14	-3.76889e-14	
0.001935	0.411408	0.411408	3.99891e-14	-3.99891e-14	
0.001936	0.434505	0.434505	4.22957e-14	-4.22957e-14	
0.001937	0.457664	0.457664	4.46085e-14	-4.46085e-14	
0.001938	0.480884	0.480884	4.69274e-14	-4.69274e-14	
0.001939	0.504163	0.504163	4.92523e-14	-4.92523e-14	
0.00194	0.527502	0.527502	5.15832e-14	-5.15832e-14	
0.001941	0.550899	0.550899	5.392e-14	-5.392e-14	
0.001942	0.574352	0.574352	5.62626e-14	-5.62626e-14	
0.001943	0.597863	0.597863	5.86108e-14	-5.86108e-14	
0.001944	0.621428	0.621428	6.09646e-14	-6.09646e-14	
0.001945	0.645048	0.645048	6.33238e-14	-6.33238e-14	
0.001946	0.668722	0.668722	6.56885e-14	-6.56885e-14	
0.001947	0.692448	0.692448	6.80585e-14	-6.80585e-14	
0.001948	0.716226	0.716226	7.04337e-14	-7.04337e-14	
0.001949	0.740054	0.740054	7.2814e-14	-7.2814e-14	
0.00195	0.763932	0.763932	7.51993e-14	-7.51993e-14	
0.001951	0.787859	0.787859	7.75895e-14	-7.75895e-14	
0.001952	0.811834	0.811834	7.99846e-14	-7.99846e-14	
0.001953	0.835855	0.835855	8.23845e-14	-8.23845e-14	
0.001954	0.859923	0.859923	8.47889e-14	-8.47889e-14	
0.001955	0.884036	0.884036	8.71979e-14	-8.71979e-14	
0.001956	0.908192	0.908192	8.96114e-14	-8.96114e-14	
0.001957	0.932392	0.932392	9.20292e-14	-9.20292e-14	
0.001958	0.956634	0.956634	9.44513e-14	-9.44513e-14	
0.001959	0.980917	0.980917	9.68776e-14	-9.68776e-14	
0.00196	1.00524	1.00524	9.93079e-14	-9.93079e-14	
0.001961	1.0296	1.0296	1.01742e-13	-1.01742e-13	
0.001962	1.054	1.054	1.0418e-13	-1.0418e-13	
0.001963	1.07844	1.07844	1.06622e-13	-1.06622e-13	
0.001964	1.10292	1.10292	1.09068e-13	-1.09068e-13	
0.001965	1.12743	1.12743	1.11517e-13	-1.11517e-13	
0.001966	1.15197	1.15197	1.1397e-13	-1.1397e-13	
0.001967	1.17655	1.17655	1.16426e-13	-1.16426e-13	
0.001968	1.20116	1.20116	1.18885e-13	-1.18885e-13	
0.001969	1.2258	1.2258	1.21348e-13	-1.21348e-13	
0.00197	1.25047	1.25047	1.23814e-13	-1.23814e-13	
0.001971	1.27518	1.27518	1.26283e-13	-1.26283e-13	
0.001972	1.29991	1.29991	1.28754e-13	-1.28754e-13	
0.001973	1.32467	1.32467	1.31229e-13	-1.31229e-13	
0.001974	1.34945	1.34945	1.33706e-13	-1.33706e-13	
0.001975	1.37426	1.37426	1.36186e-13	-1.36186e-13	
0.001976	1.3991	1.3991	1.38668e-13	-1.38668e-13	
0.001977	1.42396	1.42396	1.41153e-13	-1.41153e-13	
0.001978	1.44884	1.44884	1.4364e-13	-1.4364e-13	
0.001979	1.47374	1.47374	1.46129e-13	-1.46129e-13	
0.00198	1.49867	1.49867	1.4862e-13	-1.4862e-13	
0.001981	1.52361	1.52361	1.51114e-13	-1.51114e-13	
0.001982	1.54857	1.54857	1.53609e-13	-1.53609e-13	
0.001983	1.57356	1.57356	1.56106e-13	-1.56106e-13	
0.001984	1.59855	1.59855	1.58605e-13	-1.58605e-13	
0.001985	1.62357	1.62357	1.61106e-13	-1.61106e-13	
0.001986	1.6486	1.6486	1.63608e-13	-1.63608e-13	
0.001987	1.67364	1.67364	1.66112e-13	-1.66112e-13	
0.001988	1.69869	1.69869	1.68617e-13	-1.68617e-13	
0.001989	1.72376	1.72376	1.71123e-13	-1.71123e-13	
0.00199	1.74884	1.74884	1.7363e-13	-1.7363e-13	
0.001991	1.77393	1.77393	1.76138e-13	-1.76138e-13	
0.001992	1.79902	1.79902	1.78647e-13	-1.78647e-13	
0.001993	1.82413	1.82413	1.81158e-13	-1.81158e-13	
0.001994	1.84924	1.84924	1.83668e-13	-1.83668e-13	
0.001995	1.87436	1.87436	1.8618e-13	-1.8618e-13	
0.001996	1.89948	1.89948	1.88692e-13	-1.88692e-13	
0.001997	1.92461	1.92461	1.91204e-13	-1.91204e-13	
0.001998	1.94974	1.94974	1.93717e-13	-1.93717e-13	
0.001999	1.97487	1.97487	1.9623e-13	-1.9623e-13	
0.002	2	2	1.98743e-13	-1.98743e-13	
0.002001	2.02513	2.02513	2.01257e-13	-2.01257e-13	
0.002002	2.05026	2.05026	2.0377e-13	-2.0377e-13	
0.002003	2.07539	2.07539	2.06283e-13	-2.06283e-13	
0.002004	2.10052	2.10052	2.08796e-13	-2.08796e-13	
0.002005	2.12564	2.12564	2.11308e-13	-2.11308e-13	
0.002006	2.15076	2.15076	2.1382e-13	-2.1382e-13	
0.002007	2.17587	2.17587	2.16332e-13	-2.16332e-13	
0.002008	2.20098	2.20098	2.18842e-13	-2.18842e-13	
0.002009	2.22607	2.22607	2.21353e-13	-2.21353e-13	
0.00201	2.25116	2.25116	2.23862e-13	-2.23862e-13	
0.002011	2.27624	2.27624	2.2637e-13	-2.2637e-13	
0.002012	2.30131	2.30131	2.28877e-13	-2.28877e-13	
0.002013	2.32636	2.32636	2.31383e-13	-2.31383e-13	
0.002014	2.3514	2.3514	2.33888e-13	-2.33888e-13	
0.002015	2.37643	2.37643	2.36392e-13	-2.36392e-13	
0.002016	2.40145	2.40145	2.38894e-13	-2.38894e-13	
0.002017	2.42644	2.42644	2.41395e-13	-2.41395e-13	
0.002018	2.45143	2.45143	2.43894e-13	-2.43894e-13	
0.002019	2.47639	2.47639	2.46391e-13	-2.46391e-13	
0.00202	2.50133	2.50133	2.48886e-13	-2.48886e-13	
0.002021	2.52626	2.52626	2.5138e-13	-2.5138e-13	
0.002022	2.55116	2.55116	2.53871e-13	-2.53871e-13	
0.002023	2.57604	2.57604	2.5636e-13	-2.5636e-13	
0.002024	2.6009	2.6009	2.58847e-13	-2.58847e-13	
0.002025	2.62574	2.62574	2.61332e-13	-2.61332e-13	
0.002026	2.65055	2.65055	2.63814e-13	-2.63814e-13	
0.002027	2.67533	2.67533	2.66294e-13	-2.66294e-13	
0.002028	2.70009	2.70009	2.68771e-13	-2.68771e-13	
0.002029	2.72482	2.72482	2.71246e-13	-2.71246e-13	
0.00203	2.74953	2.74953	2.73717e-13	-2.73717e-13	
0.002031	2.7742	2.7742	2.76186e-13	-2.76186e-13	
0.002032	2.79884	2.79884	2.78652e-13	-2.78652e-13	
0.002033	2.82345	2.82345	2.81115e-13	-2.81115e-13	
0.002034	2.84803	2.84803	2.83574e-13	-2.83574e-13	
0.002035	2.87257	2.87257	2.8603e-13	-2.8603e-13	
0.002036	2.89708	2.89708	2.88483e-13	-2.88483e-13	
0.002037	2.92156	2.92156	2.90932e-13	-2.90932e-13	
0.002038	2.946	2.946	2.93378e-13	-2.93378e-13	
0.002039	2.9704	2.9704	2.9582e-13	-2.9582e-13	
0.00204	2.99476	2.99476	2.98258e-13	-2.98258e-13	
0.002041	3.01908	3.01908	3.00692e-13	-3.00692e-13	
0.002042	3.04337	3.04337	3.03122e-13	-3.03122e-13	
0.002043	3.06761	3.06761	3.05549e-13	-3.05549e-13	
0.002044	3.09181	3.09181	3.07971e-13	-3.07971e-13	
0.002045	3.11596	3.11596	3.10389e-13	-3.10389e-13	
0.002046	3.14008	3.14008	3.12802e-13	-3.12802e-13	
0.002047	3.16414	3.16414	3.15211e-13	-3.15211e-13	
0.002048	3.18817	3.18817	3.17616e-13	-3.17616e-13	
0.002049	3.21214	3.21214	3.20015e-13	-3.20015e-13	
0.00205	3.23607	3.23607	3.2241e-13	-3.2241e-13	
0.002051	3.25995	3.25995	3.24801e-13	-3.24801e-13	
0.002052	3.28377	3.28377	3.27186e-13	-3.27186e-13	
0.002053	3.30755	3.30755	3.29566e-13	-3.29566e-13	
0.002054	3.33128	3.33128	3.31942e-13	-3.31942e-13	
0.002055	3.35495	3.35495	3.34311e-13	-3.34311e-13	
0.002056	3.37857	3.37857	3.36676e-13	-3.36676e-13	
0.002057	3.40214	3.40214	3.39035e-13	-3.39035e-13	
0.002058	3.42565	3.42565	3.41389e-13	-3.41389e-13	
0.002059	3.4491	3.4491	3.43737e-13	-3.43737e-13	
0.00206	3.4725	3.4725	3.4608e-13	-3.4608e-13	
0.002061	3.49584	3.49584	3.48417e-13	-3.48417e-13	
0.002062	3.51912	3.51912	3.50748e-13	-3.50748e-13	
0.002063	3.54234	3.54234	3.53073e-13	-3.53073e-13	
0.002064	3.56549	3.56549	3.55392e-13	-3.55392e-13	
0.002065	3.58859	3.58859	3.57704e-13	-3.57704e-13	
0.002066	3.61163	3.61163	3.60011e-13	-3.60011e-13	
0.002067	3.6346	3.6346	3.62311e-13	-3.62311e-13	
0.002068	3.6575	3.6575	3.64605e-13	-3.64605e-13	
0.002069	3.68034	3.68034	3.66892e-13	-3.66892e-13	
0.00207	3.70312	3.70312	3.69173e-13	-3.69173e-13	
0.002071	3.72582	3.72582	3.71447e-13	-3.71447e-13	
0.002072	3.74846	3.74846	3.73714e-13	-3.73714e-13	
0.002073	3.77103	3.77103	3.75975e-13	-3.75975e-13	
0.002074	3.79353	3.79353	3.78228e-13	-3.78228e-13	
0.002075	3.81596	3.81596	3.80475e-13	-3.80475e-13	
0.002076	3.83832	3.83832	3.82714e-13	-3.82714e-13	
0.002077	3.8606	3.8606	3.84946e-13	-3.84946e-13	
0.002078	3.88282	3.88282	3.87171e-13	-3.87171e-13	
0.002079	3.90495	3.90495	3.89388e-13	-3.89388e-13	
0.00208	3.92701	3.92701	3.91598e-13	-3.91598e-13	
0.002081	3.949	3.949	3.93801e-13	-3.93801e-13	
0.002082	3.97091	3.97091	3.95995e-13	-3.95995e-13	
0.002083	3.99274	3.99274	3.98182e-13	-3.98182e-13	
0.002084	4.01449	4.01449	4.00362e-13	-4.00362e-13	
0.002085	4.03617	4.03617	4.02533e-13	-4.02533e-13	
0.002086	4.05776	4.05776	4.04696e-13	-4.04696e-13	
0.002087	4.07927	4.07927	4.06851e-13	-4.06851e-13	
0.002088	4.1007	4.1007	4.08998e-13	-4.08998e-13	
0.002089	4.12204	4.12204	4.11137e-13	-4.11137e-13	
0.00209	4.14331	4.14331	4.13268e-13	-4.13268e-13	
0.002091	4.16449	4.16449	4.1539e-13	-4.1539e-13	
0.002092	4.18558	4.18558	4.17503e-13	-4.17503e-13	
0.002093	4.20658	4.20658	4.19608e-13	-4.19608e-13	
0.002094	4.2275	4.2275	4.21704e-13	-4.21704e-13	
0.002095	4.24833	4.24833	4.23792e-13	-4.23792e-13	
0.002096	4.26908	4.26908	4.2587e-13	-4.2587e-13	
0.002097	4.28973	4.28973	4.2794e-13	-4.2794e-13	
0.002098	4.31029	4.31029	4.30001e-13	-4.30001e-13	
0.002099	4.33076	4.33076	4.32053e-13	-4.32053e-13	
0.0021	4.35114	4.35114	4.34095e-13	-4.34095e-13	
0.002101	4.37143	4.37143	4.36128e-13	-4.36128e-13	
0.002102	4.39162	4.39162	4.38152e-13	-4.38152e-13	
0.002103	4.41172	4.41172	4.40167e-13	-4.40167e-13	
0.002104	4.43172	4.43172	4.42172e-13	-4.42172e-13	
0.002105	4.45163	4.45163	4.44167e-13	-4.44167e-13	
0.002106	4.47144	4.47144	4.46153e-13	-4.46153e-13	
0.002107	4.49115	4.49115	4.48129e-13	-4.48129e-13	
0.002108	4.51077	4.51077	4.50096e-13	-4.50096e-13	
0.002109	4.53028	4.53028	4.52052e-13	-4.52052e-13	
0.00211	4.5497	4.5497	4.53999e-13	-4.53999e-13	
0.002111	4.56901	4.56901	4.55935e-13	-4.55935e-13	
0.002112	4.58822	4.58822	4.57862e-13	-4.57862e-13	
0.002113	4.60733	4.60733	4.59778e-13	-4.59778e-13	
0.002114	4.62634	4.62634	4.61684e-13	-4.61684e-13	
0.002115	4.64525	4.64525	4.6358e-13	-4.6358e-13	
0.002116	4.66405	4.66405	4.65465e-13	-4.65465e-13	
0.002117	4.68274	4.68274	4.67339e-13	-4.67339e-13	
0.002118	4.70133	4.70133	4.69204e-13	-4.69204e-13	
0.002119	4.71981	4.71981	4.71057e-13	-4.71057e-13	
0.00212	4.73819	4.73819	4.729e-13	-4.729e-13	
0.002121	4.75646	4.75646	4.74732e-13	-4.74732e-13	
0.002122	4.77461	4.77461	4.76553e-13	-4.76553e-13	
0.002123	4.79266	4.79266	4.78364e-13	-4.78364e-13	
0.002124	4.8106	4.8106	4.80163e-13	-4.80163e-13	
0.002125	4.82843	4.82843	4.81951e-13	-4.81951e-13	
0.002126	4.84614	4.84614	4.83728e-13	-4.83728e-13	
0.002127	4.86375	4.86375	4.85494e-13	-4.85494e-13	
0.002128	4.88124	4.88124	4.87249e-13	-4.87249e-13	
0.002129	4.89861	4.89861	4.88992e-13	-4.88992e-13	
0.00213	4.91587	4.91587	4.90724e-13	-4.90724e-13	
0.002131	4.93302	4.93302	4.92445e-13	-4.92445e-13	
0.002132	4.95005	4.95005	4.94154e-13	-4.94154e-13	
